Year,Term,YearTerm,Subject,Number,Course Title,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Primary Instructor
2011,Spring,2011-sp,EPSY,220,Career Theory and Practice,14,6,1,1,2,1,0,0,0,0,0,0,1,0,"Bilton, Michael A"
2011,Spring,2011-sp,EPSY,220,Career Theory and Practice,1,22,1,0,3,1,0,2,0,0,0,0,1,0,"Lim, Youn Seon"
2011,Spring,2011-sp,EPSY,236,Child Dev For Elemen Teachers,9,15,9,10,5,2,0,3,0,0,0,0,0,0,"Knorek, John K"
2011,Spring,2011-sp,EPSY,401,Child Language and Education,7,22,7,4,1,1,0,0,2,0,0,1,0,0,"Christianson, Kiel"
2011,Spring,2011-sp,EPSY,404,Adjustment in School Settings,0,30,2,0,0,1,0,0,0,0,0,0,0,0,"Zola, David"
2011,Spring,2011-sp,EPSY,420,Theories of Psychotherapy,0,4,9,16,36,17,11,7,1,2,0,0,1,0,"Chen, Eva C"
2011,Spring,2011-sp,EPSY,430,Early Adolescent Development,0,11,9,2,1,0,0,0,0,0,0,0,0,0,"Thompson, Geneene N"
2011,Spring,2011-sp,EPSY,430,Early Adolescent Development,0,18,2,0,1,0,0,0,0,0,0,0,0,0,"Jamison, Rhonda S"
2011,Spring,2011-sp,EPSY,430,Early Adolescent Development,3,4,6,4,3,0,1,0,0,0,0,0,0,0,"Rivers, Tyrone"
2011,Spring,2011-sp,EPSY,430,Early Adolescent Development,0,11,4,3,3,2,0,0,0,0,0,0,0,0,"Delarue, Lisa"
2011,Spring,2011-sp,EPSY,480,Educational Statistics,35,15,4,1,0,0,0,0,0,0,0,0,2,0,"Patterson, Julie A"
2011,Spring,2011-sp,EPSY,577,Foundations of Qual Methods,0,7,6,9,0,0,0,0,0,0,0,0,0,0,"Schwandt, Thomas A"
2011,Spring,2011-sp,EPSY,581,Applied Regression Analysis,2,7,5,2,7,8,0,0,0,0,0,0,0,0,"Zhang, Jinming"
2011,Spring,2011-sp,EPSY,585,Theories of Measurement I,7,12,0,0,2,0,0,0,0,0,0,0,0,0,"Chang, Hua-hua"
2011,Spring,2011-sp,EPSY,587,Hierarchical Linear Models,2,19,2,4,2,0,0,1,0,0,0,0,0,0,"Anderson, Carolyn J"
2011,Spring,2011-sp,ESE,200,Earth Systems,1,24,4,7,34,3,1,5,1,0,1,0,0,0,"Tomkin, Jonathan H"
2011,Spring,2011-sp,ESE,311,Environmental Issues Today,2,11,7,0,1,1,0,0,0,0,0,0,0,0,"Jain, Atul"
2011,Spring,2011-sp,ESE,320,"Water Planet, Water Crisis",9,35,18,20,27,10,10,12,2,2,2,0,7,0,"Cole, Todd M"
2011,Spring,2011-sp,ESE,445,Earth Resources Sustainability,3,13,7,4,6,3,4,0,0,0,0,0,0,0,"Marshak, Stephen"
2011,Spring,2011-sp,ESE,497,Scholarship of Sustainability,3,3,3,6,7,0,3,3,0,0,0,0,0,0,"Hurst, Stephen D"
2011,Spring,2011-sp,ESL,115,Principles of Academic Writing,0,10,5,4,2,0,0,0,0,0,0,0,0,0,"Frydman, Jenna M"
2011,Spring,2011-sp,ESL,115,Principles of Academic Writing,1,12,3,0,3,0,0,1,0,0,0,0,1,0,"Boyd, Ryan D"
2011,Spring,2011-sp,ESL,115,Principles of Academic Writing,3,12,3,0,3,0,0,0,0,0,0,0,0,0,"Koo, Soohyun"
2011,Spring,2011-sp,FIN,221,Corporate Finance,0,8,2,3,4,2,2,4,0,1,2,0,2,0,"Nyekel, Victor I"
2011,Spring,2011-sp,FIN,221,Corporate Finance,1,9,0,0,5,2,2,5,0,2,4,0,1,0,"Yao, Chen"
2011,Spring,2011-sp,FIN,221,Corporate Finance,1,10,1,1,9,2,2,4,0,1,3,0,1,0,"Nyekel, Victor I"
2011,Spring,2011-sp,FIN,221,Corporate Finance,0,5,1,3,12,4,3,4,0,0,2,0,0,0,"Yao, Chen"
2011,Spring,2011-sp,FIN,221,Corporate Finance,0,13,6,2,5,1,2,4,0,1,1,0,0,0,"Durguner, Seda"
2011,Spring,2011-sp,FIN,221,Corporate Finance,0,10,2,1,6,2,4,7,2,0,0,0,1,0,"Durguner, Sena"
2011,Spring,2011-sp,FIN,221,Corporate Finance,0,7,1,1,13,1,4,3,0,0,1,0,0,0,"Durguner, Seda"
2011,Spring,2011-sp,FIN,221,Corporate Finance,0,7,3,3,11,4,0,6,0,1,1,0,0,0,"Durguner, Sena"
2011,Spring,2011-sp,FIN,221,Corporate Finance,0,11,1,2,11,0,0,5,1,1,2,0,1,0,"Durguner, Seda"
2011,Spring,2011-sp,FIN,221,Corporate Finance,0,11,2,2,9,1,0,7,0,1,3,0,1,0,"Durguner, Sena"
2011,Spring,2011-sp,FIN,221,Corporate Finance,0,4,2,2,8,4,1,8,0,0,2,0,1,0,"Yao, Chen"
2011,Spring,2011-sp,FIN,221,Corporate Finance,0,2,1,1,8,3,1,6,0,1,3,0,2,0,"Gu, Lifeng"
2011,Spring,2011-sp,FIN,221,Corporate Finance,0,3,0,2,5,3,4,8,0,0,5,0,1,0,"Sarrafi, Nasrin"
2011,Spring,2011-sp,FIN,221,Corporate Finance,0,15,2,1,8,1,0,4,2,0,1,0,1,0,"Gu, Lifeng"
2011,Spring,2011-sp,FIN,221,Corporate Finance,0,8,4,1,10,2,3,3,1,1,1,0,0,0,"Sarrafi, Nasrin"
2011,Spring,2011-sp,FIN,221,Corporate Finance,0,7,1,0,8,1,5,6,1,0,0,0,0,0,"Sarrafi, Nasrin"
2011,Spring,2011-sp,FIN,221,Corporate Finance,1,8,4,0,11,1,0,6,1,0,2,0,0,0,"Liu, Yang"
2011,Spring,2011-sp,FIN,221,Corporate Finance,0,6,0,3,8,0,2,7,0,1,1,0,2,0,"Liu, Yang"
2011,Spring,2011-sp,FIN,221,Corporate Finance,0,6,0,2,6,3,1,10,1,0,3,0,1,0,"Nam, Sangjeong"
2011,Spring,2011-sp,FIN,221,Corporate Finance,0,10,3,3,15,0,1,3,0,0,1,0,0,0,"Nam, Sangjeong"
2011,Spring,2011-sp,FIN,221,Corporate Finance,0,10,0,3,9,2,3,6,0,1,1,0,0,0,"Gu, Lifeng"
2011,Spring,2011-sp,FIN,221,Corporate Finance,1,10,1,2,14,3,0,3,0,0,1,0,0,0,"Nam, Sangjeong"
2011,Spring,2011-sp,FIN,221,Corporate Finance,0,7,0,1,11,2,3,10,0,0,1,0,0,0,"Liu, Yang"
2011,Spring,2011-sp,FIN,221,Corporate Finance,0,12,7,2,7,1,0,1,0,0,0,0,0,0,"Dyer, Michael A"
2011,Spring,2011-sp,FIN,232,Intro to Wealth Management,0,12,22,26,45,27,9,22,2,7,7,4,5,0,"Micetich, John"
2011,Spring,2011-sp,FIN,241,Fundamentals of Real Estate,1,31,1,5,3,0,0,3,0,0,0,0,0,0,"Davis, Jeffrey M"
2011,Spring,2011-sp,FIN,241,Fundamentals of Real Estate,1,12,7,2,10,2,1,0,0,1,0,1,0,0,"Perkins, Scott E"
2011,Spring,2011-sp,FIN,241,Fundamentals of Real Estate,1,10,2,7,15,2,0,1,0,0,0,0,0,0,"Sinow, David M"
2011,Spring,2011-sp,FIN,300,Financial Markets,1,8,3,10,8,0,3,1,0,1,1,0,0,0,"Wang, Zhi J"
2011,Spring,2011-sp,FIN,300,Financial Markets,1,9,7,7,8,2,2,1,0,0,0,0,0,0,"Wang, Zhi J"
2011,Spring,2011-sp,FIN,300,Financial Markets,0,3,4,6,4,6,2,0,3,1,2,0,1,0,
2011,Spring,2011-sp,FIN,300,Financial Markets,0,1,2,5,4,3,4,2,1,2,1,4,0,0,"Jackson, James L"
2011,Spring,2011-sp,FIN,300,Financial Markets,0,2,3,6,5,7,2,0,3,1,1,0,0,1,"Waspi, Kevin G"
2011,Spring,2011-sp,FIN,300,Financial Markets,0,3,2,3,4,5,1,5,4,2,0,2,1,1,"Jackson, James L"
2011,Spring,2011-sp,FIN,300,Financial Markets,0,0,2,5,5,7,3,2,2,1,2,0,1,2,"Jackson, James L"
2011,Spring,2011-sp,FIN,321,Advanced Corporate Finance,2,5,7,4,13,2,2,1,1,0,0,0,0,0,
2011,Spring,2011-sp,FIN,321,Advanced Corporate Finance,0,4,7,11,9,2,1,4,0,0,1,0,0,0,"Peters, Stephen R"
2011,Spring,2011-sp,FIN,321,Advanced Corporate Finance,0,2,9,9,10,5,1,3,0,0,0,0,0,1,"Peters, Stephen R"
2011,Spring,2011-sp,FIN,411,Portfolio Management,2,6,3,6,4,3,3,0,0,0,1,0,0,0,"Ye, Mao"
2011,Spring,2011-sp,FIN,411,Portfolio Management,1,2,6,5,8,2,1,0,1,0,0,0,0,0,"Ye, Mao"
2011,Spring,2011-sp,FIN,412,Options and Futures Markets,4,7,9,0,9,3,3,4,0,0,1,0,0,0,"Goodfriend, Jaimi E"
2011,Spring,2011-sp,FIN,419,Real Client Managed Portfolios,0,9,0,3,2,4,2,2,0,0,0,0,0,0,"Waspi, Kevin G"
2011,Spring,2011-sp,FIN,422,Cases in Corporate Finance,0,9,8,3,2,0,0,0,0,0,0,0,0,0,"Vonnahme, Mark C"
2011,Spring,2011-sp,FIN,423,Financing Emerging Businesses,0,25,10,2,2,2,0,0,0,0,0,0,0,0,"Beard, Dennis E"
2011,Spring,2011-sp,FIN,423,Financing Emerging Businesses,0,16,6,10,6,3,0,0,0,0,0,0,0,0,"Krueger, George J"
2011,Spring,2011-sp,FIN,424,Mergers and Acquisition,9,14,0,9,5,0,0,1,0,0,0,0,0,0,"Almeida, Heitor"
2011,Spring,2011-sp,FIN,425,Private Equity/Venture Capital,5,4,6,2,4,1,0,0,0,0,0,0,0,0,"Bengtsson, Lars O"
2011,Spring,2011-sp,FIN,431,Property-Liability Insurance,3,13,4,0,3,0,0,0,0,0,0,0,0,0,"Davis, Donald W"
2011,Spring,2011-sp,FIN,432,Managing Fin Risk for Insurers,6,9,0,0,7,0,0,0,0,0,0,0,0,0,"Davis, Donald W"
2011,Spring,2011-sp,FIN,433,Corporate Risk Management,0,30,2,2,1,0,0,0,0,0,0,0,0,0,"Myers, Jeffrey H"
2011,Spring,2011-sp,FIN,435,Personal Wealth Management,0,16,8,1,20,5,0,0,0,0,0,0,0,0,"Sinow, David M"
2011,Spring,2011-sp,FIN,461,Financial Intermediation,0,10,6,4,7,3,0,2,0,0,0,0,0,0,"Peters, Stephen R"
2011,Spring,2011-sp,FIN,500,Introduction to Finance,9,12,5,9,5,0,0,0,0,0,0,0,0,0,"Kannan, Srinivasan"
2011,Spring,2011-sp,FIN,500,Introduction to Finance,8,18,11,5,5,5,0,0,0,0,0,0,0,0,"Kannan, Srinivasan"
2011,Spring,2011-sp,FIN,512,Financial Derivatives,2,8,0,4,7,1,1,0,0,0,0,0,0,0,"Johnson, Timothy C"
2011,Spring,2011-sp,FIN,513,Financial Engineering I,0,9,1,3,12,1,0,0,0,0,0,0,0,0,"Johnson, Timothy C"
2011,Spring,2011-sp,FIN,514,Financial Engineering II,0,13,7,9,5,0,0,0,0,0,0,0,0,0,"Pearson, Neil D"
2011,Spring,2011-sp,FIN,515,Fixed Income Portfolios,1,7,7,4,6,4,0,0,0,0,0,0,0,0,"Pennacchi, George G"
2011,Spring,2011-sp,FIN,515,Fixed Income Portfolios,3,14,7,11,4,6,0,0,0,0,0,0,0,0,"Pennacchi, George G"
2011,Spring,2011-sp,FIN,520,Financial Management,4,17,5,12,2,0,0,0,0,0,0,0,0,0,
2011,Spring,2011-sp,FIN,522,Cases in Financial Strategy,0,7,4,6,4,1,0,0,0,0,0,0,0,0,"Gentry, James A"
2011,Spring,2011-sp,FIN,524,Mergers and Acquisitions,4,11,10,24,9,5,0,0,0,0,0,0,0,0,"Bengtsson, Lars O"
2011,Spring,2011-sp,FIN,524,Mergers and Acquisitions,1,10,13,17,4,1,0,0,0,0,0,0,0,0,"Bengtsson, Lars O"
2011,Spring,2011-sp,FIN,551,International Finance,7,5,0,7,9,3,0,2,0,0,0,0,0,0,"Campello, Murillo"
2011,Spring,2011-sp,FIN,580,Enterprise Risk Management,0,11,17,10,3,0,0,0,0,0,0,0,0,0,"Vonnahme, Mark C"
2011,Spring,2011-sp,FIN,580,Hedge Funds,1,3,3,10,9,0,0,0,0,0,0,0,0,0,"Wang, Zhi J"
2011,Spring,2011-sp,FIN,580,Hedge Funds,10,9,15,3,2,0,0,0,0,0,0,0,0,0,"Wang, Zhi J"
2011,Spring,2011-sp,FIN,580,Investment Analysis,0,25,16,2,2,0,0,0,0,0,0,0,0,0,"Goodfriend, Jaimi E"
2011,Spring,2011-sp,FIN,580,Oral Comm for Finance Profssnl,3,5,11,1,2,0,0,0,0,0,0,0,0,0,"Yontz, Ruth"
2011,Spring,2011-sp,FIN,580,Private Equity,2,12,10,3,10,1,0,0,0,0,0,0,0,0,"O'Connell, Daniel W"
2011,Spring,2011-sp,FIN,580,Portfolio Management,0,33,3,3,2,0,0,0,0,0,0,0,0,1,"Goodfriend, Jaimi E"
2011,Spring,2011-sp,FIN,580,Risk Management,0,13,16,8,9,0,0,0,0,0,0,0,0,0,"Pearson, Neil D"
2011,Spring,2011-sp,FIN,580,Venture Capital,5,6,13,12,3,2,0,1,0,0,0,0,0,0,"Bengtsson, Lars O"
2011,Spring,2011-sp,FR,101,Elementary French I,0,5,3,3,2,3,1,2,0,0,0,0,2,1,"Nicholas, Jessica A"
2011,Spring,2011-sp,FR,101,Elementary French I,3,3,7,4,0,1,2,0,0,1,0,0,0,0,"Hauser, Sarah A"
2011,Spring,2011-sp,FR,101,Elementary French I,0,2,4,6,2,0,4,3,0,1,0,3,0,0,"Hauser, Sarah A"
2011,Spring,2011-sp,FR,102,Elementary French II,0,3,3,4,2,3,2,1,1,0,1,2,0,0,"Namjoshi, Jui"
2011,Spring,2011-sp,FR,102,Elementary French II,2,7,4,0,1,3,1,2,1,0,1,0,0,0,"Jacobson, Jessica A"
2011,Spring,2011-sp,FR,102,Elementary French II,0,1,6,2,6,2,1,0,0,1,1,0,2,0,"Clifton, Alison M"
2011,Spring,2011-sp,FR,103,Intermediate French I,0,11,4,2,5,1,0,1,0,0,0,1,0,0,"Curtin, Sean M"
2011,Spring,2011-sp,FR,103,Intermediate French I,0,8,3,0,4,3,0,2,1,0,0,0,1,0,"Beyogle, Richard"
2011,Spring,2011-sp,FR,103,Intermediate French I,2,1,7,5,0,2,3,0,0,0,0,1,0,0,"Black, Lucia C"
2011,Spring,2011-sp,FR,199,Undergraduate Open Seminar,9,10,3,0,1,0,0,1,0,0,0,0,0,0,"Chazal, Kirby C"
2011,Spring,2011-sp,FR,418,Language&Minorities in Europe,4,15,6,7,0,0,0,0,0,0,0,0,2,0,"Fagyal, Zsuzsanna"
2011,Spring,2011-sp,FSHN,101,Intro Food Science & Nutrition,0,129,0,53,72,39,41,33,16,12,15,5,9,4,"Bohn, Dawn M"
2011,Spring,2011-sp,FSHN,120,Contemporary Nutrition,0,442,0,0,194,0,0,65,0,0,15,0,5,2,"Roach, Rebecca R"
2011,Spring,2011-sp,FSHN,131,Introductory Food Laboratory,3,21,2,2,22,0,0,7,0,0,0,0,1,1,"Garrow, Linda S"
2011,Spring,2011-sp,FSHN,145,Intro Hospitality Management,13,6,5,2,0,0,0,0,0,0,0,0,0,1,"Craft, Jill N"
2011,Spring,2011-sp,FSHN,220,Principles of Nutrition,4,46,0,0,10,0,0,0,0,0,0,0,0,0,"Helferich, William G"
2011,Spring,2011-sp,FSHN,260,Raw Materials for Processing,4,9,10,6,0,0,0,1,0,0,0,0,0,0,"Padua, Graciela W"
2011,Spring,2011-sp,FSHN,304,Introduction to Wine Science,11,10,1,0,1,0,0,0,0,0,0,0,0,0,"Beam, Bradley A"
2011,Spring,2011-sp,FSHN,304,Introduction to Wine Science,45,24,2,5,10,2,1,3,1,0,0,0,2,1,"Beam, Bradley A"
2011,Spring,2011-sp,FSHN,329,Communication in Nutrition,6,5,8,2,1,0,0,0,0,0,0,0,0,0,"Plawecki, Karen L"
2011,Spring,2011-sp,FSHN,332,Science of Food Systems,6,13,2,1,3,0,3,0,0,0,0,0,0,0,"Garrow, Linda S"
2011,Spring,2011-sp,FSHN,349,Food Service Sanitation,0,2,5,12,8,0,0,0,0,0,0,0,0,0,"Reutter, Elizabeth F"
2011,Spring,2011-sp,FSHN,418,Food Analysis,0,9,0,6,12,0,0,2,0,0,0,0,0,0,"Cadwallader, Keith R"
2011,Spring,2011-sp,FSHN,421,Pediatric Clinical Nutrition,1,6,5,8,5,3,0,0,0,0,0,0,0,0,"Donovan, Sharon M"
2011,Spring,2011-sp,FSHN,427,Biochemical Nutrition II,0,27,11,0,12,6,0,3,0,0,0,0,0,0,"Chen, Hong"
2011,Spring,2011-sp,FSHN,442,HM Skills and Applications,10,9,2,0,2,0,1,1,0,0,0,0,1,0,"Reutter, Elizabeth F"
2011,Spring,2011-sp,FSHN,460,Food Processing Engineering,1,20,3,3,11,1,0,1,0,0,0,0,0,0,"Morris, Scott A"
2011,Spring,2011-sp,FSHN,471,Food & Industrial Microbiology,6,22,8,9,14,5,6,9,6,0,0,0,0,0,"Miller, Michael J"
2011,Spring,2011-sp,FSHN,518,Chemistry of Lipids in Foods,6,12,2,1,0,0,0,0,0,0,0,0,0,0,"Artz, William E"
2011,Spring,2011-sp,GE,161,Business Side of Engineering,0,53,0,0,9,0,0,2,0,0,0,0,1,0,"Wildblood, Harry S"
2011,Spring,2011-sp,GE,311,Engineering Design Analysis,6,14,4,5,12,3,0,5,0,0,1,0,0,0,"Reis, Henrique M"
2011,Spring,2011-sp,GE,312,Instrumentation and Test Lab,7,5,6,0,6,2,0,1,0,0,0,0,0,0,"Reis, Henrique M"
2011,Spring,2011-sp,GE,312,Instrumentation and Test Lab,4,3,4,4,2,2,2,1,0,0,0,0,1,0,"Reis, Henrique M"
2011,Spring,2011-sp,GE,320,Control Systems,4,7,3,1,3,4,1,0,1,0,0,0,0,0,"Nedich, Angelia"
2011,Spring,2011-sp,GE,331,Analyt Methods for Uncertainty,0,1,9,10,10,8,3,3,2,0,0,0,2,0,"Koksal, Gulser"
2011,Spring,2011-sp,GE,361,Emotional Intelligence Skills,0,10,10,7,2,0,0,0,0,0,0,0,0,0,"Burgon, Holli"
2011,Spring,2011-sp,GE,400,Engineering Law,0,16,20,9,1,2,0,0,0,0,0,0,0,0,"Barich, Joseph M"
2011,Spring,2011-sp,GE,410,Component Design,5,1,2,5,3,3,2,1,0,0,0,0,0,0,"Raeisi Najafi, Ahmad"
2011,Spring,2011-sp,GE,424,State Space Design for Control,2,14,11,8,6,4,2,3,0,0,0,0,1,0,"Kiyavash, Negar"
2011,Spring,2011-sp,GE,494,Senior Engineering Project I,1,18,6,1,1,0,0,0,0,0,0,0,0,0,"Wildblood, Harry S"
2011,Spring,2011-sp,GE,495,Senior Engineering Project II,12,31,6,2,4,0,0,1,0,0,0,0,0,0,"Wildblood, Harry S"
2011,Spring,2011-sp,GEOG,101,Geog of Developing Countries,3,10,3,4,3,1,5,0,0,0,0,0,0,0,"Coulter, Kathryn M"
2011,Spring,2011-sp,GEOG,101,Geog of Developing Countries,2,5,5,3,2,2,4,2,0,1,0,0,0,0,"Coulter, Kathryn M"
2011,Spring,2011-sp,GEOG,101,Geog of Developing Countries,3,3,8,2,5,2,0,1,0,1,1,0,1,0,"Hammerstein, Katya N"
2011,Spring,2011-sp,GEOG,101,Geog of Developing Countries,0,5,7,6,2,2,1,0,2,0,1,0,0,0,"Hammerstein, Katya N"
2011,Spring,2011-sp,GEOG,101,Geog of Developing Countries,4,7,2,4,1,2,1,0,0,0,0,0,0,0,"Jusrut, Poonam V"
2011,Spring,2011-sp,GEOG,101,Geog of Developing Countries,4,6,6,4,2,1,2,0,0,0,0,0,0,0,"Fogelman, Charles J"
2011,Spring,2011-sp,GEOG,101,Geog of Developing Countries,5,2,0,3,5,2,1,1,0,0,0,0,2,0,"Hammerstein, Katya N"
2011,Spring,2011-sp,GEOG,101,Geog of Developing Countries,2,3,4,5,4,0,2,2,0,0,0,1,0,0,"Minn, Michael"
2011,Spring,2011-sp,GEOG,103,Earth's Physical Systems,0,57,0,0,18,0,0,4,0,0,0,0,1,0,"Engel, Frank L"
2011,Spring,2011-sp,GEOG,110,Geography of Intl Conflicts,3,31,35,31,39,8,4,7,5,1,2,0,5,1,"Radil, Steven M"
2011,Spring,2011-sp,GEOG,210,Contemp Social & Env Problems,0,27,1,0,26,0,0,15,0,0,1,0,1,1,"Ribot, Jesse C"
2011,Spring,2011-sp,GEOG,222,Big Rivers of the World,2,8,4,6,5,1,1,0,0,0,0,0,1,0,"Best, James L"
2011,Spring,2011-sp,GEOG,310,Political Geography,0,8,2,3,4,5,1,0,0,0,0,0,1,1,"Flint, Colin"
2011,Spring,2011-sp,GEOG,371,Spatial Analysis,0,9,2,4,3,2,2,2,0,1,2,0,0,0,"McLafferty, Sara L"
2011,Spring,2011-sp,GEOG,379,Introduction to GIS,0,14,4,4,7,5,3,1,1,2,1,1,2,0,"Wang, Shaowen"
2011,Spring,2011-sp,GEOG,480,Principles of GIS,0,8,6,9,4,0,0,0,0,0,0,0,0,0,"Wang, Shaowen"
2011,Spring,2011-sp,GEOL,100,Planet Earth,0,2,6,1,5,3,1,2,0,1,1,1,0,0,"Long, Ann D"
2011,Spring,2011-sp,GEOL,100,Planet Earth,0,1,4,8,3,2,1,1,2,1,1,0,0,0,"Long, Ann D"
2011,Spring,2011-sp,GEOL,100,Planet Earth,0,4,5,8,1,2,1,1,0,0,1,0,0,0,"Mager, Stephanie M"
2011,Spring,2011-sp,GEOL,100,Planet Earth,0,0,3,5,4,5,1,2,2,1,1,0,0,0,"Mager, Stephanie M"
2011,Spring,2011-sp,GEOL,100,Planet Earth,0,4,4,3,0,3,1,2,2,2,0,0,0,0,"Mager, Stephanie M"
2011,Spring,2011-sp,GEOL,100,Planet Earth,0,5,2,6,2,3,1,3,0,1,1,0,0,0,"Long, Ann D"
2011,Spring,2011-sp,GEOL,100,Planet Earth,0,3,5,4,1,3,1,2,2,1,0,0,0,0,"Torbeck, Douglas R"
2011,Spring,2011-sp,GEOL,100,Planet Earth,0,0,6,5,4,0,3,1,1,0,1,0,0,0,"Long, Ann D"
2011,Spring,2011-sp,GEOL,100,Planet Earth,0,3,3,9,0,2,4,0,0,1,0,2,1,0,"Slaven, Samuel"
2011,Spring,2011-sp,GEOL,100,Planet Earth,0,1,4,4,3,5,3,3,1,0,0,0,0,0,"Torbeck, Douglas R"
2011,Spring,2011-sp,GEOL,101,Introductory Physical Geology,2,5,6,3,4,2,1,1,1,0,0,0,0,0,"Long, Ann D"
2011,Spring,2011-sp,GEOL,103,Planet Earth QRII,1,11,6,8,20,7,3,6,6,3,2,0,1,0,"Herrstrom, Eileen A"
2011,Spring,2011-sp,GEOL,117,The Oceans,2,7,14,10,17,4,3,2,3,0,1,0,0,0,"Johnson, Thomas M"
2011,Spring,2011-sp,GEOL,118,Natural Disasters,19,33,35,49,29,33,33,21,9,10,2,3,5,2,"Chen, Chu-Yung"
2011,Spring,2011-sp,GEOL,208,History of the Earth System,0,1,5,6,5,3,2,1,5,2,0,0,0,0,"Stewart, Michael A"
2011,Spring,2011-sp,GEOL,380,Environmental Geology,7,7,5,0,2,2,1,0,0,0,0,1,0,0,"Altaner, Stephen P"
2011,Spring,2011-sp,GEOL,440,Sedimentology and Stratigraphy,0,2,3,8,4,4,1,2,1,0,1,0,0,1,"Fouke, Bruce W"
2011,Spring,2011-sp,GER,101,Beginning German I,1,5,6,1,2,0,1,1,2,0,0,1,1,0,"Ottlik, Victoria-Andrea"
2011,Spring,2011-sp,GER,102,Beginning German II,0,6,5,3,1,3,1,0,2,0,0,0,0,1,"Buchholz, Bianca"
2011,Spring,2011-sp,GER,102,Beginning German II,1,2,3,4,2,5,4,1,0,0,1,0,0,0,"Buchholz, Bianca"
2011,Spring,2011-sp,GER,103,Intermediate German I,2,6,1,2,3,2,2,0,2,0,1,0,0,0,"Crane, Corinne"
2011,Spring,2011-sp,GER,104,Intermediate German II,3,5,3,3,4,1,1,1,2,0,0,0,0,0,"Istvanits, Kerstin"
2011,Spring,2011-sp,GER,205,Germany and Europe,1,5,4,6,5,0,1,0,0,0,0,0,0,0,"Jenkins, Robert J"
2011,Spring,2011-sp,GER,250,Grimms' Fairy Tales in Context,0,14,2,1,2,0,0,1,0,0,0,1,0,0,"Schnitzlein, Esther Abiga"
2011,Spring,2011-sp,GLBL,100,Intro to Global Studies,1,6,8,3,6,1,1,1,3,0,0,1,1,0,"Kent, Andrea K"
2011,Spring,2011-sp,GLBL,296,Global Politics of African...,0,6,4,2,6,2,0,0,2,1,0,0,0,0,"Gottlieb, Alma J"
2011,Spring,2011-sp,GLBL,296,Multinational Corporations:,0,11,5,4,3,0,0,1,0,0,0,0,0,0,"Hastings, Laura A"
2011,Spring,2011-sp,GLBL,296,Understanding Global Water Iss,1,16,1,2,3,0,0,0,0,0,1,0,2,1,"Lamers, Nicole A"
2011,Spring,2011-sp,GLBL,296,Intl Humanitarian Intervention,9,11,1,0,1,0,0,0,0,0,0,0,0,1,"Wedig, Timothy E"
2011,Spring,2011-sp,GLBL,499,In't Diplomacy & Negotiation,8,8,3,2,0,1,0,0,0,0,0,0,2,1,"Wedig, Timothy E"
2011,Spring,2011-sp,GS,101,Exploring General Studies,6,8,1,0,2,2,0,0,0,0,1,0,1,0,"Kotowski, Jennifer"
2011,Spring,2011-sp,GS,101,Exploring General Studies,0,14,1,2,2,3,1,3,3,0,0,0,1,0,"Thomas-Ward, Jamie M"
2011,Spring,2011-sp,GWS,100,Intro Gender & Women's Studies,0,16,10,3,4,0,0,0,0,0,0,0,0,0,"Dimock, Chase F"
2011,Spring,2011-sp,GWS,100,Intro Gender & Women's Studies,2,7,4,2,8,0,2,2,0,0,0,1,0,1,"Mobley, Alexandra M"
2011,Spring,2011-sp,GWS,100,Intro Gender & Women's Studies,2,4,4,3,4,3,1,4,1,0,2,0,2,0,"Mobley, Alexandra M"
2011,Spring,2011-sp,GWS,100,Intro Gender & Women's Studies,0,11,10,5,5,0,1,1,0,0,1,0,1,0,"Dimock, Chase F"
2011,Spring,2011-sp,GWS,100,Intro Gender & Women's Studies,1,8,4,4,11,1,1,1,0,0,0,0,0,0,"Mobley, Alexandra M"
2011,Spring,2011-sp,GWS,100,Intro Gender & Women's Studies,0,7,6,3,2,0,1,1,1,0,0,0,0,0,"Dimock, Chase F"
2011,Spring,2011-sp,GWS,295,Beginning Topics GWS,3,2,8,6,5,1,2,2,0,0,0,0,0,0,"Projansky, Sarah"
2011,Spring,2011-sp,GWS,350,Intro to Feminist Theory,0,15,5,4,1,0,0,0,0,0,0,0,0,0,"Gill, Patricia A"
2011,Spring,2011-sp,HDFS,105,Intro to Human Development,103,70,49,24,15,5,3,0,2,0,0,0,1,0,"Reis, Janet M"
2011,Spring,2011-sp,HDFS,105,Intro to Human Development,25,15,5,1,2,0,1,0,0,0,0,0,0,0,"Ebata, Aaron T"
2011,Spring,2011-sp,HDFS,120,Intro to Family Studies,49,20,13,5,6,2,2,1,2,0,0,0,0,0,"Bowers, Jill R"
2011,Spring,2011-sp,HDFS,220,Families in Global Perspective,32,20,19,9,7,9,4,3,4,1,2,0,1,0,"Raffaelli, Marcela"
2011,Spring,2011-sp,HDFS,261,Self-Help Group Dev & Process,0,3,9,8,4,0,0,0,0,0,1,0,0,0,"Monday, Sharon L"
2011,Spring,2011-sp,HDFS,290,Intro to Research Methods,1,7,10,4,3,6,2,1,0,0,0,0,0,0,"McElwain, Nancy L"
2011,Spring,2011-sp,HDFS,301,Infancy & Early Childhood,0,6,5,1,4,1,1,3,0,0,1,0,0,0,"Laxman, Daniel J"
