Fall,Term Code,College,Department,Degree,Major Code,Major Name,Concentration Code,Concentration Name,Total,Male,Female,Unknown,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,Multiracial,International,Unknown,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian,Illinois,Non-Illinois,Academic Program Code
2006,120068,KV ,583,BSLAS ,329,Statistics ,  ,  ,36,22,14,0,20,9,0,2,0,,,4,1,,,,,30,6,10KV0329BSLA
2006,120068,KV ,583,MS ,329,Statistics ,  ,  ,18,9,9,0,6,2,0,1,0,,,9,0,,,,,8,10,10KS0329MS
2006,120068,KV ,583,PHD ,329,Statistics ,  ,  ,20,11,9,0,3,0,1,0,0,,,16,0,,,,,2,18,10KS0329PHD
2006,120068,KV ,584,BSLAS ,321,Cell and Structural Biology ,  ,  ,1,1,0,0,0,1,0,0,0,,,0,0,,,,,1,0,10KV0321BSLA
2006,120068,KV ,584,PHD ,321,Cell and Structural Biology ,  ,  ,67,34,33,0,20,5,2,2,1,,,37,0,,,,,15,52,10KS0321PHD
2006,120068,KV ,585,BA ,297,Teaching of Spanish ,  ,  ,30,3,27,0,26,1,0,3,0,,,0,0,,,,,30,0,10KV0297BA
2006,120068,KV ,585,BALAS ,305,Italian ,  ,  ,6,1,5,0,5,1,0,0,0,,,0,0,,,,,6,0,10KV0305BALA
2006,120068,KV ,585,BALAS ,305,Italian ,  ,  ,1,0,1,0,0,1,0,0,0,,,0,0,,,,,1,0,10KV8037BALA
2006,120068,KV ,585,BALAS ,307,Spanish ,  ,  ,5,2,3,0,3,1,0,1,0,,,0,0,,,,,5,0,10KV8037BALA
2006,120068,KV ,585,MA ,305,Italian ,  ,  ,2,0,2,0,0,0,0,1,0,,,1,0,,,,,1,1,10KS0305MA
2006,120068,KV ,585,PHD ,306,Portuguese ,  ,  ,2,1,1,0,0,0,0,0,0,,,2,0,,,,,0,2,10KS0306PHD
2006,120068,KV ,585,PHD ,305,Italian ,  ,  ,3,1,2,0,0,0,0,2,0,,,1,0,,,,,0,3,10KS0305PHD
2006,120068,KV ,585,BALAS ,307,Spanish ,  ,  ,310,79,231,0,195,22,21,67,0,,,1,4,,,,,307,3,10KV0307BALA
2006,120068,KV ,585,MA ,307,Spanish ,  ,  ,21,6,15,0,8,0,1,4,0,,,8,0,,,,,6,15,10KS0307MA
2006,120068,KV ,585,PHD ,307,Spanish ,  ,  ,38,13,25,0,8,1,0,6,0,,,23,0,,,,,3,35,10KS0307PHD
2006,120068,NB ,593,NDEG ,67,Nondegree ,  ,  ,1,0,1,0,1,0,0,0,0,,,0,0,,,,,1,0,10NB0067NDEG
2006,120068,LC ,598,MS ,359,VMS-Veterinary Clinical Medcne ,359,  ,3,0,3,0,3,0,0,0,0,,,0,0,,,,,3,0,10KS0359MS
2006,120068,LC ,598,PHD ,359,VMS-Veterinary Clinical Medcne ,359,  ,1,0,1,0,0,0,0,0,0,,,1,0,,,,,0,1,10KS0359PHD
2006,120068,LC ,598,PHD ,359,VMS-Veterinary Clinical Medcne ,  ,  ,2,2,0,0,0,0,0,0,0,,,2,0,,,,,0,2,10KS0359PHD
2006,120068,LC ,598,MS ,359,VMS-Veterinary Clinical Medcne ,  ,  ,21,6,15,0,7,1,1,0,0,,,10,2,,,,,7,14,10KS0359MS
2006,120068,KV ,604,PHD ,325,Molecular & Integrative Physi ,  ,  ,35,19,16,0,10,4,1,3,0,,,17,0,,,,,7,28,10KS0325PHD
2006,120068,KN ,613,BS ,95,Elementary Education ,3936,EIEd: Anthropology ,1,0,1,0,1,0,0,0,0,,,0,0,,,,,1,0,10KN3936BS
2006,120068,KN ,613,BS ,95,Elementary Education ,3937,EIEd: Art ,2,0,2,0,2,0,0,0,0,,,0,0,,,,,2,0,10KN3937BS
2006,120068,KN ,613,BS ,95,Elementary Education ,3939,EIEd: Biology ,1,0,1,0,1,0,0,0,0,,,0,0,,,,,1,0,10KN3939BS
2006,120068,KN ,613,BS ,95,Elementary Education ,3942,EIEd: Earth Science ,3,0,3,0,2,0,0,1,0,,,0,0,,,,,3,0,10KN3942BS
2006,120068,KN ,613,BS ,95,Elementary Education ,3943,EIEd: Economics ,1,1,0,0,1,0,0,0,0,,,0,0,,,,,1,0,10KN3943BS
2006,120068,KN ,613,BS ,95,Elementary Education ,3946,EIEd: History ,19,2,17,0,17,1,0,1,0,,,0,0,,,,,19,0,10KN3946BS
2006,120068,KN ,613,BS ,95,Elementary Education ,3947,EIEd: Language Arts ,52,0,51,1,43,2,5,2,0,,,0,0,,,,,52,0,10KN3947BS
2006,120068,KN ,613,BS ,95,Elementary Education ,3950,EIEd: Music ,1,0,1,0,1,0,0,0,0,,,0,0,,,,,1,0,10KN3950BS
2006,120068,KN ,613,BS ,95,Elementary Education ,3953,EIEd: Political Science ,1,0,1,0,1,0,0,0,0,,,0,0,,,,,1,0,10KN3953BS
2006,120068,KN ,613,BS ,95,Elementary Education ,3954,ElEd: Psychology ,39,4,35,0,36,0,2,1,0,,,0,0,,,,,39,0,10KN3954BS
2006,120068,KN ,613,BS ,95,Elementary Education ,3955,ElEd: Sociology ,14,0,14,0,12,1,1,0,0,,,0,0,,,,,14,0,10KN3955BS
2006,120068,KN ,613,BS ,94,Early Childhood Education ,3957,ECh: Anthropology ,1,0,1,0,1,0,0,0,0,,,0,0,,,,,1,0,10KN3957BS
2006,120068,KN ,613,BS ,94,Early Childhood Education ,3963,ECh: Earth Science ,1,0,1,0,1,0,0,0,0,,,0,0,,,,,1,0,10KN3963BS
2006,120068,KN ,613,BS ,94,Early Childhood Education ,3967,ECh: History ,4,0,4,0,3,0,0,1,0,,,0,0,,,,,4,0,10KN3967BS
2006,120068,KN ,613,BS ,94,Early Childhood Education ,3968,ECh: Language arts ,14,0,14,0,11,0,2,0,0,,,0,1,,,,,14,0,10KN3968BS
2006,120068,KN ,613,BS ,94,Early Childhood Education ,3970,ECh: Mathematics ,3,0,3,0,3,0,0,0,0,,,0,0,,,,,3,0,10KN3970BS
2006,120068,KN ,613,BS ,94,Early Childhood Education ,3976,ECh: Sociology ,4,0,4,0,3,0,1,0,0,,,0,0,,,,,4,0,10KN3976BS
2006,120068,KN ,613,BS ,95,Elementary Education ,3996,EIEd: French ,6,0,6,0,6,0,0,0,0,,,0,0,,,,,6,0,10KN3996BS
2006,120068,KN ,613,BS ,94,Early Childhood Education ,4006,ECh: French ,1,0,1,0,1,0,0,0,0,,,0,0,,,,,1,0,10KN4006BS
2006,120068,KN ,613,BS ,94,Early Childhood Education ,4014,ECh: Spanish ,11,0,11,0,6,0,1,4,0,,,0,0,,,,,11,0,10KN4014BS
2006,120068,KN ,613,NDEG ,95,Elementary Education ,  ,  ,1,0,1,0,1,0,0,0,0,,,0,0,,,,,1,0,10KS0095NDEG
2006,120068,KN ,613,EDM ,95,Elementary Education ,211,Elementary Ed - Cert ,11,2,9,0,8,2,1,0,0,,,0,0,,,,,11,0,10KS0211EDM
2006,120068,KN ,613,EDM ,4098,Early Childhood Education ,212,Teacher Certification ,1,0,1,0,1,0,0,0,0,,,0,0,,,,,1,0,10KS0212EDM
2006,120068,KN ,613,CAS ,215,Secondary & Continuing Educ ,  ,  ,1,0,1,0,1,0,0,0,0,,,0,0,,,,,1,0,10KS0215CAS
2006,120068,KN ,613,EDD ,215,Secondary & Continuing Educ ,  ,  ,1,0,1,0,0,0,1,0,0,,,0,0,,,,,1,0,10KS0215EDD
2006,120068,KN ,613,MS ,215,Secondary & Continuing Educ ,  ,  ,1,1,0,0,0,1,0,0,0,,,0,0,,,,,1,0,10KS0215MS
2006,120068,KN ,613,EDM ,215,Secondary & Continuing Educ ,216,English Certification ,4,1,3,0,4,0,0,0,0,,,0,0,,,,,4,0,10KS0216EDM
2006,120068,KN ,613,EDM ,215,Secondary & Continuing Educ ,217,Social Studies Certification ,6,5,1,0,5,0,0,1,0,,,0,0,,,,,6,0,10KS0217EDM
2006,120068,KN ,613,EDM ,215,Secondary & Continuing Educ ,218,Sciences Certification ,11,5,6,0,5,2,1,3,0,,,0,0,,,,,11,0,10KS0218EDM
2006,120068,KN ,613,EDM ,215,Secondary & Continuing Educ ,219,Mathematics Certification ,6,1,5,0,5,1,0,0,0,,,0,0,,,,,6,0,10KS0219EDM
2006,120068,KN ,613,BS ,95,Elementary Education ,3949,EIEd: Mathematics ,105,9,96,0,84,12,1,7,1,,,0,0,,,,,104,1,10KN3949BS
2006,120068,KN ,613,BS ,94,Early Childhood Education ,3975,ECh: Psychology ,13,0,13,0,10,1,1,0,0,,,1,0,,,,,12,1,10KN3975BS
2006,120068,KN ,613,MS ,95,Elementary Education ,  ,  ,4,0,4,0,2,1,0,1,0,,,0,0,,,,,3,1,10KS0095MS
2006,120068,KN ,613,BS ,95,Elementary Education ,4004,EIEd: Spanish ,54,2,52,0,41,1,4,7,0,,,1,0,,,,,52,2,10KN4004BS
2006,120068,KN ,613,MA ,95,Elementary Education ,  ,  ,7,0,7,0,1,1,2,0,0,,,3,0,,,,,4,3,10KS0095MA
2006,120068,KN ,613,EDM ,215,Secondary & Continuing Educ ,  ,  ,14,1,13,0,9,0,1,0,0,,,4,0,,,,,10,4,10KS0215EDM
2006,120068,KN ,613,EDM ,95,Elementary Education ,  ,  ,29,1,28,0,18,0,4,0,0,,,5,2,,,,,23,6,10KS0095EDM
2006,120068,KN ,613,PHD ,95,Elementary Education ,  ,  ,38,9,29,0,7,1,1,1,0,,,27,1,,,,,10,28,10KS0095PHD
2006,120068,KN ,613,PHD ,215,Secondary & Continuing Educ ,  ,  ,62,24,38,0,19,2,6,1,0,,,33,1,,,,,16,46,10KS0215PHD
2006,120068,KP ,615,BS ,99,Aero & Astro Engineering ,  ,  ,1,1,0,0,0,0,0,0,0,,,1,0,,,,,0,1,10KP0099BS
2006,120068,KP ,615,MS ,99,Aero & Astro Engineering ,  ,  ,3,3,0,0,3,0,0,0,0,,,0,0,,,,,1,2,10KS0099MS
2006,120068,KP ,615,PHD ,4048,Aerospace Engineering ,  ,  ,15,14,1,0,5,0,1,1,0,,,7,1,,,,,5,10,10KS4048PHD
2006,120068,KP ,615,PHD ,99,Aero & Astro Engineering ,  ,  ,20,17,3,0,9,1,0,0,0,,,9,1,,,,,5,15,10KS0099PHD
2006,120068,KP ,615,MS ,4048,Aerospace Engineering ,  ,  ,43,39,4,0,26,4,1,0,0,,,11,1,,,,,19,24,10KS4048MS
2006,120068,KP ,615,BS ,4048,Aerospace Engineering ,  ,  ,368,319,49,0,267,53,10,14,1,,,14,9,,,,,314,54,10KP4048BS
2006,120068,KN ,616,EDM ,210,Educational Psychology ,  ,  ,2,0,2,0,2,0,0,0,0,,,0,0,,,,,2,0,10KS0210EDMU
2006,120068,KN ,616,MA ,210,Educational Psychology ,  ,  ,1,0,1,0,1,0,0,0,0,,,0,0,,,,,1,0,10KS0210MA
2006,120068,KN ,616,NDEG ,210,Educational Psychology ,  ,  ,5,1,4,0,2,1,0,1,0,,,1,0,,,,,4,1,10KS0210NDEG
2006,120068,KN ,616,PHD ,210,Educational Psychology ,  ,  ,124,35,89,0,46,6,12,7,0,,,53,0,,,,,27,97,10KS0210PHD
2006,120068,KN ,640,NDEG ,220,Educational Policy Studies ,  ,  ,1,0,1,0,0,0,0,1,0,,,0,0,,,,,1,0,10KS0220NDEG
2006,120068,KN ,640,EDM ,220,Educational Policy Studies ,  ,  ,4,1,3,0,1,1,1,0,1,,,0,0,,,,,3,1,10KS0220EDM
2006,120068,KN ,640,EDD ,220,Educational Policy Studies ,  ,  ,2,0,2,0,0,0,0,1,0,,,1,0,,,,,0,2,10KS0220EDD
2006,120068,KN ,640,MA ,220,Educational Policy Studies ,  ,  ,25,9,16,0,6,3,7,6,2,,,0,1,,,,,15,10,10KS0220MA
2006,120068,KN ,640,PHD ,220,Educational Policy Studies ,  ,  ,97,36,61,0,22,6,28,18,3,,,19,1,,,,,46,51,10KS0220PHD
2006,120068,LN ,641,NDEG ,1249,Nondegree-CE ,  ,  ,70,20,50,0,50,7,5,4,0,,,0,4,,,,,6,64,10LN1249NDEJ
2006,120068,KT ,642,BSJ ,381,Broadcast Journalism ,  ,  ,84,32,52,0,56,7,14,7,0,,,0,0,,,,,80,4,10KT0381BSJ
2006,120068,KT ,642,BSJ ,380,News-Editorial ,  ,  ,144,55,89,0,98,16,10,17,0,,,0,3,,,,,136,8,10KT0380BSJ
2006,120068,KT ,642,MS ,278,Journalism ,  ,  ,26,10,16,0,21,0,1,0,0,,,4,0,,,,,15,11,10KS0278MS
2006,120068,KV ,655,NDEG ,336,Geology ,  ,  ,2,2,0,0,2,0,0,0,0,,,0,0,,,,,2,0,10KS0336NDEG
2006,120068,KV ,655,BS ,336,Geology ,  ,  ,7,6,1,0,7,0,0,0,0,,,0,0,,,,,7,0,10KV0336BS
2006,120068,KV ,655,BSLAS ,336,Geology ,3879,Teaching of Earth Science ,4,1,3,0,4,0,0,0,0,,,0,0,,,,,4,0,10KV3879BSLA
2006,120068,KV ,655,BS ,336,Geology ,3881,Environmental Geology ,2,0,2,0,2,0,0,0,0,,,0,0,,,,,2,0,10KV3881BS
2006,120068,KV ,655,BSLAS ,336,Geology ,3882,Earth & Environmental Sciences ,3,2,1,0,3,0,0,0,0,,,0,0,,,,,3,0,10KV3882BSLA
2006,120068,KV ,655,BSLAS ,336,Geology ,  ,  ,42,28,14,0,35,1,1,3,0,,,1,1,,,,,38,4,10KV0336BSLA
2006,120068,KV ,655,MS ,336,Geology ,  ,  ,15,9,6,0,12,0,0,0,1,,,2,0,,,,,6,9,10KS0336MS
2006,120068,KV ,655,PHD ,336,Geology ,  ,  ,19,13,6,0,6,0,0,0,0,,,13,0,,,,,1,18,10KS0336PHD
2006,120068,KN ,674,CAS ,209,Ed Organization and Leadership ,  ,  ,11,2,9,0,10,0,1,0,0,,,0,0,,,,,11,0,10KS0209CAS
2006,120068,KN ,674,CAS ,209,Ed Organization and Leadership ,  ,  ,6,3,3,0,5,0,1,0,0,,,0,0,,,,,6,0,10KS0209CASX
2006,120068,KN ,674,EDD ,209,Ed Organization and Leadership ,  ,  ,49,14,35,0,38,0,6,2,0,,,0,3,,,,,49,0,10KS0209EDD
2006,120068,KN ,674,EDD ,209,Ed Organization and Leadership ,  ,  ,1,0,1,0,1,0,0,0,0,,,0,0,,,,,1,0,10KS0209EDDX
2006,120068,KN ,674,EDM ,209,Ed Organization and Leadership ,  ,  ,25,11,14,0,23,1,0,1,0,,,0,0,,,,,25,0,10KS0209EDMX
2006,120068,KN ,674,MA ,209,Ed Organization and Leadership ,  ,  ,4,0,4,0,4,0,0,0,0,,,0,0,,,,,4,0,10KS0209MA
2006,120068,KN ,674,NDEG ,209,Ed Organization and Leadership ,  ,  ,1,0,1,0,1,0,0,0,0,,,0,0,,,,,1,0,10KS0209NDEG
2006,120068,KN ,674,EDM ,208,Education ,8541,Educ Organization & Ldrshp ,1,1,0,0,1,0,0,0,0,,,0,0,,,,,1,0,10KS8541EDM
2006,120068,KN ,674,PHD ,208,Education ,8541,Educ Organization & Ldrshp ,1,1,0,0,1,0,0,0,0,,,0,0,,,,,1,0,10KS8541PHD
2006,120068,KN ,674,MS ,209,Ed Organization and Leadership ,  ,  ,1,1,0,0,1,0,0,0,0,,,0,0,,,,,0,1,10KS0209MS
2006,120068,KN ,674,EDM ,209,Ed Organization and Leadership ,  ,  ,59,19,40,0,48,1,9,1,0,,,0,0,,,,,57,2,10KS0209EDM
2006,120068,KN ,674,PHD ,209,Ed Organization and Leadership ,  ,  ,22,12,10,0,16,0,5,0,0,,,1,0,,,,,17,5,10KS0209PHD
2006,120068,KY ,679,BS ,354,Speech & Hearing Science ,  ,  ,51,1,50,0,44,2,1,4,0,,,0,0,,,,,51,0,10KY0354BS
2006,120068,KY ,679,BS ,354,Speech & Hearing Science ,4066,Human Communication Science ,2,0,2,0,2,0,0,0,0,,,0,0,,,,,2,0,10KY4066BS
2006,120068,KY ,679,BS ,354,Speech & Hearing Science ,4067,Audiology ,16,2,14,0,15,1,0,0,0,,,0,0,,,,,16,0,10KY4067BS
2006,120068,KY ,679,AUD ,1053,Audiology ,  ,  ,7,0,7,0,7,0,0,0,0,,,0,0,,,,,5,2,10KS1053AUD
2006,120068,KY ,679,BS ,354,Speech & Hearing Science ,4068,Speech-Language Pathology ,183,5,177,1,166,4,4,7,0,,,2,0,,,,,179,4,10KY4068BS
2006,120068,KY ,679,MA ,354,Speech & Hearing Science ,  ,  ,39,1,38,0,34,1,2,2,0,,,0,0,,,,,30,9,10KS0354MA
2006,120068,KY ,679,PHD ,354,Speech & Hearing Science ,  ,  ,22,1,21,0,11,0,2,0,0,,,9,0,,,,,8,14,10KS0354PHD
2006,120068,KY ,682,NDEG ,67,Nondegree ,  ,  ,5,3,2,0,3,0,0,0,0,,,2,0,,,,,3,2,10KY0067NDEG
2006,120068,KV ,687,MS ,300,Chemical Engineering ,  ,  ,2,1,1,0,1,0,0,0,0,,,1,0,,,,,1,1,10KS0300MS
2006,120068,KV ,687,NONE ,300,Chemical Engineering ,  ,  ,5,2,3,0,0,0,0,0,0,,,5,0,,,,,0,5,10KS0300NONE
2006,120068,KV ,687,BS ,300,Chemical Engineering ,  ,  ,328,208,119,1,203,59,9,16,1,,,35,5,,,,,263,65,10KV0300BS
2006,120068,KV ,687,PHD ,300,Chemical Engineering ,  ,  ,90,61,29,0,41,9,3,2,0,,,35,0,,,,,6,84,10KS0300PHD
2006,120068,KL ,698,BS ,37,Food Science & Human Nutrition ,39,Food Industry and Business ,34,13,21,0,25,1,4,2,0,,,1,1,,,,,32,2,10KL0039BS
2006,120068,KL ,698,BS ,37,Food Science & Human Nutrition ,41,Dietetics ,96,4,92,0,84,7,1,2,0,,,1,1,,,,,94,2,10KL0041BS
2006,120068,KL ,698,BS ,37,Food Science & Human Nutrition ,40,Human Nutrition ,98,24,74,0,67,16,9,4,0,,,1,1,,,,,93,5,10KL0040BS
2006,120068,KL ,698,BS ,37,Food Science & Human Nutrition ,42,Hospitality Management ,88,34,54,0,68,10,2,5,0,,,3,0,,,,,81,7,10KL0042BS
2006,120068,KL ,698,BS ,37,Food Science & Human Nutrition ,38,Food Science ,53,17,36,0,27,13,4,1,0,,,8,0,,,,,43,10,10KL0038BS
2006,120068,KL ,698,MS ,37,Food Science & Human Nutrition ,  ,  ,20,4,16,0,9,2,1,1,0,,,6,1,,,,,9,11,10KS0037MS
2006,120068,KL ,698,PHD ,37,Food Science & Human Nutrition ,  ,  ,25,10,15,0,7,1,0,0,0,,,17,0,,,,,4,21,10KS0037PHD
2006,120068,LE ,707,NDEG ,67,Nondegree ,  ,  ,2,2,0,0,2,0,0,0,0,,,0,0,,,,,2,0,10LE0067NDEG
2006,120068,LE ,707,AVIFC ,487,Professional Pilot ,  ,  ,1,1,0,0,1,0,0,0,0,,,0,0,,,,,1,0,10LE0487AVIF
2006,120068,LE ,707,MS ,3530,Human Factors ,  ,  ,8,6,2,0,5,1,0,1,0,,,1,0,,,,,4,4,10KS3530MS
2006,120068,LE ,707,AVIPC ,487,Professional Pilot ,  ,  ,91,84,7,0,75,6,2,4,0,,,2,2,,,,,83,8,10LE0487AVIP
2006,120068,LE ,707,BS ,489,Aviation Human Factors ,  ,  ,164,148,16,0,144,5,4,8,0,,,0,3,,,,,152,12,10LE0489BS
2006,120068,KV ,710,MA ,343,Political Science ,  ,  ,4,1,3,0,4,0,0,0,0,,,0,0,,,,,3,1,10KS0343MA
2006,120068,KV ,710,BALAS ,343,Political Science ,  ,  ,19,10,9,0,11,3,3,1,0,,,1,0,,,,,15,4,10KV8037BALA
2006,120068,KV ,710,PHD ,343,Political Science ,  ,  ,56,32,24,0,35,4,3,0,0,,,14,0,,,,,8,48,10KS0343PHD
2006,120068,KV ,710,BALAS ,343,Political Science ,  ,  ,1035,589,445,1,696,83,105,104,5,,,17,25,,,,,976,59,10KV0343BALA
2006,120068,KY ,714,BS ,353,Leisure Studies ,  ,  ,3,2,1,0,2,0,0,1,0,,,0,0,,,,,3,0,10KY0353BS
2006,120068,KY ,714,BS ,353,Leisure Studies ,468,Recreation Management ,21,13,8,0,16,1,2,2,0,,,0,0,,,,,21,0,10KY0468BS
2006,120068,KY ,714,MS ,353,Leisure Studies ,  ,  ,2,1,1,0,0,1,1,0,0,,,0,0,,,,,1,1,10KS0353MS
2006,120068,KY ,714,BS ,353,Leisure Studies ,469,Tourism Management ,19,6,13,0,14,0,1,2,0,,,1,1,,,,,18,1,10KY0469BS
2006,120068,KY ,714,BS ,4043,"Recreation, Sport, and Tourism ",4044,Recreation Management ,30,15,15,0,28,0,2,0,0,,,0,0,,,,,28,2,10KY4044BS
2006,120068,KY ,714,BS ,4043,"Recreation, Sport, and Tourism ",4045,Tourism Management ,23,2,21,0,21,0,0,2,0,,,0,0,,,,,21,2,10KY4045BS
2006,120068,KY ,714,MS ,4043,"Recreation, Sport, and Tourism ",  ,  ,36,22,14,0,24,0,2,3,0,,,6,1,,,,,27,9,10KS4043MS
2006,120068,KY ,714,PHD ,4043,"Recreation, Sport, and Tourism ",  ,  ,14,5,9,0,8,1,2,0,0,,,3,0,,,,,5,9,10KS4043PHD
2006,120068,KY ,714,BS ,4043,"Recreation, Sport, and Tourism ",  ,  ,93,58,35,0,72,2,7,5,0,,,4,3,,,,,83,10,10KY4043BS
2006,120068,KY ,714,PHD ,353,Leisure Studies ,  ,  ,15,6,9,0,4,0,0,1,0,,,10,0,,,,,3,12,10KS0353PHD
2006,120068,KY ,714,BS ,353,Leisure Studies ,471,Sports Management ,89,68,21,0,63,1,19,4,0,,,1,1,,,,,76,13,10KY0471BS
2006,120068,KY ,714,BS ,4043,"Recreation, Sport, and Tourism ",4046,Sports Management ,94,70,23,1,63,6,14,6,1,,,3,1,,,,,81,13,10KY4046BS
2006,120068,KV ,715,MA ,332,Philosophy ,  ,  ,2,1,1,0,2,0,0,0,0,,,0,0,,,,,2,0,10KS0332MA
2006,120068,KV ,715,NDEG ,332,Philosophy ,  ,  ,1,0,1,0,0,1,0,0,0,,,0,0,,,,,1,0,10KS0332NDEG
2006,120068,KV ,715,BALAS ,332,Philosophy ,  ,  ,2,1,1,0,1,0,1,0,0,,,0,0,,,,,2,0,10KV8037BALA
2006,120068,KV ,715,BALAS ,332,Philosophy ,  ,  ,89,70,19,0,65,6,6,7,1,,,1,3,,,,,86,3,10KV0332BALA
2006,120068,KV ,715,PHD ,332,Philosophy ,  ,  ,38,32,6,0,35,0,0,1,0,,,2,0,,,,,11,27,10KS0332PHD
2006,120068,KV ,729,BALAS ,286,Latin American Studies ,  ,  ,7,5,2,0,2,0,0,5,0,,,0,0,,,,,7,0,10KV0286BALA
2006,120068,KV ,729,MA ,286,Latin American Studies ,  ,  ,3,0,3,0,1,0,1,1,0,,,0,0,,,,,1,2,10KS0286MA
2006,120068,KR ,733,BA ,155,Urban Planning ,  ,  ,130,81,49,0,103,8,6,5,0,,,3,5,,,,,126,4,10KR0155BA
2006,120068,KR ,733,PHD ,274,Regional Planning ,  ,  ,26,14,12,0,6,1,0,1,0,,,18,0,,,,,1,25,10KS0274PHD
2006,120068,KR ,733,MUP ,155,Urban Planning ,  ,  ,72,36,36,0,48,3,3,1,0,,,15,2,,,,,42,30,10KS0155MUP
2006,120068,KL ,741,NONE ,25,Technical Systems Management ,  ,  ,13,13,0,0,11,1,0,1,0,,,0,0,,,,,13,0,10KL0025NONE
2006,120068,KL ,741,BS ,25,Technical Systems Management ,28,"Mech, Mrktg & Tech Mgt Sys ",1,0,1,0,1,0,0,0,0,,,0,0,,,,,1,0,10KL0028BS
2006,120068,KL ,741,BSAG ,29,Agr Engineering & Agr Science ,  ,  ,42,38,4,0,39,1,1,1,0,,,0,0,,,,,42,0,10KL0029BSAG
2006,120068,KL ,741,BS ,25,Technical Systems Management ,  ,  ,72,68,3,1,62,0,6,2,0,,,1,1,,,,,71,1,10KL0025BS
2006,120068,KV ,748,MA ,299,Teaching of English Sec Lang ,  ,  ,54,12,42,0,19,2,0,0,0,,,31,2,,,,,15,39,10KS0299MA
2006,120068,KN ,760,EDM ,222,Educ Voc Tech ,  ,  ,1,0,1,0,0,0,1,0,0,,,0,0,,,,,1,0,10KS0222EDMU
2006,120068,KN ,760,MS ,222,Educ Voc Tech ,  ,  ,1,0,1,0,0,1,0,0,0,,,0,0,,,,,1,0,10KS0222MS
2006,120068,KN ,760,EDD ,4096,Human Resource Education ,  ,  ,1,0,1,0,0,0,1,0,0,,,0,0,,,,,1,0,10KS4096EDD
2006,120068,KN ,760,MS ,4096,Human Resource Education ,  ,  ,2,1,1,0,1,0,1,0,0,,,0,0,,,,,2,0,10KS4096MS
2006,120068,KN ,760,EDD ,222,Educ Voc Tech ,  ,  ,8,5,3,0,5,0,1,0,0,,,1,1,,,,,7,1,10KS0222EDD
2006,120068,KN ,760,MA ,4096,Human Resource Education ,  ,  ,1,1,0,0,0,0,0,0,0,,,1,0,,,,,0,1,10KS4096MA
2006,120068,KN ,760,MA ,222,Educ Voc Tech ,  ,  ,4,0,4,0,1,0,0,0,0,,,2,1,,,,,2,2,10KS0222MA
2006,120068,KN ,760,EDM ,4096,Human Resource Education ,  ,  ,10,5,5,0,5,1,2,1,0,,,1,0,,,,,7,3,10KS4096EDM
2006,120068,KN ,760,PHD ,4096,Human Resource Education ,  ,  ,8,4,4,0,3,0,2,1,0,,,2,0,,,,,5,3,10KS4096PHD
2006,120068,KN ,760,EDM ,222,Educ Voc Tech ,  ,  ,17,2,15,0,7,2,4,0,0,,,3,1,,,,,13,4,10KS0222EDM
2006,120068,KN ,760,PHD ,222,Educ Voc Tech ,  ,  ,38,15,23,0,14,1,4,0,0,,,18,1,,,,,18,20,10KS0222PHD
2006,120068,KR ,767,MARCH ,249,Architecture ,246,Architecture - 1yr ,5,5,0,0,2,0,0,0,0,,,3,0,,,,,1,4,10KS0246MARC
2006,120068,KR ,767,NDEG ,249,Architecture ,  ,  ,5,5,0,0,0,0,0,0,0,,,5,0,,,,,0,5,10KS0249NDEG
2006,120068,KR ,767,PHD ,249,Architecture ,  ,  ,12,6,6,0,3,0,0,0,0,,,9,0,,,,,2,10,10KS0249PHD
2006,120068,KR ,767,MARCH ,249,Architecture ,248,Architecture Track 3 ,49,30,19,0,34,3,2,4,0,,,4,2,,,,,31,18,10KS0248MARC
2006,120068,KR ,767,MARCH ,249,Architecture ,247,Architecture - 2 Yr ,161,94,67,0,106,10,7,8,0,,,27,3,,,,,110,51,10KS0247MARC
2006,120068,KR ,767,BS ,146,Architectural Studies ,  ,  ,525,310,215,0,379,62,16,40,2,,,17,9,,,,,470,55,10KR0146BS
2006,120068,KV ,771,BALAS ,1120,Comparative Literature ,  ,  ,15,5,10,0,8,1,0,0,1,,,2,3,,,,,13,2,10KV1120BALA
2006,120068,KV ,771,BALAS ,1120,Comparative Literature ,3905,World Literature ,3,0,3,0,2,0,0,1,0,,,0,0,,,,,1,2,10KV3905BALA
2006,120068,KV ,771,PHD ,1120,Comparative Literature ,  ,  ,19,5,14,0,8,0,0,0,0,,,10,1,,,,,1,18,10KS1120PHD
2006,120068,KV ,771,MA ,1120,Comparative Literature ,  ,  ,25,6,19,0,7,1,0,1,0,,,14,2,,,,,5,20,10KS1120MA
2006,120068,LL ,783,MSW ,365,Social Work ,  ,  ,1,0,1,0,1,0,0,0,0,,,0,0,,,,,1,0,10KS0365MSWX
2006,120068,LL ,783,MSW ,365,Social Work ,  ,  ,229,13,216,0,171,8,31,16,0,,,1,2,,,,,213,16,10KS0365MSW
2006,120068,LL ,783,PHD ,365,Social Work ,  ,  ,24,4,20,0,7,1,2,3,0,,,11,0,,,,,7,17,10KS0365PHD
