Subject,Course,CRN,Course Title,Course Section,Sched Type,Term,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade,Primary Instructor
GGIS,101,76830,Global Development&Environment,ONL,ONL,120238,166,119,8,8,14,3,1,0,1,1,4,0,7,1,3.78,"Butcher, Sian C"
GGIS,103,76831,Earth's Physical Systems,AE1,LEC,120238,6,13,1,0,1,1,1,3,0,1,1,0,0,0,3.43,"Shukla, Tanya"
GGIS,104,76835,Social and Cultural Geography,AL1,LEC,120238,11,3,2,0,3,1,1,0,2,0,0,0,2,0,3.23,"Pierce, Colt A"
GGIS,204,76844,Cities of the World,A,LCD,120238,2,40,20,5,6,1,3,3,0,1,0,0,1,1,3.57,"Cidell, Julie L"
GGIS,210,76846,Social & Environmental Issues,A1,LEC,120238,41,7,1,0,0,1,0,2,0,0,0,0,2,0,3.75,"Alvarado, Nikolai A"
GGIS,221,78311,Geographies of Global Conflict,AL1,LEC,120238,0,33,2,1,2,1,0,0,0,0,0,0,0,0,3.88,"Jefferson, Brian J"
GGIS,371,76849,Spatial Analysis,A,LBD,120238,0,9,5,3,3,1,1,3,0,0,0,0,0,0,3.37,"Minn, Michael J"
GGIS,379,76850,Introduction to GIS,AL1,LEC,120238,0,15,16,11,14,2,3,4,0,0,3,0,0,0,3.25,"Minn, Michael J"
GGIS,407,76857,CyberGIS & Geospatial Data Sci,ONL,ONL,120238,3,17,3,2,0,0,0,0,0,0,0,0,0,0,3.91,"Padmanabhan, Anand"
GGIS,473,76860,Digital Cartography & Map Dsgn,A,LCD,120238,0,18,3,3,0,0,0,2,0,0,0,0,0,0,3.73,"Portelli, Raechel A"
GGIS,477,76861,Introduction to Remote Sensing,A,LBD,120238,0,12,6,5,0,1,0,1,0,0,1,0,0,0,3.55,"Diao, Chunyuan"
GLBL,100,54575,Intro to Global Studies,A,LCD,120238,5,18,2,1,1,2,0,0,0,0,0,0,0,0,3.83,"Holmes, Joshua S"
GLBL,100,54577,Intro to Global Studies,B,LCD,120238,16,2,4,0,0,0,1,1,1,0,0,0,1,0,3.56,"Wedig, Timothy E"
GLBL,100,54856,Intro to Global Studies,C,LCD,120238,12,10,0,0,1,0,0,0,0,0,0,1,1,0,3.67,"Schrag, David M"
GLBL,100,60712,Intro to Global Studies,D,LCD,120238,0,11,6,4,4,0,0,1,0,0,1,0,2,0,3.25,"Yoo, Ji Soo"
GLBL,100,54580,Intro to Global Studies,F,LCD,120238,4,18,3,3,0,1,0,0,0,0,0,0,0,0,3.85,"Holmes, Joshua S"
GLBL,130,77498,Resistance Movements,A,ONL,120238,13,4,3,1,1,0,1,0,0,1,0,1,0,0,3.59,"Bonatti, Valeria"
GLBL,240,63656,Global Health,A,ONL,120238,21,23,3,1,1,0,1,0,0,1,0,1,0,2,3.8,"Bonatti, Valeria"
GS,101,52360,Exploring General Studies,1,LCD,120238,37,2,0,1,0,1,3,1,0,1,0,0,1,0,3.67,"Lipscomb, Dionne S"
GS,101,52396,Exploring General Studies,2,LCD,120238,30,6,5,2,2,0,0,0,1,0,0,0,0,0,3.84,"Shumway, Trent A"
GS,101,52381,Exploring General Studies,3,LCD,120238,27,11,2,0,1,1,1,1,0,1,0,0,0,0,3.79,"Kirby, Emma N"
GS,101,52365,Exploring General Studies,4,LCD,120238,19,19,1,2,3,0,0,0,0,0,0,0,1,1,3.81,"Sandler, Chaya S"
GS,101,52393,Exploring General Studies,5,LCD,120238,32,3,3,0,2,1,0,2,0,0,1,0,1,0,3.66,"Faulkner, Aric E"
GS,101,52375,Exploring General Studies,6,LCD,120238,33,5,1,3,2,2,0,0,0,0,0,0,0,0,3.85,"Gutwein, Calen A"
GS,101,52373,Exploring General Studies,7,LCD,120238,27,7,6,1,1,0,0,0,2,0,0,0,2,0,3.65,"Verhelst, Christina T"
GS,101,52390,Exploring General Studies,8,LCD,120238,29,7,3,1,2,1,0,2,1,0,0,0,0,0,3.75,"Gay, Lucy C"
GS,101,52369,Exploring General Studies,9,LCD,120238,27,8,4,0,1,3,1,1,1,0,0,0,0,0,3.73,"Shattuck, Dustin R"
GS,101,52361,Exploring General Studies,10,LCD,120238,26,7,6,2,2,0,0,0,0,1,0,1,0,0,3.75,"Gay, Lucy C"
GS,101,52362,Exploring General Studies,11,LCD,120238,23,12,5,0,3,2,0,0,0,0,0,0,1,0,3.75,"Stengel, Lauren E"
GS,101,52368,Exploring General Studies,12,LCD,120238,25,4,4,6,2,2,1,2,0,0,0,0,0,0,3.66,"Pritchard, William L"
GS,101,52385,Exploring General Studies,13,LCD,120238,21,8,3,4,1,3,2,2,2,0,0,0,0,0,3.55,"Kirby, Emma N"
GS,101,52394,Exploring General Studies,14,LCD,120238,36,0,1,2,1,0,1,1,0,2,0,0,2,0,3.57,"Pritchard, William L"
GS,101,52367,Exploring General Studies,15,LCD,120238,38,5,1,1,0,0,0,0,0,0,0,0,1,0,3.89,"Lipscomb, Dionne S"
GS,101,52363,Exploring General Studies,16,LCD,120238,26,9,4,2,2,0,1,1,1,0,1,0,0,0,3.71,"Shattuck, Dustin R"
GS,101,52386,Exploring General Studies,17,LCD,120238,25,7,5,0,2,1,1,1,1,0,0,0,3,0,3.5,"Stengel, Lauren E"
GS,101,52359,Exploring General Studies,18,LCD,120238,21,7,2,4,7,0,1,0,1,1,1,0,0,0,3.56,"Verhelst, Christina T"
GS,101,52382,Exploring General Studies,19,LCD,120238,28,8,6,0,2,1,0,0,1,0,0,0,0,0,3.83,"Puente, Sylvia"
GS,101,52404,Exploring General Studies,20,LCD,120238,20,12,3,1,3,2,0,1,0,1,0,0,2,0,3.56,"Puente, Sylvia"
GS,101,52389,Exploring General Studies,21,LCD,120238,19,10,6,0,4,1,0,0,1,0,0,0,4,0,3.43,"Singleton, Jasmine N"
GS,101,52392,Exploring General Studies,22,LCD,120238,23,13,6,0,1,0,0,1,2,0,0,0,0,0,3.79,"Singleton, Jasmine N"
GS,101,52372,Exploring General Studies,0WE,LCD,120238,22,9,4,2,1,1,0,1,0,0,0,0,0,0,3.83,"Gutwein, Calen A"
GS,101,52397,Exploring General Studies,0WX,LCD,120238,28,7,1,0,3,0,1,0,0,0,1,0,0,0,3.8,"Faulkner, Aric E"
GS,101,52793,Exploring General Studies,JS1,LCD,120238,76,31,9,1,1,1,0,0,0,0,0,0,0,0,3.95,"Smothers, Sarah A"
GS,101,63651,Exploring General Studies,TR1,LCD,120238,21,9,5,2,0,1,2,0,1,0,0,0,0,0,3.76,"Hollenbeck, Sierra"
GSD,101,77117,Intro to Game Studies & Design,AL,OLC,120238,0,64,9,1,1,0,1,2,0,1,2,0,0,0,3.77,"Kim, Alexis N"
GSD,102,77161,Intro to Videogame Industry,AL,LEC,120238,31,3,2,3,4,0,0,2,0,0,1,0,0,0,3.7,"Scott, Jason J"
GSD,403,77122,Top Down Video Game Design,A,LCD,120238,0,28,3,1,2,0,0,0,0,0,0,0,1,0,3.78,"Cermak, Daniel"
GWS,100,55561,Intro Gender & Women's Studies,AD1,DIS,120238,11,10,0,1,1,0,0,0,0,0,0,0,1,0,3.76,"Turner, Robin S"
GWS,100,55562,Intro Gender & Women's Studies,AD2,DIS,120238,12,11,0,1,0,0,0,0,0,0,0,0,0,0,3.97,"Turner, Robin S"
GWS,100,55564,Intro Gender & Women's Studies,AD3,OD,120238,2,11,2,2,1,0,1,0,2,0,1,0,0,0,3.44,"Rijo Sanchez, Amaury J"
GWS,100,55565,Intro Gender & Women's Studies,AD4,OD,120238,7,5,5,2,0,1,1,2,0,0,0,0,0,1,3.57,"Rijo Sanchez, Amaury J"
GWS,201,57507,"Race, Gender & Power",DV,LCD,120238,12,21,1,1,4,0,0,2,0,0,0,0,2,0,3.6,"Vergara Bracamo, Damian"
GWS,355,59574,Beauty and Culture,ZI,LCD,120238,9,8,3,5,1,3,1,0,0,0,0,0,0,0,3.63,"Ibaorimi, Zalika U"
GWS,366,66123,Feminist Disability Studies,TB,LCD,120238,4,12,1,1,4,0,0,0,0,0,0,0,0,0,3.77,"Beauchamp, Toby C"
GWS,370,42909,Queer Theory,A,LCD,120238,8,11,0,1,6,1,1,0,0,0,0,0,2,0,3.41,"Henningsen, Kadin J"
GWS,395,67214,Gender and Human Rights,MK,LCD,120238,5,4,3,1,5,1,1,0,1,0,1,0,0,0,3.32,"Khan, Mahruq F"
HDFS,101,76872,"Opportunities, Careers in HDFS",A1,LCD,120238,0,21,0,0,5,0,0,1,0,0,0,0,2,0,3.48,"Mitchell, Elissa T"
HDFS,101,70810,"Opportunities, Careers in HDFS",C,LCD,120238,0,19,0,0,1,0,0,3,0,0,1,0,0,0,3.58,"Anderson, Barbara R"
HDFS,105,37618,Intro to Human Development,AL1,LEC,120238,1,227,1,0,23,1,0,5,0,2,0,0,2,1,3.82,"Brooks, Jan D"
HDFS,105,74866,Intro to Human Development,C1,ONL,120238,42,15,7,2,1,2,4,0,0,0,1,0,0,0,3.77,"Billington, Alyssa G"
HDFS,105,58270,Intro to Human Development,C2,ONL,120238,51,20,6,11,3,1,1,0,2,0,1,0,2,0,3.68,"Theisen-Raub, Jaclyn C"
HDFS,108,73329,Grief/Loss Across the Lifespan,A,LCD,120238,22,20,6,4,0,2,0,0,0,0,0,0,0,0,3.86,"Hurth, Emily S"
HDFS,120,69915,Intro to Family Studies,AE1,LEC,120238,7,34,22,7,22,10,8,4,1,2,2,1,2,1,3.23,"Smith, Sharde"
HDFS,208,38775,Child and Family Inclusion,A,LCD,120238,6,49,0,2,2,0,0,0,0,0,2,0,0,0,3.85,"Brooks, Jan D"
HDFS,220,53614,Families in Global Perspective,A,OLC,120238,0,44,34,12,3,3,5,2,0,0,0,0,0,0,3.63,"Abney, Kate C"
HDFS,225,38776,Close Relationships,A,LCD,120238,8,16,7,7,3,0,2,1,0,0,0,0,0,0,3.65,"Ogolsky, Brian G"
HDFS,290,46524,Intro to Research Methods,AE1,LCD,120238,3,4,6,6,6,2,2,2,5,2,0,0,0,1,2.97,"Ju, Sehyun"
HDFS,301,49014,Infancy & Early Childhood,A,LEC,120238,0,19,5,7,7,4,3,0,1,0,1,0,0,2,3.38,"McBride, Brent A"
HDFS,310,73741,Adult Development,A,LEC,120238,1,22,7,8,4,1,1,0,1,0,1,0,1,0,3.49,"Mitchell, Elissa T"
HDFS,320,76903,Families and the Law,A,LEC,120238,24,11,4,1,3,1,0,1,0,0,0,0,0,0,3.82,"Hardesty, Jennifer L"
HDFS,330,76902,Statistics for Everyday Life,A,LEC,120238,7,7,10,1,3,1,0,0,0,0,0,0,1,0,3.59,"Lleras, Christy L"
HDFS,340,38496,"Gender, Relationshps & Society",A,LEC,120238,20,14,3,2,2,1,2,1,0,0,0,0,0,1,3.76,"Rivas-Koehl, Matthew"
HDFS,379,58076,Learning Exp South Africa,SA,LCD,120238,0,22,0,0,0,0,0,0,1,0,0,0,0,0,3.9,"Brooks, Jan D"
HDFS,401,32407,Socialization and Development,AL1,LEC,120238,4,33,0,0,10,0,0,3,0,0,0,1,0,0,3.62,"Freeman Bost, Kelly K"
HDFS,405,66263,Adolescent Development,A,LCD,120238,22,18,6,3,1,2,2,0,1,0,1,0,0,0,3.71,"Tu, Kelly M"
HDFS,408,30326,Hospitalized Children,A,LCD,120238,10,26,7,6,2,1,0,0,0,0,1,0,0,0,3.76,"Hurth, Emily S"
HDFS,425,32422,Family Stress and Change,AL1,LEC,120238,12,25,8,3,4,2,2,1,1,0,0,0,0,0,3.67,"Smith, Sharde"
HIST,100,38848,Global History,A,ONL,120238,5,10,6,1,0,4,1,0,1,0,1,0,2,0,3.26,"van der Velde, Adrian T"
HIST,100,55494,Global History,AD2,DIS,120238,2,14,5,2,0,0,0,0,0,0,0,0,0,0,3.87,"Kumasenu, George X"
HIST,100,55495,Global History,AD3,DIS,120238,8,5,1,2,2,1,1,1,0,0,1,0,0,0,3.47,"Coskun, Noyan"
HIST,100,55496,Global History,AD4,DIS,120238,6,7,5,2,3,0,0,0,0,0,0,0,1,0,3.58,"Coskun, Noyan"
HIST,100,55498,Global History,AD5,DIS,120238,0,13,2,7,0,1,0,0,0,0,0,0,0,0,3.71,"Alli, Ganiyat A"
HIST,100,55500,Global History,AD7,DIS,120238,2,14,3,2,2,0,0,0,1,0,0,0,0,0,3.72,"Mandala, Ruth V"
HIST,100,55501,Global History,AD8,DIS,120238,11,7,1,1,0,0,1,0,0,0,0,0,1,0,3.7,"Coskun, Noyan"
HIST,100,55502,Global History,AD9,DIS,120238,2,9,6,3,2,0,1,0,0,0,0,0,0,0,3.67,"Kumasenu, George X"
HIST,103,71560,History of Everything,AD1,DIS,120238,1,5,9,4,2,3,1,0,0,0,0,0,0,0,3.47,"Vucicevic, Damir"
HIST,103,71561,History of Everything,AD2,DIS,120238,1,3,8,4,4,2,1,0,1,0,0,0,0,0,3.33,"Vucicevic, Damir"
HIST,103,71562,History of Everything,AD3,DIS,120238,0,5,4,5,7,0,0,2,0,1,0,0,1,0,3.11,"Stec, Andrew J"
HIST,103,73080,History of Everything,AD4,DIS,120238,2,5,6,6,2,1,0,0,0,0,0,0,0,0,3.58,"Eberhardt, Grace M"
HIST,103,73081,History of Everything,AD5,DIS,120238,3,4,4,6,3,0,2,0,0,0,0,0,0,0,3.47,"Eberhardt, Grace M"
HIST,103,73082,History of Everything,AD6,DIS,120238,0,2,9,1,6,2,0,4,0,0,0,0,0,0,3.15,"Stec, Andrew J"
HIST,103,76795,History of Everything,AD7,DIS,120238,2,4,3,7,4,4,0,0,0,0,0,0,0,0,3.38,"Stec, Andrew J"
HIST,103,76796,History of Everything,AD8,DIS,120238,2,4,6,6,2,2,0,0,0,0,0,0,0,0,3.52,"Vucicevic, Damir"
HIST,103,76797,History of Everything,AD9,DIS,120238,2,4,8,2,5,2,0,0,0,0,0,0,0,0,3.49,"Eberhardt, Grace M"
HIST,104,72870,Black Music,AD1,DIS,120238,6,14,0,2,1,0,0,0,1,0,0,0,0,0,3.81,"Kelley, Kurtis J"
HIST,104,72871,Black Music,AD2,DIS,120238,9,7,2,2,0,1,1,0,0,1,0,0,0,0,3.67,"Abosch, Elizabeth A"
HIST,104,72872,Black Music,AD3,DIS,120238,6,14,0,4,0,0,0,0,0,0,1,0,0,0,3.77,"Kelley, Kurtis J"
HIST,104,73083,Black Music,AD4,DIS,120238,4,7,1,2,4,1,0,1,0,1,0,0,2,1,3.14,"Abosch, Elizabeth A"
HIST,104,73084,Black Music,AD5,DIS,120238,18,4,0,0,1,0,0,0,0,0,0,0,1,0,3.79,"Rodriguez, Daniel A"
HIST,104,73085,Black Music,AD6,DIS,120238,11,9,1,1,0,1,0,0,0,0,0,0,0,0,3.9,"Abosch, Elizabeth A"
HIST,104,73999,Black Music,AD7,DIS,120238,6,11,2,2,0,0,0,0,2,0,0,0,1,0,3.56,"Kelley, Kurtis J"
HIST,104,74000,Black Music,AD8,DIS,120238,3,10,7,3,1,1,0,0,0,0,0,0,0,0,3.73,"Rodriguez, Daniel A"
HIST,104,74001,Black Music,AD9,DIS,120238,6,10,0,2,0,2,0,2,0,0,0,0,0,0,3.64,"Abosch, Elizabeth A"
HIST,104,78194,Black Music,ADA,DIS,120238,5,9,4,2,1,1,0,0,0,0,1,0,1,0,3.5,"Kelley, Kurtis J"
HIST,104,78195,Black Music,ADB,DIS,120238,6,8,3,2,4,1,0,1,0,0,0,0,0,0,3.61,"Rodriguez, Daniel A"
HIST,104,78196,Black Music,ADC,DIS,120238,9,9,2,1,1,0,0,1,1,0,0,0,0,0,3.72,"Rodriguez, Daniel A"
HIST,120,34313,East Asian Civilizations,AD1,DIS,120238,2,9,3,1,3,0,0,1,0,0,0,0,2,0,3.3,"Jiang, Yuwei"
HIST,120,34314,East Asian Civilizations,AD2,DIS,120238,1,10,3,2,3,0,1,1,0,0,1,0,0,0,3.45,"Jiang, Yuwei"
HIST,120,34316,East Asian Civilizations,AD4,DIS,120238,1,13,1,2,5,1,0,1,0,0,0,0,0,0,3.58,"Jiang, Yuwei"
HIST,141,39268,Western Worlds: Ancient & Mdvl,AD1,DIS,120238,2,5,2,4,3,5,1,0,0,0,0,0,1,0,3.19,"Eagle, Jennie"
HIST,141,39269,Western Worlds: Ancient & Mdvl,AD2,DIS,120238,0,3,4,5,5,2,3,1,0,0,0,0,1,0,3.03,"Eagle, Jennie"
HIST,141,39270,Western Worlds: Ancient & Mdvl,AD3,DIS,120238,0,4,3,7,3,4,1,0,0,0,0,0,0,0,3.29,"Eagle, Jennie"
HIST,164,68704,The Automobile,B,ONL,120238,0,15,14,3,3,0,0,0,0,0,1,0,4,1,3.28,"Jaimes, Marco"
HIST,171,34103,US History to 1877,AD1,DIS,120238,1,1,10,5,6,0,1,0,0,0,0,0,0,0,3.4,"Wallis, Benjamin"
HIST,171,34111,US History to 1877,AD2,DIS,120238,0,0,7,3,2,3,1,3,0,0,0,0,2,1,2.76,"Runnels, Nathan"
HIST,171,34115,US History to 1877,AD3,DIS,120238,1,1,7,4,2,5,2,0,1,1,0,0,0,0,3.08,"Wallis, Benjamin"
HIST,171,34118,US History to 1877,AD4,DIS,120238,4,3,4,3,6,1,0,0,1,0,0,1,2,0,3.03,"Runnels, Nathan"
HIST,171,34122,US History to 1877,AD5,DIS,120238,2,4,5,5,2,4,0,0,0,0,0,0,0,0,3.44,"Runnels, Nathan"
HIST,199,32489,HIST at IL and You,U1,LCD,120238,39,20,10,0,3,5,0,1,2,0,0,0,3,0,3.62,"Parrella, Chloe"
HIST,220,49157,Traditional China,A,LCD,120238,1,5,2,7,3,6,6,2,1,0,0,0,1,0,2.92,"Chow, Kai-Wing"
HIST,221,49260,Modern China,A,LEC,120238,10,16,3,2,0,0,1,0,0,0,0,0,0,0,3.88,"Liu, Lingyan"
HIST,258,30349,20thC World to Midcentury,A,LCD,120238,2,14,8,15,4,3,1,0,0,0,0,1,0,0,3.47,"Chaplin, Tamara E"
HIST,275,34288,Afro-American History to 1877,A,LCD,120238,7,15,7,4,1,3,2,2,0,0,0,0,1,0,3.49,"Hogarth, Rana"
HIST,277,30361,Encounters in Native America,A,LCD,120238,9,5,9,1,6,4,3,2,2,0,1,0,1,0,3.17,"Beck, David R"
HIST,281,71408,Constructing Race in America,AD1,DIS,120238,5,14,2,3,0,0,0,0,0,0,0,0,0,0,3.89,"Bozzi Feijo, Brunna"
HIST,281,71412,Constructing Race in America,AD2,DIS,120238,7,7,3,2,2,0,0,1,0,0,0,0,2,0,3.4,"Garcia Rojas, Margarita"
HIST,281,71416,Constructing Race in America,AD3,DIS,120238,4,16,0,0,1,0,0,0,0,1,0,0,1,0,3.67,"Bozzi Feijo, Brunna"
HIST,281,75265,Constructing Race in America,AD4,DIS,120238,5,11,4,0,0,1,0,1,0,0,0,0,0,0,3.79,"Garcia Rojas, Margarita"
HIST,281,75267,Constructing Race in America,AD5,DIS,120238,9,10,2,0,2,0,0,0,0,0,0,0,0,0,3.88,"Vitale, Stephen T"
HIST,281,75268,Constructing Race in America,AD6,DIS,120238,5,13,1,1,2,0,0,2,0,0,0,0,0,0,3.71,"Garcia Rojas, Margarita"
HIST,281,78177,Constructing Race in America,AD8,DIS,120238,3,18,0,0,0,0,0,0,0,0,0,1,0,0,3.85,"Bozzi Feijo, Brunna"
HIST,281,78181,Constructing Race in America,AD9,DIS,120238,6,14,1,0,0,0,2,0,1,0,0,0,0,0,3.75,"Vitale, Stephen T"
HIST,300,34346,Topics in Film and History,A,LCD,120238,1,8,7,4,3,1,2,0,1,0,0,0,2,0,3.21,"Sepkoski, David C"
HIST,307,70886,History of Mexico from 1519,A,LCD,120238,1,16,6,2,2,1,0,0,1,0,0,0,0,0,3.69,"Brosseder, Claudia R"
HIST,311,71397,Global History of Intelligence,A,LCD,120238,1,7,11,3,1,0,1,0,1,0,0,1,0,0,3.46,"Brennan, James R"
HIST,335,55487,Middle East 1566-1914,A,LCD,120238,5,11,4,3,1,0,0,0,0,0,0,0,2,1,3.53,"Goffman, Laura F"
HIST,347,46027,Protestant & Catholic Refs,A,LCD,120238,0,7,3,5,5,2,0,0,1,0,1,1,0,1,3.17,"Koslofsky, Craig M"
HIST,349,57626,"Age of Revolution, 1775-1815",A,LCD,120238,1,10,5,3,4,0,0,2,0,0,1,0,4,0,2.98,"Hein, Rhiannon A"
HIST,353,47547,European History 1918 to 1939,A,LCD,120238,7,16,2,1,2,1,0,0,0,0,0,0,0,0,3.84,"Micale, Mark S"
HIST,356,78185,Modern Balkans thru Lit & Film,A,LCD,120238,6,13,4,6,3,1,2,0,0,0,0,0,0,0,3.63,"Djordjevic, Stefan"
HIST,365,63605,Fict & Historical Imagination,A,LCD,120238,0,18,11,4,3,1,0,0,0,0,0,0,1,0,3.61,"Jaimes, Marco"
HIST,394,70141,Hidden Political Figures,A,LCD,120238,7,7,5,3,4,0,1,0,0,0,0,0,1,1,3.52,"Barrett, Marsha E"
HIST,462,51141,Soviet Union Since 1917,G2,LCD,120238,0,6,6,5,3,1,0,0,1,0,0,0,1,0,3.33,"Whittington, Anna M"
HORT,105,34279,Vegetable Gardening,AL1,LEC,120238,64,16,5,4,5,1,0,1,0,0,0,0,0,0,3.87,"Nelson, Jennifer S"
HORT,106,30924,The Sustainable Home Garden,A,ONL,120238,12,17,8,4,8,4,3,2,0,1,1,0,3,0,3.28,"Taylor, Andrea F"
HORT,344,74617,Planting Biodivrsty&Aesthetic,B,ONL,120238,3,4,5,6,2,1,1,0,0,0,0,0,2,0,3.22,"Taylor, Andrea F"
HRD,411,70937,Instruct & Train System Design,MTC,ONL,120238,7,19,1,1,0,0,0,0,0,0,0,0,5,1,3.36,"Hrubec, Deborah A"
HRD,472,63748,Learning Technologies,A,ONL,120238,1,20,2,0,0,1,0,0,0,0,0,0,0,0,3.93,"Best, Kelly J"
HRD,472,71865,Learning Technologies,MTC,ONL,120238,1,35,4,0,1,0,0,0,0,0,0,0,10,0,3.17,
HRD,585,63629,Program Evaluation,A,ONL,120238,12,8,1,2,0,0,0,1,0,0,0,0,0,0,3.85,"Oh, Eunjung"
IB,100,66845,Biology in Today's World,LN2,OLC,120238,34,46,7,1,1,4,2,1,1,2,0,2,6,1,3.5,"Chen, Liqing"
IB,104,35456,Animal Biology,AL1,LEC,120238,3,12,16,16,10,5,5,5,6,1,0,0,0,0,3.14,"Arias, Lily"
IB,110,73110,Race and Environmental Biology,ABA,DIS,120238,1,18,0,0,4,0,0,0,0,0,0,0,0,0,3.83,"Harmon-Threatt, Alexandra"
IB,110,73111,Race and Environmental Biology,ABB,DIS,120238,0,18,0,0,6,0,0,0,0,0,0,0,0,0,3.75,"Harmon-Threatt, Alexandra"
IB,110,73113,Race and Environmental Biology,ABD,DIS,120238,0,22,0,0,1,0,0,0,0,0,0,0,0,0,3.96,"Harmon-Threatt, Alexandra"
IB,110,73114,Race and Environmental Biology,ABE,DIS,120238,0,19,0,0,3,0,0,1,0,0,0,0,0,0,3.78,"Harmon-Threatt, Alexandra"
IB,110,73115,Race and Environmental Biology,ABF,DIS,120238,0,22,0,0,1,0,0,0,0,0,0,0,1,0,3.79,"Harmon-Threatt, Alexandra"
IB,110,73116,Race and Environmental Biology,ABG,DIS,120238,0,17,0,0,5,0,0,0,0,0,0,0,0,0,3.77,"Harmon-Threatt, Alexandra"
IB,110,73117,Race and Environmental Biology,ABH,DIS,120238,0,21,0,0,2,0,0,0,0,0,0,0,0,0,3.91,"Harmon-Threatt, Alexandra"
IB,110,77109,Race and Environmental Biology,ABI,DIS,120238,0,20,0,0,3,0,0,1,0,0,0,0,0,0,3.79,"Harmon-Threatt, Alexandra"
IB,110,77110,Race and Environmental Biology,ABJ,DIS,120238,0,18,0,0,3,0,0,0,0,0,0,0,0,0,3.86,"Harmon-Threatt, Alexandra"
IB,150,35460,Organismal & Evolutionary Biol,AL1,LEC,120238,21,146,71,71,89,57,35,48,24,19,18,8,7,3,3.01,"Clegg, Benjamin F"
IB,151,35649,Organismal & Evol Biol Lab,CC,LAB,120238,16,3,1,1,1,0,0,0,0,0,0,0,0,0,3.91,"Clegg, Benjamin F"
IB,151,35659,Organismal & Evol Biol Lab,DD,LAB,120238,17,5,0,1,0,0,0,0,0,0,0,0,0,0,3.97,"Clegg, Benjamin F"
IB,151,35673,Organismal & Evol Biol Lab,GG,LAB,120238,15,6,1,0,0,1,0,0,0,0,0,0,0,0,3.93,"Clegg, Benjamin F"
IB,199,41563,IB150 Special Discussion,MRA,DIS,120238,0,39,0,0,0,0,0,1,0,0,0,0,0,0,3.95,"Clegg, Benjamin F"
IB,199,49662,IB150 Special Discussion,MRB,DIS,120238,0,26,0,0,1,0,0,0,0,0,0,0,0,0,3.96,"Clegg, Benjamin F"
IB,203,35519,Ecology,AB4,LAB,120238,0,8,4,4,2,0,3,0,0,0,0,0,0,0,3.48,"O'Dwyer, James P"
IB,203,47551,Ecology,AB6,LAB,120238,1,7,3,3,5,0,1,1,0,1,0,0,0,0,3.35,"O'Dwyer, James P"
IB,203,35539,Ecology,AB9,LAB,120238,0,8,0,2,9,1,0,2,0,0,0,0,0,0,3.29,"O'Dwyer, James P"
IB,203,35752,Ecology,ABA,LAB,120238,0,11,4,1,5,0,0,0,0,0,0,1,0,0,3.53,"O'Dwyer, James P"
IB,203,56453,Ecology,ABB,LAB,120238,0,11,2,2,4,1,0,1,0,0,0,0,0,0,3.56,"O'Dwyer, James P"
IB,203,56550,Ecology,ABD,LAB,120238,0,8,3,2,5,2,1,0,0,0,0,0,0,0,3.44,"O'Dwyer, James P"
IB,204,49804,Genetics,AL1,LEC,120238,5,58,39,27,73,29,11,24,7,2,7,2,3,0,3.05,"Burgess, Steven James"
IB,230,74458,Pandemics,AL1,OLC,120238,23,20,5,2,2,0,0,0,0,0,0,0,2,0,3.76,"Allan, Brian F"
IB,270,46682,Evolution of Molecules & Cells,A,LEC,120238,0,9,6,5,3,1,0,0,0,0,0,0,0,0,3.6,"Fischer, Eva K"
IB,303,68278,Anatomy,AL1,LEC,120238,0,28,11,8,24,4,5,8,2,1,3,0,1,0,3.13,"Anderson, Philip S"
IB,360,58032,Evolution and Human Health,AL1,LEC,120238,30,85,0,1,1,0,0,0,0,0,0,0,0,0,3.99,"Roseman, Charles C"
IB,362,70371,Marine Biology,A,LEC,120238,0,37,11,12,8,4,0,1,0,1,0,0,0,0,3.6,"Caceres, Carla E"
IB,364,78770,Genomics and Human Health,A,ONL,120238,24,13,0,1,3,0,0,0,0,0,1,0,1,1,3.75,"Marshall-Colon, Amy"
IB,372,49618,Ecology and Evolution,A,LEC,120238,0,13,3,5,2,0,0,0,0,0,0,0,0,0,3.72,"Dalling, James W"
IB,401,49901,Introduction to Entomology,B,LEC,120238,0,15,0,0,4,0,0,3,0,0,0,0,0,0,3.57,"Hanks, Lawrence M"
IB,411,62360,Bioinspiration,AL1,OLC,120238,28,22,8,4,3,0,0,0,0,1,0,0,2,0,3.72,"Alleyne, Marianne"
IB,462,54272,Mammalogy,AL1,LEC,120238,3,11,7,3,0,1,1,2,0,1,0,0,0,0,3.52,"Miller, Daniel J"
IB,468,35484,Insect Classification and Evol,AL1,LEC,120238,10,3,1,3,1,1,0,2,0,0,0,0,0,0,3.59,"Evangelista, Dominic"
IB,482,35509,Insect Pest Management,A,LEC,120238,0,18,0,0,5,0,0,1,0,0,1,0,0,0,3.6,"Hanks, Lawrence M"
IB,517,78352,Analysis Bio Data in R,A,LCD,120238,20,34,1,1,1,0,0,0,0,0,0,0,0,0,3.96,"Fuller, Becky C"
IE,300,30395,Analysis of Data,AL1,LEC,120238,3,6,8,7,8,10,11,8,2,1,1,0,1,1,2.83,"Beck, Carolyn L"
IE,300,53217,Analysis of Data,BL1,LEC,120238,0,7,15,6,20,6,4,7,1,1,0,0,1,0,3.02,"Vogiatzis, Chrysafis"
