Subject,Course,CRN,Course Title,Course Section,Sched Type,Term,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade,Primary Instructor
ADV,150,77254,Introduction to Advertising,AB7,DIS,120238,26,6,0,1,1,0,1,1,0,0,0,0,0,0,3.85,"Ray, Rik"
ADV,150,77256,Introduction to Advertising,AB8,DIS,120238,21,8,1,0,4,0,0,1,0,0,0,1,1,0,3.63,"Li, Yanbo"
ADV,150,78150,Introduction to Advertising,MAJ,LCD,120238,33,16,1,2,4,0,0,1,0,0,0,0,0,0,3.87,"Hall, Steven R"
ADV,175,77054,Diversity in Advertising,A,LCD,120238,0,49,56,33,22,8,5,1,1,0,0,1,0,0,3.49,"Chambers, Jason P"
ADV,201,78351,Personal Branding,A,ONL,120238,0,29,19,4,17,4,0,1,1,1,0,0,0,0,3.5,"Oh, Sanghwa"
ADV,250,78096,Advertising and Brand Strategy,AL1,LEC,120238,0,124,13,2,12,2,2,2,0,0,1,0,0,0,3.81,"Meron, Shachar"
ADV,270,71553,Principles of Sales,A,ONL,120238,17,9,4,4,4,2,1,1,0,0,0,1,2,0,3.43,"Clifton, Dionne J"
ADV,281,63619,Advertising Research Methods,AB1,LAB,120238,6,6,3,2,4,5,1,1,0,0,0,0,0,0,3.41,"Rahman, Nisa P"
ADV,281,69475,Advertising Research Methods,AB2,LAB,120238,5,4,9,2,2,3,2,2,0,0,0,0,0,0,3.39,"Rahman, Nisa P"
ADV,281,71431,Advertising Research Methods,AB3,LAB,120238,7,6,6,1,4,3,1,0,0,0,0,0,0,0,3.56,"Lee, Yujin"
ADV,281,71432,Advertising Research Methods,AB4,LAB,120238,6,2,5,4,3,4,4,1,0,0,0,0,0,0,3.26,"Lee, Yujin"
ADV,284,65174,Consumer Insight,AB1,DIS,120238,7,14,5,0,1,0,0,0,0,0,1,0,0,0,3.8,"Zhao, Zixuan"
ADV,284,69335,Consumer Insight,AB2,DIS,120238,15,8,3,1,1,1,0,0,0,0,0,0,0,0,3.86,"Zhao, Zixuan"
ADV,284,71433,Consumer Insight,AB3,DIS,120238,2,11,7,5,3,0,0,0,0,0,0,0,0,0,3.69,"Paltaratskaya, Veranika"
ADV,284,71435,Consumer Insight,AB4,DIS,120238,8,7,10,4,0,0,0,0,0,0,0,0,0,0,3.79,"Paltaratskaya, Veranika"
ADV,290,78383,Adventures in Creative,ADC,LCD,120238,0,28,4,0,3,2,1,1,0,0,0,0,0,0,3.73,"Meron, Shachar"
ADV,290,77070,Social Media for Social Justce,SMJ,LCD,120238,2,7,0,1,7,0,1,2,1,0,1,0,1,0,3.01,"Wilson, Carrie A"
ADV,301,77644,Becoming an Influencer,INF,LCD,120238,30,32,4,1,10,1,0,3,0,0,2,0,0,0,3.69,"Wilson, Carrie A"
ADV,305,69167,AdTech and the Digital World,A,LCD,120238,60,8,1,4,6,1,0,0,0,0,0,0,0,0,3.87,"Yao, Mike Z"
ADV,310,57971,Intro to Public Relations,A,LCD,120238,22,41,17,8,11,7,3,2,0,0,0,0,0,0,3.64,"Hitchon, Jacqueline C"
ADV,314,77052,Sports Public Relations,A,LCD,120238,13,5,1,0,1,1,0,0,1,1,0,0,2,0,3.37,"Brown, Kent W"
ADV,320,71554,Sales Management,ONL,ONL,120238,47,16,7,5,4,3,0,0,1,2,0,1,1,0,3.67,"Clifton, Dionne J"
ADV,350,57969,Writing for Public Relations,A,LCD,120238,8,10,3,2,0,0,0,0,1,0,0,0,0,0,3.81,"Hitchon, Jacqueline C"
ADV,360,78092,Innovations in Advertising,AB1,DIS,120238,0,8,11,3,2,1,2,2,1,0,0,0,0,0,3.38,"Kim, Woo Jin"
ADV,360,78093,Innovations in Advertising,AB2,DIS,120238,0,12,7,2,4,2,1,1,1,0,0,0,0,0,3.46,"Kim, Woo Jin"
ADV,360,78094,Innovations in Advertising,AB3,DIS,120238,0,3,8,3,8,1,0,1,1,0,1,0,0,0,3.18,"Heo, Seo Jeong"
ADV,360,78095,Innovations in Advertising,AB4,DIS,120238,0,6,6,3,6,2,1,1,1,0,2,0,0,0,3.12,"Heo, Seo Jeong"
ADV,370,71555,Sales and the Consumer,ONL,ONL,120238,41,11,13,3,5,4,4,1,1,3,1,1,7,0,3.26,"Clifton, Dionne J"
ADV,390,61087,Content Creation,A,LCD,120238,0,35,13,12,22,13,6,3,2,0,0,1,0,0,3.29,"Sheldon, Peter S"
ADV,393,61088,Advertising and Society,A,LCD,120238,8,30,7,0,10,0,0,1,0,0,0,0,0,0,3.74,"Wilson, Carrie A"
ADV,409,64821,Media Entrepreneurship,1,ONL,120238,6,16,3,2,1,1,1,1,0,0,0,0,0,0,3.73,"Kasdan, Terry P"
ADV,410,51297,Public Relations Strategies,B,LCD,120238,5,13,3,0,5,2,0,2,0,0,0,0,0,0,3.58,"Wirtz, John"
ADV,410,72947,Public Relations Strategies,D,LCD,120238,4,11,1,0,7,0,2,1,1,0,1,0,0,0,3.36,"Wirtz, John"
ADV,480,77066,Social Media Analytics,A,LCD,120238,2,16,0,0,4,0,0,0,0,0,0,0,0,1,3.82,"Hetrick, Ashley L"
ADV,483,63554,Audience Analysis,A,LCD,120238,1,6,6,12,1,2,1,1,0,0,0,0,1,0,3.31,"Wise, Kevin R"
ADV,483,51300,Audience Analysis,B,LCD,120238,1,10,6,5,5,3,0,0,0,0,0,0,0,0,3.52,"Wise, Kevin R"
ADV,483,72933,Audience Analysis,D,LCD,120238,0,7,6,9,7,0,2,0,0,0,0,0,0,0,3.41,"Zhang, Shiyue"
ADV,491,41798,Social Media Management,A,LCD,120238,0,20,6,0,3,0,0,0,0,0,0,0,0,0,3.83,"Schiess, August L"
ADV,492,67892,Tech and Advertising Campaigns,A,LCD,120238,4,9,5,2,1,0,0,0,0,0,0,0,0,0,3.81,"Maslowska, Ewa H"
AE,100,46515,Intro to Aerospace Engineering,A,LEC,120238,3,47,3,0,2,0,0,0,0,0,0,0,0,0,3.95,"Woodard, Brian S"
AE,100,46516,Intro to Aerospace Engineering,B,LEC,120238,19,27,3,2,0,0,1,0,0,0,0,0,0,0,3.92,"Wroblewski, Gabrielle E"
AE,100,55762,Intro to Aerospace Engineering,C,LEC,120238,0,42,5,0,3,0,0,0,0,0,0,0,1,0,3.83,"Chang, Wayne"
AE,140,73403,CAD,A,LBD,120238,1,20,3,4,3,0,1,1,1,0,0,0,1,0,3.52,"Laystrom-Woodar, Julia K"
AE,140,73404,CAD,B,LBD,120238,0,22,8,5,3,3,0,2,0,0,0,0,1,0,3.52,"Laystrom-Woodar, Julia K"
AE,140,78420,CAD,C,LBD,120238,0,31,5,0,3,2,1,0,0,0,0,0,1,0,3.7,"Laystrom-Woodar, Julia K"
AE,199,67368,"Design, Build, Fly",DBF,LCD,120238,2,6,7,6,3,0,0,0,0,0,0,0,0,0,3.61,"Merret, Jason M"
AE,202,55736,Aerospace Flight Mechanics,A,LCD,120238,32,16,6,1,1,2,0,0,0,0,0,0,2,0,3.76,"Wroblewski, Gabrielle E"
AE,311,29785,Incompressible Flow,A,LCD,120238,29,37,23,18,11,4,5,1,3,0,1,2,3,1,3.45,"Villafane Roca, Laura"
AE,312,66643,Compressible Flow,A,LCD,120238,0,12,2,3,8,2,2,3,1,0,0,0,0,0,3.24,"Stephani, Kelly"
AE,321,29786,Mechs of Aerospace Structures,A,LCD,120238,2,36,6,10,36,8,6,15,2,1,3,1,7,1,2.92,"Baur, Jeffery W"
AE,323,66645,Applied Aerospace Structures,A,LCD,120238,0,20,3,5,5,1,0,1,0,0,1,0,0,0,3.56,"Ning, Xin"
AE,352,29788,Aerospace Dynamical Systems,A,LCD,120238,7,12,8,12,15,9,6,10,4,6,5,2,1,0,2.78,"Brindise, Noel C"
AE,353,66644,Aerospace Control Systems,A,LCD,120238,15,18,1,4,16,1,0,1,2,0,4,0,3,0,3.22,"Ornik, Melkior"
AE,370,77831,Aerospace Numerical Methods,A,LCD,120238,19,12,3,2,1,0,0,0,1,0,0,0,0,1,3.85,"Tran, Huy T"
AE,402,29794,Orbital Mechanics,A,LCD,120238,9,33,7,3,10,4,3,1,1,0,1,0,2,0,3.46,"Woollands, Robyn M"
AE,416,29803,Applied Aerodynamics,A,LCD,120238,4,5,4,5,4,4,1,0,1,0,1,0,2,0,3.07,"Clarke, Matthew A"
AE,433,29787,Aerospace Propulsion,A,LCD,120238,0,16,7,11,12,27,15,20,16,0,16,0,1,0,2.5,"Rovey, Joshua L"
AE,442,57765,Aerospace Systems Design I,A1,LCD,120238,2,3,4,4,6,7,4,2,3,1,3,0,0,0,2.75,"Merret, Jason M"
AE,442,57766,Aerospace Systems Design I,S1,LCD,120238,0,1,2,3,13,5,2,18,0,3,2,1,1,0,2.37,"Lembeck, Michael F"
AE,442,65773,Aerospace Systems Design I,S2,LCD,120238,0,8,2,1,10,4,6,9,0,4,3,0,0,0,2.63,"Lembeck, Michael F"
AE,451,51603,Aeroelasticity,A,LCD,120238,5,4,5,2,3,1,1,4,0,0,0,0,0,0,3.35,"Bodony, Daniel J"
AE,460,36450,Aerodynamics & Propulsion Lab,AE1,LCD,120238,1,37,33,28,22,13,9,0,0,0,0,0,0,0,3.41,"Saxton-Fox, Theresa A"
AE,480,78169,Hypersonic Aerothermodynamics,A,LCD,120238,2,12,6,5,3,1,0,0,0,0,0,0,2,0,3.47,"Panerai, Francesco"
AE,483,57767,Autonomous Systems Lab,AE1,LCD,120238,0,138,3,1,1,0,0,0,0,0,0,0,0,0,3.98,"Chang, Wayne"
AE,498,39791,Sustainable Aviation,SA,LEC,120238,7,12,4,10,2,7,2,1,0,0,0,0,0,0,3.46,"Ansell, Phillip J"
AE,542,60267,Aerospace Syst Engineering I,AS1,LEC,120238,0,5,9,5,4,0,0,0,0,0,0,0,0,0,3.55,"Merret, Jason M"
AE,598,78166,Modal Analysis of Fluid Flow,MAF,LEC,120238,4,18,4,0,0,0,0,0,0,0,0,0,1,0,3.8,"Goza, Andres J"
AFRO,105,61378,Black Literature in America,F,LCD,120238,3,27,1,0,0,0,2,0,0,0,0,0,0,0,3.89,"Hunt, Irvin J"
AFRO,132,67122,African American Music,JM1,LEC,120238,0,40,25,8,13,10,2,3,3,2,1,1,6,0,3.19,"Meyers, John P"
AFRO,228,70353,Hip Hop Music: History&Culture,A,LCD,120238,0,17,7,2,1,0,1,0,0,1,0,0,0,0,3.69,"Meyers, John P"
AFRO,243,38492,Pan Africanism,AL1,LCD,120238,17,6,1,2,1,0,0,1,0,0,0,1,0,0,3.72,"Moore, Eugene L"
AGCM,220,38779,Communicating Agriculture,B,LCD,120238,3,21,7,4,2,1,0,0,0,0,0,0,0,0,3.78,"Roberts, Owen A"
AGCM,330,38783,Environmental Communications,A,LCD,120238,4,18,0,0,0,1,0,1,0,0,0,0,0,0,3.86,"Morgan, Eric L"
AHS,125,56348,James Scholars Seminar,JS1,LEC,120238,6,32,0,0,2,0,0,4,0,0,0,0,0,0,3.77,"Pulley, Tonya M"
AHS,199,56125,Applied Data Solutions,ADS,ONL,120238,0,20,0,0,0,0,0,0,0,0,0,0,1,0,3.81,"Bazan, Christy N"
ALEC,110,73087,Intro to ALEC,A,LCD,120238,1,40,3,2,2,1,0,0,0,0,0,0,0,0,3.88,"Ochs, Gary A"
ALEC,451,73521,Professional Dev in ALEC,A,LCD,120238,0,18,4,4,6,0,1,1,0,0,0,0,0,0,3.6,"Smist, Jennifer A"
ANSC,100,31300,Intro to Animal Sciences,AL1,LEC,120238,0,165,0,6,29,0,2,6,0,0,2,0,1,2,3.72,"Harsh, Bailey N"
ANSC,103,29835,Working With Farm Animals,A,ONL,120238,0,76,0,1,1,0,0,0,0,0,0,0,0,1,3.98,"Emmert, Jason L"
ANSC,110,40336,Life With Animals and Biotech,CA,LCD,120238,11,16,0,1,1,0,1,0,0,0,0,0,0,0,3.89,"Allen, Crystal A"
ANSC,199,52494,Skills for College Success,SC2,LCD,120238,13,8,0,2,5,0,0,0,0,0,0,0,0,1,3.77,"Richardson, Sarah D"
ANSC,199,71901,Skills for College Success,SCS,LCD,120238,27,2,1,0,1,1,1,1,0,0,0,1,1,0,3.62,"Emmert, Jason L"
ANSC,205,72084,World Animal Resources,A,OLC,120238,141,72,29,15,13,8,4,4,2,3,3,3,6,3,3.63,"Emmert, Jason L"
ANSC,206,29863,Horse Management,1,LCD,120238,7,19,1,0,2,0,0,1,0,0,1,1,0,0,3.67,"Hagstrom, Debra"
ANSC,207,29867,Science of Pets and Their Care,LN1,OLC,120238,54,101,33,9,25,8,2,7,2,0,2,2,0,0,3.64,"Schneider, Alicia M"
ANSC,210,75439,Grilling and BBQ Science,OL1,OLC,120238,0,74,0,0,10,0,0,0,0,0,0,0,0,1,3.88,"Downey, Caroline J"
ANSC,221,55435,"Cells, Metabolism and Genetics",A,LEC,120238,0,34,0,0,39,0,0,44,0,0,15,0,3,1,2.64,"Loman, Brett R"
ANSC,222,55434,Anatomy and Physiology,A,LEC,120238,11,24,16,17,27,19,12,19,6,5,5,2,3,0,2.87,"Dean, Matthew J"
ANSC,250,53235,Companion Animals in Society,A,ONL,120238,92,46,15,11,8,3,1,2,0,0,1,0,5,1,3.71,"Richardson, Sarah D"
ANSC,250,73939,Companion Animals in Society,B,ONL,120238,71,48,11,7,1,2,6,1,1,0,1,1,5,1,3.66,"Richardson, Sarah D"
ANSC,251,70556,Epidemics & Infectious Disease,A,LCD,120238,0,9,0,0,24,0,0,20,0,0,1,0,1,1,2.71,"Steelman, Andrew J"
ANSC,255,74441,Animal Ethics,DS,OLC,120238,13,32,0,1,3,0,0,0,0,0,0,0,0,0,3.93,"Shike, Daniel W"
ANSC,298,29886,ANSC Careers Professional Dev,1,LCD,120238,0,50,1,0,10,0,0,7,0,0,2,0,1,1,3.52,"Jones-Hamlow, Katelyn A"
ANSC,305,29860,Human Animal Interactions,AL1,OLC,120238,17,27,11,6,2,3,1,1,0,3,0,0,1,1,3.59,"Richardson, Sarah D"
ANSC,307,62773,Companion Animal Management,AN1,DIS,120238,6,15,8,5,8,3,1,5,1,0,1,1,1,0,3.23,"Fischer-Brown, Amy E"
ANSC,309,65393,Meat Production and Marketing,A,LEC,120238,1,25,0,3,7,0,0,4,0,0,0,0,0,1,3.57,"Dilger, Anna C"
ANSC,350,29884,Cellular Metabolism in Animals,1,LEC,120238,0,3,0,0,17,0,0,7,0,0,1,0,2,0,2.6,"Ridlon, Jason M"
ANSC,398,60747,On-Campus Internship,F,INT,120238,1,19,0,0,1,0,0,0,0,0,0,0,0,0,3.94,"Nolan, Derek T"
ANSC,401,29887,Beef Production,1,LEC,120238,1,10,0,3,9,0,2,2,0,0,0,0,1,0,3.2,"Shike, Daniel W"
ANSC,420,29891,Ruminant Nutrition,A,LEC,120238,1,4,2,2,8,1,1,4,1,0,1,0,2,0,2.73,"Drackley, James K"
ANSC,422,69960,Companion Animal Nutrition,A,LEC,120238,0,21,0,0,13,0,0,15,0,0,2,0,4,0,2.82,"Swanson, Kelly S"
ANSC,422,72528,Companion Animal Nutrition,B,ONL,120238,0,19,0,0,8,0,0,3,0,0,2,0,0,0,3.38,"Swanson, Kelly S"
ANSC,424,76193,Pet Food & Feed Manufacturing,B,ONL,120238,0,14,0,4,5,0,2,1,0,0,1,0,0,0,3.41,"Cattai de Godoy, Maria Re"
ANSC,431,40958,Advanced Reproductive Biology,AR,LCD,120238,6,13,0,1,14,1,0,2,0,1,0,1,2,0,3.17,"Nowak, Romana A"
ANSC,445,67021,Statistical Methods,A,ONL,120238,17,3,1,1,3,1,0,0,0,0,0,0,0,0,3.8,"Rodriguez Zas, Sandra L"
ANSC,452,29889,Animal Growth and Development,A,LCD,120238,9,30,0,0,12,0,0,5,0,0,2,0,1,0,3.48,"Dilger, Anna C"
ANSC,498,59523,Integrating Animal Sciences,A,LCD,120238,0,59,0,3,5,0,0,1,0,1,0,0,1,0,3.78,"Shasteen, Aimee E"
ANTH,101,55549,Introduction to Anthropology,1,ONL,120238,166,135,20,12,14,4,4,5,0,3,4,0,9,0,3.72,"Ritchison, Brandon T"
ANTH,102,71424,Human Origins and Culture,ONL,ONL,120238,0,54,4,0,2,0,1,1,0,0,0,0,0,0,3.89,"Stumpf, Rebecca"
ANTH,103,65489,Anthro in a Changing World,0NL,ONL,120238,288,39,24,4,10,2,0,4,1,0,2,0,10,0,3.79,"Patino, Michelle"
ANTH,105,41785,World Archaeology,A,LCD,120238,12,11,11,2,4,2,0,1,0,0,0,0,0,0,3.68,"Taylor, Rachel M"
ANTH,106,57508,Hist Arch Americas,1,LCD,120238,21,30,7,13,11,4,4,1,1,0,0,0,0,0,3.58,"Fennell, Christopher"
ANTH,143,63937,Biology of Human Behavior,ON1,ONL,120238,56,111,15,19,19,4,7,7,5,3,3,3,7,1,3.48,"Jelinek, Petra"
ANTH,180,31310,The Archaeology of Death,HS1,LCD,120238,55,83,29,19,33,12,6,13,6,0,5,1,9,1,3.35,"Silverman, Helaine I"
ANTH,209,37065,"Food, Culture, and Society",1,LCD,120238,10,25,5,5,21,1,5,10,3,0,2,0,4,2,3.07,"Silverman, Helaine I"
ANTH,241,39283,Human Biological Variation,A,LCD,120238,10,6,6,3,0,0,0,0,0,0,0,0,0,0,3.84,"Konigsberg, Lyle W"
ANTH,246,61404,Forensic Science,1OL,ONL,120238,142,315,33,31,13,7,9,7,1,1,4,0,14,1,3.73,"Antoniuk, Caitlyn E"
ANTH,246,62039,Forensic Science,2OL,ONL,120238,106,277,27,39,34,7,11,25,8,10,6,2,21,4,3.48,"Hughes, Cris E"
ANTH,278,51980,Climate Change & Civilization,1,LCD,120238,20,11,8,3,4,3,0,0,0,1,0,0,0,0,3.69,"Lucero, Lisa J"
ANTH,353,78190,Language and Humor,1,LCD,120238,2,11,4,1,1,0,1,0,0,0,1,0,3,1,3.18,"Kramer, Elise A"
ANTH,441,37073,Human Genetics,U1,LCD,120238,3,10,2,2,2,0,1,0,0,0,0,1,0,0,3.62,"Saboowala, Sana"
ANTH,498,67739,Senior Capstone Seminar,1,LCD,120238,0,16,5,3,0,1,1,1,1,0,0,0,2,1,3.37,"Dominguez, Virginia R"
ARCH,101,45560,Introduction to Architecture,ITA,CNF,120238,11,34,12,11,19,7,3,1,2,0,1,0,0,0,3.46,"Rodriguez Suare, Francisc"
ARCH,171,70684,Concepts & Theories Arch Dsgn,AL1,LAB,120238,25,44,40,41,13,5,1,7,2,0,2,0,4,0,3.44,"Clark, John S"
ARCH,210,29940,Intro Hist of World Arch,AL,LEC,120238,7,26,23,21,16,12,5,8,1,2,2,2,3,0,3.14,"Grossman, Heather E"
ARCH,231,29941,Anatomy of Buildings,AL1,LEC,120238,0,68,0,0,39,0,0,12,0,0,1,0,3,0,3.37,"Deutsch, Randall"
ARCH,273,70750,Strategies of Arch Design,AL1,LAB,120238,15,28,39,15,7,8,3,3,6,2,0,0,0,0,3.44,"Hillman, Isabella"
ARCH,321,67819,"Environ, Arch & Global Health",AL1,LEC,120238,43,57,29,4,4,1,0,0,0,0,0,0,0,0,3.87,"Zook, Julie T"
ARCH,417,43713,Modern & Contemp Architecture,T,LEC,120238,0,3,2,9,7,5,2,2,1,0,0,1,0,0,2.96,"Johnson, Tait R"
ARCH,433,71521,Des of Steel and Reinf Conc I,AL,OLC,120238,30,26,10,9,11,7,2,2,5,1,0,0,1,0,3.47,"Inserra, Dana M"
ARCH,434,71891,Environ Control Systems I,AL,OLC,120238,25,37,24,12,8,1,2,2,0,0,0,0,0,0,3.71,"Boubekri, Mohamed"
ARCH,536,67824,Plng & Design of Struct Sys,AL,LEC,120238,3,13,13,12,7,7,6,1,0,0,2,0,0,1,3.27,"Krishnan, Sudarshan"
ARCH,577,55619,Theories of Architecture,AL,LEC,120238,2,5,19,13,11,9,4,3,0,0,0,1,1,1,3.15,"Stallmeyer, John C"
ARTD,201,52069,Industrial Design I,1,ST,120238,5,7,7,0,1,1,0,0,0,0,0,0,1,0,3.61,"Sethi, Simrun S"
ARTD,201,65296,Industrial Design I,3,ST,120238,0,4,4,7,9,1,0,2,0,0,0,0,0,0,3.25,"Chen, Zhiwen"
ARTD,225,66160,Design Drawing,AB2,ST,120238,0,19,0,3,0,0,0,0,1,0,0,0,0,0,3.81,"Raheel, Salman"
ARTD,225,66559,Design Drawing,AB3,ST,120238,1,17,1,3,0,0,0,0,0,0,0,0,1,0,3.72,"Raheel, Salman"
ARTD,301,54168,Industrial Design III,2,ST,120238,0,2,0,1,2,1,0,2,4,0,6,1,2,0,1.78,"Shin, Sung Soo"
ARTD,326,77424,Sustainability & Manufacturing,1,LCD,120238,5,11,2,1,2,4,1,0,0,0,0,0,1,0,3.47,"Araujo de Aguia, Carlos H"
ARTD,328,51747,Human-Centered Product Design,1,LEC,120238,14,3,3,3,1,0,0,0,0,0,0,0,0,0,3.83,"Araujo de Aguia, Carlos H"
ARTD,351,66152,Graphic Design Inquiry,C,ST,120238,7,9,4,0,0,0,1,0,0,0,0,0,0,0,3.86,"Salamanca Garci, Juan M"
ARTD,351,75895,Graphic Design Inquiry,I,ST,120238,19,0,0,1,0,0,0,0,1,0,0,0,0,0,3.86,"Strickland, Holly A"
ARTD,426,63745,Product Innovation,SS,LEC,120238,0,15,10,2,2,2,0,0,0,0,0,0,0,0,3.7,"Sethi, Simrun S"
ARTD,451,71655,EDGE,D,ST,120238,1,9,3,2,5,1,0,2,0,0,0,0,0,0,3.45,"Benson, Eric"
ARTF,101,31200,Contemporary Issues in Art,M2,LEC,120238,107,25,18,15,8,6,8,3,0,0,1,3,8,0,3.52,"Lucero, Jorge"
ARTH,230,40019,Italian Renaissance Art,A,LEC,120238,2,3,1,6,3,4,2,4,2,4,1,1,0,0,2.62,"Pilgrim, James B"
ARTH,257,40022,History of Photography,A,LCD,120238,1,36,5,5,3,0,0,0,0,1,0,0,0,0,3.79,"Weissman, Terri"
ARTH,345,73001,Realism to Postimpressionism,A,LCD,120238,1,8,5,2,12,2,2,1,0,0,0,0,0,0,3.3,"O'Brien, David J"
ARTH,361,78636,Contemporary Art,1,LCD,120238,3,8,2,5,4,0,0,2,0,0,0,0,1,1,3.36,"Smith, Cassandra A"
ARTJ,209,75168,Chado (The Way of Tea),2,OLC,120238,1,22,5,3,3,3,2,2,1,0,0,0,4,0,3.21,"Shoppell, Samantha"
ARTJ,299,75220,Studio Ghibli and Art of Anime,1,Onl,120238,5,15,2,1,3,0,1,0,0,0,0,0,0,0,3.78,"Stirek, Lindsey L"
ARTJ,301,75169,Manga: Art of Image and Word,1,Onl,120238,19,15,1,2,2,0,0,0,0,1,0,0,1,1,3.75,"Stirek, Lindsey L"
ARTS,220,73801,Introduction to Fashion,A,ONL,120238,13,4,2,1,2,0,0,0,0,1,0,0,0,0,3.74,"Becker, Susan E"
ARTS,220,74305,Introduction to Fashion,B,ONL,120238,16,6,0,1,1,0,0,1,0,0,0,0,0,0,3.85,"Becker, Susan E"
ARTS,299,75031,Illust:Composition&Storytellin,KBS,ST,120238,15,3,0,0,0,2,0,1,0,0,0,0,0,0,3.78,"Bazzell-Smith, Kofi M"
ARTS,405,70316,Comic Books and Zines,UG,ST,120238,5,0,6,1,2,2,4,1,0,0,0,0,0,0,3.25,"Lingscheit, Emmy"
ARTS,499,49600,"Clay (Adjacent), Ceramics expa",1U,ST,120238,3,7,6,2,2,0,0,0,0,0,1,0,0,0,3.61,"Pokorny, Melissa"
ASRM,210,69931,Theory of Interest,AL1,LEC,120238,9,16,4,3,7,5,1,0,0,0,0,0,1,0,3.51,"Cardinal, Timothy C"
ASRM,406,69943,Lin Algebra & Financial Apps,T1,LCD,120238,11,4,3,7,3,2,0,0,0,0,0,0,1,0,3.51,"Icaza, Eric S"
ASRM,410,69947,Investments and Fin Markets,U,LCD,120238,16,12,14,6,0,1,0,0,0,0,0,0,0,0,3.8,"Hinkkanen, Aimo H"
ASRM,441,78265,Statistics for Risk Modeling I,UG,LEC,120238,2,13,7,2,6,4,4,0,0,0,0,0,2,0,3.26,"Medina Landeros, Andres A"
ASRM,455,77354,Predictive Analytics,UP,LCD,120238,10,19,6,8,11,0,3,0,1,0,0,0,1,0,3.53,"Jing, Xiaochen"
ASRM,461,69950,Loss Models,AL1,LEC,120238,8,8,8,2,1,3,4,4,2,1,1,0,5,1,2.85,"Freiji, Claudia G"
ASRM,471,69949,Life Contingencies I,AL1,LEC,120238,12,11,5,2,4,2,1,1,0,0,0,0,2,0,3.47,"Cardinal, Timothy C"
ASRM,533,71728,Risk Mgmt Pract and Regulation,G,LCD,120238,0,8,7,4,3,1,0,0,0,0,0,0,0,0,3.59,"Icaza, Eric S"
ASTR,100,31278,Introduction to Astronomy,A,ONL,120238,35,41,25,18,13,7,3,5,4,2,2,1,8,0,3.31,"Winans, Amanda"
ASTR,100,58800,Introduction to Astronomy,B,ONL,120238,38,43,27,20,20,12,7,11,7,4,7,5,26,0,2.85,"Winans, Amanda"
ASTR,121,37107,Solar System and Worlds Beyond,AL1,LEC,120238,43,35,16,14,9,6,5,4,1,1,1,1,2,0,3.51,"Winans, Amanda"
ASTR,122,39752,Stars and Galaxies,AL1,LEC,120238,17,23,16,15,15,14,9,9,15,1,2,0,2,0,3.03,"Barrow, Kirk S"
ASTR,150,53598,Killer Skies: Astro-Disasters,KS,LEC,120238,16,22,8,3,5,2,1,2,0,0,0,0,0,0,3.7,"Dunne, Bryan C"
ASTR,210,30268,Introduction to Astrophysics,1,LEC,120238,5,9,3,2,12,2,1,6,0,0,2,0,2,1,2.99,"Young, Lisa M"
ASTR,210,46446,Introduction to Astrophysics,2,LEC,120238,5,9,0,2,13,0,0,5,0,0,0,0,0,0,3.28,"Young, Lisa M"
ASTR,310,75444,Computing in Astronomy,1,LEC,120238,11,14,3,4,2,1,1,3,0,0,0,0,0,0,3.62,"Young, Lisa M"
ASTR,350,77318,"Big Bang,Black Holes,Universe",ONL,OLC,120238,6,64,11,8,2,0,2,0,2,0,0,0,1,0,3.76,"Narayan, Gautham"
ASTR,404,39758,Stellar Astrophysics,1,LEC,120238,30,11,6,2,2,0,1,1,1,0,0,0,1,0,3.72,"Fields, Brian D"
ASTR,406,43268,Galaxies and the Universe,100,LEC,120238,0,14,5,3,4,4,4,1,3,0,0,0,1,0,3.16,"French, Katheryn D"
ATMS,100,37004,Introduction to Meteorology,AL1,LEC,120238,6,25,8,6,19,3,1,10,1,2,2,0,1,1,3.18,"Frame, Jeffrey"
ATMS,120,31291,Severe and Hazardous Weather,B,LEC,120238,68,91,53,36,37,17,16,8,7,5,4,1,8,0,3.37,"Choate, Jessica J"
ATMS,140,55849,Climate and Global Change,A,LEC,120238,19,111,4,4,2,0,2,0,0,1,0,0,3,0,3.84,"Proistosescu, Cristian"
ATMS,201,54034,General Physical Meteorology,A,LCD,120238,3,4,7,6,8,3,2,2,0,0,0,0,2,0,3.09,"Choate, Jessica J"
ATMS,302,49527,Atmospheric Dynamics I,A,LEC,120238,3,5,4,0,6,2,0,2,0,0,0,0,0,0,3.36,"Sriver, Ryan"
ATMS,511,43237,Atmospheric Radiation,A,LCD,120238,3,5,3,6,4,2,0,0,0,0,0,0,0,0,3.49,"Di Girolamo, Larry"
ATMS,517,77275,Data Science for Geosciences,BL1,OLC,120238,13,4,3,0,0,1,0,0,1,0,0,0,3,0,3.33,"Klees, Alicia M"
BADM,210,69974,Business Analytics I,BL,LEC,120238,2,136,50,12,9,6,2,4,1,0,1,0,0,2,3.74,"Larson, Eric"
BADM,210,71353,Business Analytics I,CL,LEC,120238,1,104,41,10,19,12,2,10,1,4,1,0,4,0,3.47,"Larson, Eric"
BADM,211,71365,Business Analytics II,A,LCD,120238,14,13,4,3,7,3,0,0,1,0,0,0,0,0,3.63,"Virudachalam, Vanitha"
