Subject,Course,CRN,Course Title,Course Section,Sched Type,Term,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade,Primary Instructor
ACCY,303,67818,Atg Institutions and Reg,AE7,LCD,120228,1,5,7,5,4,1,1,0,0,1,0,1,0,0,3.28,"Godsell, David"
ACCY,304,31318,Accounting Control Systems,AE2,LCD,120228,0,11,2,1,7,1,2,3,1,0,0,0,0,0,3.24,"Williamson, Michael"
ACCY,304,31319,Accounting Control Systems,AE3,LCD,120228,6,7,7,3,4,1,0,0,1,0,0,0,0,0,3.59,"Dahle, Andrew J"
ACCY,304,31320,Accounting Control Systems,AE4,LCD,120228,1,6,3,5,4,3,0,2,0,0,0,0,0,0,3.32,"Dahle, Andrew J"
ACCY,304,49280,Accounting Control Systems,AE5,LCD,120228,2,4,2,5,9,1,0,5,0,0,0,0,0,0,3.13,"Dahle, Andrew J"
ACCY,304,62036,Accounting Control Systems,AE6,LCD,120228,0,12,3,0,6,3,0,3,0,0,0,0,0,0,3.37,"Williamson, Michael"
ACCY,312,31321,Principles of Taxation,A,LCD,120228,3,4,2,6,7,0,3,1,0,0,0,0,0,0,3.28,"Hutchens, Matthew"
ACCY,312,31324,Principles of Taxation,B,LCD,120228,10,4,1,0,3,5,1,1,0,0,0,0,0,0,3.45,"Penn, Michael W"
ACCY,312,31330,Principles of Taxation,C,LCD,120228,0,12,0,0,10,0,0,3,0,0,0,0,0,0,3.36,"Holder, Charles B"
ACCY,312,31332,Principles of Taxation,D,LCD,120228,0,10,0,1,5,0,0,3,0,0,0,0,2,1,3.06,"Holder, Charles B"
ACCY,312,31333,Principles of Taxation,E,LCD,120228,7,1,0,5,5,0,2,2,0,0,0,0,0,1,3.29,"Vuong, Anh"
ACCY,312,45719,Principles of Taxation,F,LCD,120228,5,2,3,4,2,5,1,0,0,0,0,0,0,0,3.36,"Penn, Michael W"
ACCY,312,45934,Principles of Taxation,G,LCD,120228,5,8,1,5,3,0,1,3,0,0,0,0,0,0,3.45,"Vuong, Anh"
ACCY,405,36754,Assurance and Attestation,AE1,LCD,120228,1,19,5,2,4,2,0,1,1,0,0,0,0,0,3.6,"Kink, Dawn M"
ACCY,405,36758,Assurance and Attestation,AE2,LCD,120228,1,16,6,5,3,2,1,1,0,0,0,0,0,0,3.58,"Kink, Dawn M"
ACCY,405,36764,Assurance and Attestation,AE3,LCD,120228,0,20,2,8,4,0,0,0,0,0,0,0,1,0,3.6,"Kink, Dawn M"
ACCY,405,36768,Assurance and Attestation,AE4,LCD,120228,0,8,11,7,5,1,0,2,0,0,0,0,0,0,3.45,"Thompson, Anne M"
ACCY,405,36771,Assurance and Attestation,AE5,LCD,120228,0,5,9,6,7,2,1,0,1,0,1,0,0,1,3.26,"Thompson, Anne M"
ACCY,405,54162,Assurance and Attestation,AE7,LCD,120228,3,19,4,1,3,3,1,1,0,0,0,0,0,0,3.64,"Rogowski, Edward J"
ACCY,410,61231,Advanced Financial Reporting,B3,LCD,120228,3,10,4,3,5,4,3,2,2,0,0,0,0,0,3.21,"Kustanovich, Michael"
ACCY,410,62729,Advanced Financial Reporting,C3,LCD,120228,4,15,9,7,5,6,1,1,1,0,1,0,0,0,3.39,"Kustanovich, Michael"
ACCY,410,62730,Advanced Financial Reporting,D3,LCD,120228,2,8,5,12,6,5,1,0,3,0,1,0,0,0,3.2,"Ibrahim, Adel Nematallah"
ACCY,410,62731,Advanced Financial Reporting,E3,LCD,120228,0,6,14,9,2,4,1,1,1,0,0,0,0,1,3.35,"Ibrahim, Adel Nematallah"
ACCY,451,49130,Advanced Income Tax Problems,A3,LCD,120228,1,5,10,6,4,0,1,1,1,0,0,0,0,0,3.42,"Beardsley, Erik L"
ACCY,451,54569,Advanced Income Tax Problems,B3,LCD,120228,0,16,0,0,6,0,0,2,3,0,0,0,1,0,3.26,"Holder, Charles B"
ACCY,451,62733,Advanced Income Tax Problems,C3,LCD,120228,0,21,0,0,8,0,0,5,2,0,0,0,0,0,3.36,"Holder, Charles B"
ACCY,451,70659,Advanced Income Tax Problems,E3,LCD,120228,1,5,8,12,4,1,1,1,0,0,2,0,0,0,3.27,"Beardsley, Erik L"
ACCY,500,67282,"Atg Measuremnt, Rpting & Cntrl",IMB,ONL,120228,564,208,77,38,15,3,3,1,1,0,0,0,3,3,3.9,"Urcan, Oktay"
ACCY,500,67281,"Atg Measuremnt, Rpting & Cntrl",ONL,ONL,120228,16,3,1,1,2,0,0,0,0,0,0,0,1,0,3.71,"Urcan, Oktay"
ACCY,500,56063,"Atg Measuremnt, Rpting & Cntrl",P2,LCD,120228,19,9,8,4,1,0,0,2,0,2,0,0,0,0,3.65,"Augusto Sampaio, Gerlando"
ACCY,501,29678,Accounting Analysis I A,DA1,ONL,120228,16,29,18,18,15,4,5,2,0,0,0,0,3,1,3.43,"Augusto Sampaio, Gerlando"
ACCY,501,69435,Accounting Analysis I B,DB1,ONL,120228,5,16,17,26,19,8,8,6,2,3,0,0,2,0,3.12,"Augusto Sampaio, Gerlando"
ACCY,502,29680,Accounting Analysis II,A4,LCD,120228,2,21,6,2,4,3,1,0,1,0,0,0,0,0,3.62,"Schwartz, Rachel"
ACCY,502,31334,Accounting Analysis II,B4,LCD,120228,2,20,6,3,2,1,1,1,0,1,1,0,0,0,3.56,"Schwartz, Rachel"
ACCY,502,71904,Accounting Analysis II A,DA1,ONL,120228,7,14,6,4,1,5,0,5,1,0,0,0,0,0,3.43,"Mendoza, Scott A"
ACCY,502,71905,Accounting Analysis II B,DB1,ONL,120228,7,11,8,7,5,0,5,1,0,1,1,0,0,0,3.38,"Mendoza, Scott A"
ACCY,502,76239,Accounting Analysis II,E4,LCD,120228,2,13,6,4,3,1,0,1,0,0,0,0,0,1,3.63,"Schwartz, Rachel"
ACCY,503,31335,Managerial Accounting,A2,LCD,120228,14,25,0,1,1,0,1,0,0,0,0,0,0,0,3.92,"Herbold, T J"
ACCY,503,77353,Managerial Accounting,C2,LCD,120228,8,19,0,2,1,1,0,0,0,0,1,0,0,0,3.79,"Herbold, T J"
ACCY,503,66973,Managerial Accounting,IMB,ONL,120228,179,408,225,123,72,47,13,17,8,2,2,2,18,2,3.59,"Chen, Xiaoling"
ACCY,503,66974,Managerial Accounting,ONL,ONL,120228,2,12,7,9,11,4,3,6,0,0,0,0,8,0,2.81,"Zhang, Li"
ACCY,504,59162,Auditing,B4,LCD,120228,0,14,13,8,0,2,1,1,0,0,0,0,0,0,3.59,"Rozario, Andrea M"
ACCY,504,64875,Auditing,C4,LCD,120228,0,17,7,12,2,0,1,1,0,0,0,0,0,0,3.6,"Rozario, Andrea M"
ACCY,504,70165,Auditing A,DA1,ONL,120228,23,65,35,18,72,2,0,0,0,0,0,0,0,0,3.54,"Peecher, Mark E"
ACCY,504,70166,Auditing B,DB1,ONL,120228,20,71,37,23,60,3,0,1,0,0,0,0,0,0,3.56,"Peecher, Mark E"
ACCY,504,76238,Auditing,E4,LCD,120228,0,9,9,1,2,1,0,0,0,0,0,0,0,0,3.68,"Rozario, Andrea M"
ACCY,505,31339,Federal Taxation,A4,LCD,120228,1,10,9,11,5,1,0,0,0,0,0,0,0,0,3.55,"Alt, Amanda J"
ACCY,505,31341,Federal Taxation,B4,LCD,120228,0,14,2,8,2,2,4,0,0,0,0,0,0,0,3.46,"Alt, Amanda J"
ACCY,505,54993,Federal Taxation,C4,LCD,120228,3,11,7,10,6,0,0,0,0,0,0,0,0,0,3.59,"Hutchens, Matthew"
ACCY,505,69441,Federal Taxation A,DA1,ONL,120228,22,71,33,32,13,11,5,6,0,0,0,0,4,0,3.51,"Hutchens, Matthew"
ACCY,505,69442,Federal Taxation B,DB1,ONL,120228,22,54,28,21,28,26,6,2,0,1,0,0,3,0,3.4,"Hutchens, Matthew"
ACCY,505,70661,Federal Taxation,E4,LCD,120228,0,11,0,0,9,0,0,1,0,0,0,0,0,0,3.48,"Alt, Amanda J"
ACCY,506,71549,Advanced Financial Reporting,DA1,ONL,120228,11,21,5,0,3,10,4,1,0,0,1,0,0,0,3.47,"Kustanovich, Michael"
ACCY,510,49275,Financial Reporting Standards,D,LCD,120228,4,23,0,3,4,2,0,0,0,0,0,0,0,0,3.76,"Steward, Cynthia G"
ACCY,510,61974,Financial Reporting Standards,E,LCD,120228,4,21,0,3,1,1,0,0,0,0,0,0,0,0,3.86,"Steward, Cynthia G"
ACCY,510,62037,Financial Reporting Standards,F,LCD,120228,12,17,0,1,2,1,0,0,0,0,0,0,0,0,3.88,"Steward, Cynthia G"
ACCY,512,51813,Data Analytics for Mgmt Acctg,A,LCD,120228,0,23,3,0,1,0,0,0,0,0,0,0,0,0,3.93,"Lu, Zhenzhong L"
ACCY,512,51814,Data Analytics for Mgmt Acctg,B,LCD,120228,9,18,4,1,0,0,0,0,0,0,0,0,0,0,3.94,"Lu, Zhenzhong L"
ACCY,512,51816,Data Analytics for Mgmt Acctg,D,LCD,120228,11,23,1,0,1,0,0,0,0,0,0,0,0,0,3.96,"Lu, Zhenzhong L"
ACCY,515,46977,Auditing & Assurance Standards,A,LCD,120228,0,8,6,5,7,2,0,0,0,0,0,0,0,0,3.46,"Zhou, Yuepin"
ACCY,515,46978,Auditing & Assurance Standards,B,LCD,120228,0,11,4,3,11,1,0,0,0,0,0,0,0,0,3.48,"Zhou, Yuepin"
ACCY,515,54477,Auditing & Assurance Standards,C,LCD,120228,0,6,4,5,7,1,0,0,0,0,1,0,0,0,3.33,"Zhou, Yuepin"
ACCY,517,31373,Financial Statement Analysis,A4,LCD,120228,0,9,10,6,2,2,0,0,0,0,0,0,0,1,3.59,"Hamm, Brian K"
ACCY,517,31377,Financial Statement Analysis,B4,LCD,120228,1,9,7,0,5,0,0,2,0,0,0,0,0,0,3.53,"Li, Yue"
ACCY,517,31379,Financial Statement Analysis,D4,LCD,120228,0,8,19,3,2,0,0,0,0,0,0,0,0,0,3.68,"Hamm, Brian K"
ACCY,518,66682,Financial Statement Fraud,B,LCD,120228,24,3,1,1,0,0,0,0,0,0,0,0,0,0,3.97,"Nekrasz, Frank"
ACCY,518,66683,Financial Statement Fraud,C,LCD,120228,31,3,0,1,0,0,0,0,0,0,0,0,0,0,3.98,"Nekrasz, Frank"
ACCY,531,76802,FSA for MBAs,IMB,ONL,120228,0,117,24,13,6,0,1,0,0,0,0,0,0,0,3.85,"Hamm, Brian K"
ACCY,532,76804,Accounting for M&As,IMB,ONL,120228,101,30,7,1,3,0,0,0,1,1,0,0,3,1,3.84,"Urcan, Oktay"
ACCY,551,31382,Corporate Income Taxation,B,LCD,120228,0,4,4,9,7,1,0,0,0,0,0,0,0,0,3.37,"Sternburg, Thomas"
ACCY,556,31384,Tax Research,B,LCD,120228,0,18,0,0,8,0,0,4,0,0,0,0,0,0,3.47,"Holder, Daniel E"
ACCY,569,71963,Data Driven Decisions in Acctg,DA1,ONL,120228,31,19,3,6,3,2,2,1,1,0,2,0,0,0,3.65,"Guymon, Ronald N"
ACCY,570,68784,Data Analytics Foundations,AD1,ONL,120228,3,19,3,0,5,0,0,0,0,0,0,0,0,0,3.8,"Anand, Vic"
ACCY,570,68785,Data Analytics Foundations,AD2,ONL,120228,7,21,4,1,0,2,0,0,0,0,0,0,0,0,3.87,"Anand, Vic"
ACCY,570,68787,Data Analytics Foundations,AD4,ONL,120228,19,14,1,1,0,0,0,0,0,0,0,0,0,0,3.97,"Lu, Zhenzhong L"
ACCY,570,70665,Data Analytics Foundations,AD5,ONL,120228,13,12,3,1,0,0,0,0,0,0,0,0,0,0,3.94,"Lu, Zhenzhong L"
ACCY,570,76784,Data Analytics Foundations,AD6,ONL,120228,17,10,0,0,3,0,0,0,0,0,1,0,0,0,3.81,"Herbold, T J"
ACCY,570,71909,Data Analytics Foundations,AD7,ONL,120228,4,29,0,2,3,0,0,0,0,0,0,0,0,0,3.89,"Anand, Vic"
ACCY,571,76792,Stat Analyses for Accountancy,A4,LCD,120228,5,7,4,3,5,1,0,0,0,0,0,0,0,0,3.61,"Brunner, Robert J"
ACCY,578,73609,ACCY Analytics Appl - A,AAA,ONL,120228,0,28,18,0,2,0,0,1,0,0,0,0,0,0,3.8,"Lu, Zhenzhong L"
ACE,100,36724,Intro to Applied Micro,AD1,DIS,120228,8,4,4,0,3,4,1,4,2,0,1,1,1,0,2.96,"Reed, Caleb N"
ACE,100,36726,Intro to Applied Micro,AD2,DIS,120228,6,4,6,2,4,2,2,4,0,0,0,2,1,0,3.03,"Hadunka, Protensia"
ACE,100,36734,Intro to Applied Micro,AD6,DIS,120228,6,5,3,2,4,2,3,0,0,0,1,0,0,1,3.35,"Kalaitzandonake, Maria H"
ACE,100,36735,Intro to Applied Micro,AD7,DIS,120228,8,6,3,2,1,3,1,2,1,0,1,1,0,0,3.25,"Hadunka, Protensia"
ACE,100,56843,Intro to Applied Micro,AD8,DIS,120228,10,5,2,4,3,0,3,1,2,1,1,0,0,0,3.26,"Reed, Caleb N"
ACE,161,39708,Microcomputer Applications,A1,LBD,120228,0,17,0,0,6,0,0,6,0,0,1,0,2,0,3.09,"Burnett, Meghan L"
ACE,161,36751,Microcomputer Applications,L2,ONL,120228,0,45,0,0,21,0,0,8,0,0,0,0,1,1,3.45,"Burnett, Meghan L"
ACE,161,36742,Microcomputer Applications,R,ONL,120228,0,16,0,0,11,0,0,0,0,0,1,0,1,0,3.38,"Lo, Alexander C"
ACE,161,36744,Microcomputer Applications,T,ONL,120228,0,11,0,0,8,0,0,5,0,0,0,0,1,0,3.12,"Lo, Alexander C"
ACE,199,61499,Digital Mktg and Social Media,DMS,ONL,120228,0,15,0,0,6,0,0,0,0,0,0,0,0,0,3.71,"Lo, Alexander C"
ACE,199,58282,Negotiation,NPS,LCD,120228,50,19,2,5,1,0,1,0,0,0,2,1,1,0,3.76,"Stoddard, Paul B"
ACE,199,58547,Introduction to Sales,SPS,ONL,120228,31,9,0,0,1,0,0,0,0,0,0,0,0,0,3.98,"Irani, Kaizad R"
ACE,203,73756,Intro to Public Policy & Law,FAP,LCD,120228,3,10,7,0,0,1,0,1,0,0,0,0,0,0,3.74,"Coppess, Jonathan W"
ACE,210,61563,Environmental Economics,AL1,LEC,120228,18,27,16,12,17,6,4,7,3,0,1,4,4,0,3.17,"Christensen, Peter"
ACE,222,29698,Agricultural Marketing,S,LCD,120228,27,34,10,8,6,5,3,4,2,1,2,1,0,0,3.51,"Stoddard, Paul B"
ACE,240,51717,Personal Financial Planning,AL1,LEC,120228,7,12,20,8,14,4,8,2,3,0,1,1,2,0,3.15,"Stoddard, Paul B"
ACE,240,69393,Personal Financial Planning,HYB,OLC,120228,2,14,5,6,4,1,2,3,0,1,0,0,0,0,3.39,"Sanchez, Donovan"
ACE,240,74876,Personal Financial Planning,ONL,ONL,120228,476,125,0,0,53,0,0,16,0,0,6,0,13,2,3.78,"Lemoine, Craig"
ACE,251,49101,The World Food Economy,AL1,OLC,120228,20,116,61,37,24,10,4,3,1,0,0,0,4,2,3.6,"Michelson, Hope C"
ACE,262,72898,App Stat Mthds & Data AnlytcsI,AS1,LEC,120228,10,20,21,17,20,15,5,6,5,5,2,0,3,0,3.06,"Sellars, Sarah C"
ACE,264,72900,App Stat Mthds & Data Anlytcs2,AS2,LCD,120228,5,7,13,5,15,7,14,4,3,0,3,0,0,1,2.96,"Skidmore, Marin E"
ACE,270,77284,Consumer Economics,L,LEC,120228,10,13,11,5,9,2,1,1,0,2,1,1,0,1,3.39,"Gundersen, Lisa C"
ACE,300,72901,Interm. Applied Microeconomics,AL1,LEC,120228,12,28,18,16,20,10,9,10,4,0,2,2,1,0,3.16,"Endres, Renata"
ACE,310,36772,Natural Resource Economics,AL1,LCD,120228,5,2,2,5,8,5,1,3,0,0,0,0,1,0,3.05,"Endres, Renata"
ACE,341,65063,Issues in Agribus Mkts & Mgmt,AMM,LCD,120228,15,20,1,1,1,1,0,2,0,0,2,0,0,0,3.69,"Graber, Kelsey L"
ACE,341,65167,Issues in Cons Econ & Finance,CEF,LCD,120228,21,29,7,2,3,1,0,0,0,0,1,0,0,0,3.83,"Karplus, Lauren E"
ACE,341,65064,Contemp Issue Comm Fin Plng,CFP,LCD,120228,43,7,0,0,2,0,0,0,0,0,0,0,0,0,3.96,"Kuebler, Jacob D"
ACE,341,44207,Issues in AgAccy and FinAg,FAA,LCD,120228,4,28,1,0,4,0,0,2,0,0,0,0,0,0,3.79,"Helton, Caroline A"
ACE,345,53592,Finan Decision Indiv Sm Bus,X,LCD,120228,0,49,19,8,0,3,1,5,0,0,0,0,0,0,3.68,"Paulson, Nicholas D"
ACE,346,60156,Tax Policy and Finan Planning,A,LCD,120228,25,35,16,10,2,1,1,1,0,0,0,0,0,0,3.79,"Breen, John"
ACE,406,48924,Environmental Law,GR,LCD,120228,4,16,7,3,14,3,2,6,1,1,1,2,2,0,3.05,"Endres, A B"
ACE,411,62829,Environment and Development,B,LCD,120228,10,18,7,5,4,4,3,0,0,0,0,0,0,0,3.62,"Janzen, Sarah A"
ACE,427,64899,Commodity Price Analysis,M,LCD,120228,3,4,6,11,3,8,4,4,4,1,0,0,0,1,2.97,"Irwin, Scott H"
ACE,428,43123,Commodity Futures and Options,T,LCD,120228,0,9,5,3,6,6,6,5,1,0,1,1,0,0,2.92,"Robe, Michel A"
ACE,435,29710,Global Agribusiness Management,UG,ONL,120228,100,21,7,1,1,3,2,0,0,0,1,0,0,0,3.89,"Irani, Kaizad R"
ACE,444,51727,Finan Serv & Invest Plan,GR,LCD,120228,4,22,12,11,15,3,4,2,0,0,0,0,0,1,3.44,"Elmore, Ailie C"
ACE,445,47126,Int Personal Fin & Estate Plan,S,ONL,120228,61,20,0,0,13,0,0,2,0,0,0,0,1,0,3.78,"Lemoine, Craig"
ACE,455,56174,Intl Trade in Food and Agr,M,LCD,120228,3,5,10,3,5,1,2,3,1,1,1,0,0,0,3.17,"Ridley, William C"
ACE,474,73276,Economics of Consumption,UG,LCD,120228,0,4,1,1,2,2,3,3,4,0,0,1,0,2,2.6,"Lyons, Angela C"
ACE,476,36268,Behavioral Economics,UG,LCD,120228,0,8,7,4,8,5,5,1,1,1,0,0,1,1,3.05,"Lyons, Angela C"
ACES,101,51579,Contemporary Issues in ACES,ADA,DIS,120228,10,10,2,1,0,1,0,0,0,0,0,0,0,0,3.89,"Edmonds, Devin A"
ACES,101,51580,Contemporary Issues in ACES,ADB,DIS,120228,13,11,2,0,1,1,0,0,1,0,0,1,0,0,3.71,"Knepp, Aleksi R"
ACES,101,51582,Contemporary Issues in ACES,ADD,DIS,120228,17,4,1,0,1,0,0,0,0,0,0,0,0,0,3.94,"Emmert, Jason L"
ACES,101,51586,Contemporary Issues in ACES,ADH,DIS,120228,11,11,0,1,0,0,1,0,1,0,1,0,0,0,3.71,"Schnitkey, Gary D"
ACES,101,51587,Contemporary Issues in ACES,ADI,DIS,120228,19,8,1,1,0,0,0,0,0,0,1,0,0,0,3.87,"Elmore, Ailie C"
ACES,101,51588,Contemporary Issues in ACES,ADJ,DIS,120228,16,10,1,0,0,0,1,1,0,0,0,0,0,0,3.86,"Elmore, Ailie C"
ACES,101,51590,Contemporary Issues in ACES,ADL,DIS,120228,11,7,1,2,0,1,0,0,0,0,2,0,0,0,3.63,"Schneider, Alicia M"
ACES,101,51591,Contemporary Issues in ACES,ADM,DIS,120228,15,4,3,0,0,0,1,0,0,0,0,0,0,0,3.88,"Bohn, Martin O"
ACES,101,51592,Contemporary Issues in ACES,ADN,DIS,120228,8,8,0,0,0,1,2,0,0,0,1,1,0,0,3.48,"Schneider, Alicia M"
ACES,101,51593,Contemporary Issues in ACES,ADO,DIS,120228,12,6,3,0,0,0,1,0,0,0,0,0,0,0,3.88,"Emmert, Jason L"
ACES,101,51596,Contemporary Issues in ACES,ADR,DIS,120228,14,8,1,1,0,0,1,0,0,0,0,0,1,0,3.74,"Edmonds, Devin A"
ACES,101,51600,Contemporary Issues in ACES,ADV,DIS,120228,11,4,3,2,1,0,0,0,0,0,0,0,0,0,3.84,"Honegger, Logan J"
ACES,179,61977,History of Ag in IL Since 1860,A,ONL,120228,6,18,4,3,1,1,0,0,2,0,0,0,0,1,3.71,"Reid, Debra A"
ACES,179,61978,History of Ag in IL Since 1860,B,ONL,120228,4,7,12,4,5,1,1,0,0,0,0,0,3,0,3.28,"Reid, Debra A"
ADV,150,61083,Introduction to Advertising,AB1,DIS,120228,25,11,0,0,0,0,1,1,0,0,0,0,0,0,3.9,"Arreazola, Catherine J"
ADV,150,61084,Introduction to Advertising,AB2,DIS,120228,23,11,0,0,2,0,0,1,0,0,1,0,1,0,3.72,"Arreazola, Catherine J"
ADV,150,77246,Introduction to Advertising,AB3,DIS,120228,22,12,2,0,3,0,0,0,0,0,0,0,0,0,3.91,"Faisal, Naufil B"
ADV,150,77249,Introduction to Advertising,AB4,DIS,120228,21,11,0,0,2,0,0,2,0,1,1,0,1,0,3.6,"Faisal, Naufil B"
ADV,150,77251,Introduction to Advertising,AB5,DIS,120228,13,20,0,1,0,0,0,2,0,0,1,0,1,0,3.69,"Lee, Yujin"
ADV,150,77253,Introduction to Advertising,AB6,DIS,120228,20,13,0,0,5,0,0,1,1,0,0,0,0,0,3.77,"Lee, Yujin"
ADV,150,77254,Introduction to Advertising,AB7,DIS,120228,16,14,1,0,6,0,0,0,0,0,0,0,3,0,3.54,"Wang, Yanyun"
ADV,150,77256,Introduction to Advertising,AB8,DIS,120228,11,16,0,1,6,0,0,2,1,0,0,0,2,0,3.46,"Wang, Yanyun"
ADV,175,77054,Diversity in Advertising,A,LCD,120228,1,35,14,13,7,4,2,4,1,2,0,0,5,0,3.27,"Chambers, Jason P"
ADV,200,77065,Data Literacy,AB1,LAB,120228,7,3,2,3,2,3,5,0,0,0,1,0,0,0,3.23,"Taneja, Harsh"
