CRN,Course Subject,Course Number,Course Title,Course Section,Sched Type,Term,Primary Instructor,A Range,B Range,C Range,D Range,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade
41848,DANC,340,Dancing Black Popular Culture,OL2,ONL,120255,"Owens, Nikolas C",,,,,0,3,1,4,5,5,4,2,1,0,1,0,0,0,2.82
41236,ECE,120,Introduction to Computing,AL1,OLC,120255,"Bhowmik, Ujjal K",,,,,2,7,4,1,2,1,3,1,1,0,0,0,3,1,2.93
38650,ECE,205,Electrical & Electronic Ckts,ALO,OLC,120255,"Schuh, Jonathon K",,,,,15,4,3,1,3,2,0,1,0,0,0,0,1,0,3.56
40788,ECE,210,Analog Signal Processing,ONL,ONL,120255,"Chen, Yuting W",,,,,6,10,11,5,11,5,2,3,0,0,1,0,0,0,3.32
30414,ECE,211,Analog Circuits & Systems,D,ONL,120255,"Chen, Yuting W",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
38727,ECE,220,Computer Systems & Programming,ONL,ONL,120255,"Umrawal, Abhishek Kumar",,,,,2,9,5,0,7,4,3,4,1,1,2,1,2,1,2.8
40118,ECE,310,Digital Signal Processing,ONL,ONL,120255,"Radhakrishnan, Chandrasek",,,,,1,12,7,8,4,1,0,0,2,0,0,0,0,0,3.5
36227,ECE,311,Digital Signal Processing Lab,A,OLB,120255,"Radhakrishnan, Chandrasek",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
40119,ECE,313,Probability with Engrg Applic,ONL,ONL,120255,"Alvarez, Juan",,,,,5,9,10,7,10,12,9,6,5,0,1,0,2,0,2.9
40782,ECE,314,Probability in Engineering Lab,AL1,LEC,120255,"Hajek, Bruce",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
41735,ECE,314,Probability in Engineering Lab,ONL,OLC,120255,"Hajek, Bruce",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
40122,ECE,330,Power Ckts & Electromechanics,ONL,ONL,120255,"Mironenko, Olga",,,,,1,7,4,3,4,2,2,2,0,0,0,0,0,0,3.31
36228,ECE,340,Semiconductor Electronics,B,LEC,120255,"He, Wei",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
40121,ECE,340,Semiconductor Electronics,ONL,ONL,120255,"He, Wei",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
40116,ECE,342,Electronic Circuits,ONL,ONL,120255,"Schutt-Aine, Jose E",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30418,ECE,385,Digital Systems Laboratory,AL1,OLC,120255,"Cheng, Zuofu",,,,,7,16,4,2,8,4,1,0,0,1,0,0,1,0,3.45
42376,ECE,391,Computer Systems Engineering,AD1,OD,120255,"Wang, Dong Kai",,,,,3,7,1,7,10,5,0,7,1,1,2,0,1,0,2.87
42206,ECE,408,Applied Parallel Programming,AL1,OLC,120255,"Lumetta, Steven S",,,,,0,8,4,2,6,5,1,1,1,2,0,0,0,1,3.11
42182,ECE,462,Logic Synthesis,A,ONL,120255,"Aggarwal, Anu",,,,,13,3,3,2,1,1,0,0,1,0,0,0,0,0,3.71
36304,ECON,102,Microeconomic Principles,ONL,ONL,120255,"DiIanni, Isaac",,,,,34,31,9,3,6,0,0,0,0,0,0,0,0,0,3.87
37312,ECON,103,Macroeconomic Principles,ONL,ONL,120255,"Vazquez, Jose J",,,,,0,23,17,11,4,7,2,3,1,1,1,1,0,1,3.34
38802,ECON,202,Economic Statistics I,ONL,ONL,120255,"Schultz, Colleen",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37858,ECON,203,Economic Statistics II,ONL,ONL,120255,"Jeziorski, William S",,,,,1,7,4,8,6,11,5,4,3,3,0,0,4,0,2.67
38740,ECON,302,Inter Microeconomic Theory,ONL,ONL,120255,"Buckley, Bryan D",,,,,10,11,7,6,9,3,2,4,1,1,1,1,0,0,3.25
38741,ECON,303,Inter Macroeconomic Theory,A3,ONL,120255,"Vazquez, Jose J",,,,,0,13,11,4,6,4,3,2,0,0,0,0,0,0,3.38
40192,ECON,415,Environmental Economics,A3,ONL,120255,"Buckley, Bryan D",,,,,3,8,9,6,12,2,3,1,0,1,0,1,1,0,3.22
40226,ECON,420,International Economics,ONL,ONL,120255,"Dziuba, Pavlo V",,,,,7,6,4,5,2,0,0,0,0,0,0,0,0,0,3.72
42322,ECON,475,Economic Forecasting,ONL,ONL,120255,"Da Cunha Rodrig, Flavio A",,,,,7,5,1,4,4,3,2,1,0,1,0,0,0,0,3.32
38385,ECON,504,Time Series Analysis in Econ,M1,LEC,120255,"Agiakloglou, Christos",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
38404,ECON,516,Monetary Theory,M1,LEC,120255,"Elosegui, Pedro L",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37367,EIL,411,Intro to TESL Methodology,HB3,ONL,120255,"Franks, Suzanne C",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
36860,EIL,460,Principles of Language Testing,FD3,ONL,120255,"Yan, Xun",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
42491,ENG,572,Professional Practicum,CEL,DIS,120255,"Morris, James M",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
41626,ENG,572,Professional Practicum,CS,DIS,120255,"Kudaligama, Viveka P",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
40280,ENG,572,Electrical & Computer Engineer,ECE,OD,120255,"He, Wei",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
42025,ENG,572,Professional Practicum,ME,DIS,120255,"He, Jiajun",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
40617,ENG,572,Professional Practicum,PE,OD,120255,"Andruczyk, Daniel",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
41708,ENGL,117,Shakespeare on Film,AS,ONL,120255,"Stevens, Andrea",,,,,19,1,1,1,4,0,0,0,0,0,0,0,1,0,3.67
42357,ENGL,206,Enlightenment Lit and Culture,H,ONL,120255,"Nazar, Hina",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
42328,EPOL,403,Historical and Social Barriers,A,ONL,120255,"Johnson, Jennifer L",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
42329,EPOL,403,Historical and Social Barriers,ONL,ONL,120255,"Johnson, Jennifer L",,,,,0,24,3,3,0,0,0,0,0,0,1,0,0,0,3.81
42330,EPOL,409,Sociology of Education,A,ONL,120255,"Barnett, Bernice M",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
42331,EPOL,409,Sociology of Education,ONL,ONL,120255,"Barnett, Bernice M",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
42332,EPOL,412,Politics of Education,A,ONL,120255,"Adeyemo, Adeoye O",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
42333,EPOL,412,Politics of Education,OB,ONL,120255,"Adeyemo, Adeoye O",,,,,0,19,1,1,0,0,0,0,0,0,0,0,1,0,3.77
42334,EPOL,412,Politics of Education,ONL,ONL,120255,"Adeyemo, Adeoye O",,,,,0,19,1,1,1,0,0,0,0,0,0,0,0,0,3.91
42335,EPOL,472,Instruct & Train System Design,MTC,ONL,120255,"Oh, Eunjung",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
42344,EPOL,472,Instruct & Train System Design,ONL,ONL,120255,"Oh, Eunjung",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
41899,EPOL,483,Learning Technologies,MTC,ONL,120255,"Cuesta Hincapie, Carolina",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
42074,EPOL,483,Learning Technologies,ONL,ONL,120255,"Cuesta Hincapie, Carolina",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
42336,EPOL,541,Leading Improvement/Innovation,A,ONL,120255,"Herrmann, Mary B",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
42338,EPOL,541,Leading Improvement/Innovation,ONL,ONL,120255,"Herrmann, Mary B",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
42394,EPOL,556,Access to Higher Education,A,ONL,120255,"Bennett, Stacy M",,,,,1,18,2,1,1,0,1,0,0,0,0,0,0,0,3.83
42341,EPOL,590,Intro to Qualitative Methods,IQM,ONL,120255,"Adeyemo, Adeoye O",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
35974,EPSY,408,Learning & Hum Dev w/ EdTech,A,ONL,120255,"Cope, William",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
35962,EPSY,408,Learning & Hum Dev w/ EdTech,ONL,ONL,120255,"Cope, William",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
42366,EPSY,409,Mental Health for Teachers,A,ONL,120255,"Hund-Wantland, Anita R",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
38416,EPSY,590,Seminar in Adult Assessment,HSF,LCD,120255,"Duonnolo, Hollie A",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
42347,ERAM,575,Action Research,A,ONL,120255,"Roegman, Rachel",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
42367,ERAM,575,Action Research,OB,ONL,120255,"Roegman, Rachel",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
42368,ERAM,575,Action Research,ONL,ONL,120255,"Roegman, Rachel",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
42140,ESE,320,"Water Planet, Water Crisis",A,ONL,120255,"Cole, Todd M",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
38688,ESE,360,Environmental Writing,A,ONL,120255,"Tomkin, Jonathan H",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
29940,FIN,221,Corporate Finance,ONL,ONL,120255,"Raskie, Sterling",,,,,0,50,3,1,1,1,0,1,0,0,1,0,0,0,3.85
30694,FIN,300,Financial Markets,C,ONL,120255,"Peters, Stephen R",,,,,0,7,9,2,5,1,0,1,2,0,0,0,0,1,3.36
36167,FIN,435,Personal Wealth Management,ONL,ONL,120255,"Raskie, Sterling",,,,,0,23,2,3,2,1,1,1,0,0,0,0,1,1,3.6
41131,FIN,521,Advanced Corporate Finance,SA1,LCD,120255,"Peters, Stephen R",,,,,0,4,13,4,1,0,0,0,0,0,0,0,0,0,3.64
41609,FIN,521,Advanced Corporate Finance,SA2,LCD,120255,"Peters, Stephen R",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
40909,FIN,535,Wealth Management,ONL,ONL,120255,"Raskie, Sterling",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
41777,FIN,570,Corporate Finance,IMB,ONL,120255,"Almeida, Heitor",,,,,212,357,100,39,20,5,2,4,0,2,0,0,2,0,3.85
41778,FIN,570,Corporate Finance,ONL,ONL,120255,"Almeida, Heitor",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
41595,FIN,571,Money and Banking,IMB,ONL,120255,"Manouchehri Ira, Rustom D",,,,,23,366,172,90,45,22,9,11,3,3,1,0,7,1,3.64
41596,FIN,571,Money and Banking,ONL,ONL,120255,"Manouchehri Ira, Rustom D",,,,,0,62,28,15,6,1,0,1,0,0,0,0,4,0,3.62
30713,FR,101,Elementary French I,A,ONL,120255,"Clay, Amy L",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30715,FR,102,Elementary French II,B,ONL,120255,"Clay, Amy L",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
39691,FSHN,101,The Science of Food,ONL,ONL,120255,"Gist, Toni M",,,,,5,23,0,0,8,0,0,2,0,0,2,0,2,0,3.38
29943,FSHN,120,Contemporary Nutrition,A,ONL,120255,"Gist, Toni M",,,,,1,30,0,0,5,0,0,6,0,0,2,0,2,0,3.33
31264,FSHN,340,Food Production and Service,AL1,LEC,120255,"Brotherton, Jorden M",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
40277,FSHN,595,Research Methods,ONL,ONL,120255,"Xu, Guanying",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
38689,GEOL,104,Geology of the National Parks,B,ONL,120255,"Pettijohn, Justin C",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37771,GEOL,111,Emergence of Life,ONL,ONL,120255,"Meghani, Nooreen A",,,,,0,0,6,9,4,5,1,2,2,0,3,1,6,1,2.33
37296,GEOL,117,The Oceans,ONL,ONL,120255,"Pettijohn, Justin C",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
36837,GEOL,118,Natural Disasters,ONL,ONL,120255,"Gregg, Patricia",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
41621,GEOL,416,Applied Digital Geosciences,A,ONL,120255,"Meghani, Nooreen A",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30761,GEOL,417,"Geol Field Methods, Western US",A,LBD,120255,"Stewart, Michael A",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18824,GEOL,497,Applied Hydrogeology,A,ONL,120255,"Johnson, Thomas M",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18942,GEOL,593,Foundations Environmtl Geology,Y3,ONL,120255,"Pettijohn, Justin C",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30764,GER,101,Beginning German I,B,ONL,120255,"Blanchard, Paul A",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30765,GER,102,Beginning German II,C,ONL,120255,"Fiorini, Elisa",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
35136,GER,103,Intermediate German I,C,ONL,120255,"De La Hoz Garci, Jaider D",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30767,GER,104,Intermediate German II,A,ONL,120255,"Jensen, Marie L",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
41832,GGIS,101,Global Development&Environment,ONL,ONL,120255,"Meem, Tasneem Haq",,,,,16,10,2,2,0,0,0,1,0,0,0,0,0,0,3.87
41833,GGIS,103,Earth's Physical Systems,ONL,ONL,120255,"Hall, Emma C",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
41836,GGIS,210,Social & Environmental Issues,ONL,ONL,120255,"Kato, Kei",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
41837,GGIS,379,Introduction to GIS,ONL,ONL,120255,"Gadri, Mandela K",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
41843,GGIS,407,CyberGIS & Geospatial Data Sci,ONL,ONL,120255,"Umar, Muhammad",,,,,9,10,2,0,0,0,1,0,0,0,0,0,1,1,3.72
36307,GLBL,100,Intro to Global Studies,A,ONL,120255,"Schrag, David M",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
41262,GLBL,200,Foundations of Research,A,ONL,120255,"Bonatti, Valeria",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
41559,GWS,275,The Politics of Fashion,A,ONL,120255,"Rijo Sanchez, Amaury J",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
39097,GWS,378,Fairy Tales & Gender Formation,A,ONL,120255,"Turner, Robin S",,,,,19,4,1,1,1,0,0,0,0,0,0,0,3,0,3.52
42365,HDFS,455,TAP Internship,A,INT,120255,"Shockley, Adrienne M",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
34208,HIST,100,Global History,B,ONL,120255,"Mandala, Ruth V",,,,,2,5,4,5,3,1,1,1,1,1,1,0,3,2,2.83
42136,HIST,104,Black Music,A,ONL,120255,"MacDonald, Owen J",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
39396,HIST,257,"Terrorism, Past and Present",A,ONL,120255,"Lynn, John A",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
36308,HIST,273,Illinois History,B,ONL,120255,"Kelley, Kurtis J",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
42310,HK,154,"PA, Nutrition, and Health",ONL,ONL,120255,"Wolff, Whitney L",,,,,2,19,2,4,6,1,2,2,0,0,1,0,1,1,3.37
42422,HK,207,Introduction to Epidemiology,ONL,ONL,120255,"Geiger, Sarah D",,,,,8,10,5,3,2,0,0,0,0,0,0,0,0,0,3.8
42311,HK,243,Sport & Modern Society,ONL,ONL,120255,"Couture, Jesse",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
42312,HK,271,Health Equity in the U.S.,ONL,ONL,120255,"Frasca, Elizabeth A",,,,,13,14,5,2,0,2,1,0,1,0,1,1,0,0,3.6
42524,HK,390,Research Exp in Health and KIN,SAK,RES,120255,"Keye, Shelby",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
42314,HK,535,Applied Practice Experience,MHA,ONL,120255,"Meinert, Cassandra J",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
42390,HK,535,Applied Practice Experience,MPH,ONL,120255,"Martenies, Sheena E",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
42401,HK,536,Integrative Learning Exp.,MPH,LCD,120255,"Dave, Mudita M",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
40937,HT,512,Hlth Tech Capstone Implement,HTI,OD,120255,"Hartman, Julia A",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37351,IB,150,Organismal & Evolutionary Biol,A,ONL,120255,"Clegg, Benjamin F",,,,,1,16,4,4,5,7,1,6,2,0,1,0,1,0,3.09
37352,IB,364,Genomics and Human Health,A,ONL,120255,"Manaster, Joanne L",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
36889,IB,496,Ecotoxicology and Human Health,ONL,ONL,120255,"Anderson, Nicholas L",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
35151,INFO,303,Writing Across Media,A,ONL,120255,"Matresse, Elizabeth M",,,,,9,7,5,2,0,0,0,0,0,0,0,0,1,0,3.71
42324,IS,236,User Research & Evaluation,OA,ONL,120255,"Benning, Sydney M",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
42141,IS,312,Reading and Writing Data,OA,ONL,120255,"Monroe, Owen S",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
41224,IS,357,Intro to Data Storytelling,OA,ONL,120255,"Besser, Stephanie A",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
40620,IS,390,Language and Identity,LI,ONL,120255,"Alteri, Suzan",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
40670,IS,403,Children's Materials,OAG,ONL,120255,"Betts-Green, Crystal D",,,,,18,5,2,1,1,0,0,0,0,0,0,0,0,0,3.89
40252,IS,409,Web Technologies & Techniques,OAG,ONL,120255,"MacMullen, Thomas C",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
40979,IS,413,Teen Materials,OAG,ONL,120255,"Betts-Green, Crystal D",,,,,18,3,0,1,0,0,0,0,0,0,0,0,1,0,3.8
41225,IS,423,Early Literacy,OAG,ONL,120255,"Mitchell, Anna E",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
40980,IS,430,Foundations Info Processing,OAG,ONL,120255,"Alicea, Bradly J",,,,,3,11,4,1,1,0,0,0,0,0,1,0,0,0,3.71
39546,IS,445,Data Visualization,OAG,ONL,120255,"Besser, Stephanie A",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
40981,IS,453,Info Books & Resources Youth,OAG,ONL,120255,"Diekman, Linda M",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
42398,IS,467,Ethics & Policy for Data Scien,OAG,ONL,120255,"Darch, Peter T",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
42143,IS,467,Ethics & Policy for Data Scien,OAU,ONL,120255,"Darch, Peter T",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
40984,IS,471,Instruc Strat Tech Info Prof,OAG,ONL,120255,"Wong, Melissa A",,,,,15,7,0,0,2,0,0,0,0,0,0,0,0,0,3.94
42150,IS,493,Black Youth Literature,BYL,ONL,120255,"Maimone, Jessie M",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
41226,IS,501,Reference and Info Services,OB,ONL,120255,"Oberg, Steven J",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
39561,IS,510,Libraries Info and Society,OA,ONL,120255,"Ocepek, Melissa G",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
40986,IS,530,Collection Development,OA,ONL,120255,"Holba Puacz, Jeanne T",,,,,0,32,2,0,0,1,0,0,0,0,0,0,0,0,3.94
39564,IS,537,Theory & Prct of Data Cleaning,AO,ONL,120255,"Ludaescher, Bertram",,,,,388,19,7,3,3,2,0,0,0,0,0,0,1,1,3.97
40988,IS,544,Adm Mgt of Libs Info Centers,OA,ONL,120255,"McCallon, Mark",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
40990,IS,565,Cataloging for School Libs,OA,ONL,120255,"Ochs, Lauren B",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
41887,IS,573,Introduction to Artists Books,ABO,ONL,120255,"Vincler, John M",,,,,0,24,0,0,0,0,0,1,0,0,0,0,0,0,3.92
41635,IS,581,Digital Citizenship and Ethics,DCE,ONL,120255,"Mattson, Kristen M",,,,,0,20,0,1,0,0,0,0,0,0,0,0,0,0,3.96
41636,IS,581,Instruct Strat for Media Lit,ISM,ONL,120255,"Mattson, Kristen M",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
40992,IS,581,Foundations of Media Literacy,MLO,ONL,120255,"Mattson, Kristen M",,,,,0,22,0,1,1,0,0,0,0,0,0,0,1,0,3.75
41232,IS,582,Rare Book and Spec Colls,RBO,ONL,120255,"Berryhill, Carisse M",,,,,5,15,1,1,0,0,0,1,0,0,0,0,0,0,3.87
42326,IS,583,BookLab: Print to Programming,BL,LCD,120255,"Cordell, Ryan C",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
41612,IS,591,Bibliotherapy,BTO,ONL,120255,"Hotchkiss, Valerie R",,,,,2,16,1,1,0,0,0,1,0,0,0,0,0,0,3.82
