CRN,Course Subject,Course Number,Course Title,Course Section,Sched Type,Term,Primary Instructor,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade
39932,EPSY,420,Theories of Psychotherapy,A,LCD,120241,"Kinderman, Lisa",0,37,26,11,10,5,3,1,0,1,0,1,0,1,3.52
55700,EPSY,480,Educational Statistics,OLB,ONL,120241,"Zhang, Jinming",5,27,4,4,0,0,0,1,0,0,0,0,2,0,3.67
39943,EPSY,581,Applied Regression Analysis,A,LCD,120241,"Xia, Yan",32,10,1,1,0,0,0,0,0,0,0,0,0,0,3.98
58559,ESE,320,"Water Planet, Water Crisis",AL1,LEC,120241,"Sivapalan, Murugesu",5,7,7,6,1,0,0,2,0,0,0,0,0,0,3.6
61711,ESE,445,Earth Resources Sustainability,A,ONL,120241,"Cole, Todd M",7,14,6,3,5,1,1,1,0,0,1,0,2,0,3.39
74554,ESE,497,Sustainability Consulting,G,ONL,120241,"Tomkin, Jonathan H",0,11,3,0,2,3,1,1,1,1,0,0,1,0,3.18
74489,ETMA,100,Technical Systems in Agr,AL1,LEC,120241,"Johnson, Travis C",2,11,4,6,3,4,1,2,0,0,0,0,1,1,3.31
74497,ETMA,234,"Wiring, Motors and Control Sys",AL1,LEC,120241,"Raveendran Nair, Gopu",9,5,0,6,5,0,1,0,0,1,0,0,1,1,3.38
74507,ETMA,311,Humanity in the Food Web,AD2,OD,120241,"Tucker, Christina M",12,4,3,1,1,1,1,0,0,0,0,0,2,0,3.45
74504,ETMA,311,Humanity in the Food Web,AD3,OD,120241,"Tucker, Christina M",14,3,0,1,3,0,0,0,1,0,0,0,2,0,3.42
74503,ETMA,311,Humanity in the Food Web,AD4,OD,120241,"Tucker, Christina M",14,6,1,2,1,0,2,1,0,0,0,0,0,0,3.7
74509,ETMA,339,Optimization Engrg Tech Mgmt,AL1,OLC,120241,"Kuhns, Brendan M",0,9,0,0,22,0,0,13,0,0,4,0,8,1,2.36
74519,ETMA,421,Ind & Ag Safety-Injury Prev,AE1,LCD,120241,"Issa, Salah F",12,19,0,8,4,0,2,0,0,0,0,0,0,0,3.72
74523,ETMA,439,Capstone Experience,AL1,LEC,120241,"Johnson, Travis C",23,7,6,1,4,1,1,0,1,1,0,0,1,0,3.59
60688,EURO,415,Europe and the Mediterranean,UG,Onl,120241,"Rota, Emanuel",2,19,1,1,0,0,1,0,0,0,0,0,2,0,3.6
74803,FAA,201,Black Arts Today,BA,ONL,120241,"Russell, Tyran",2,9,6,5,8,8,4,6,2,0,3,2,2,1,2.75
65138,FAA,202,Artsful Teaching through Integ,A,LEC,120241,"Allen, Betty J",4,71,0,1,3,1,1,1,0,0,0,0,0,0,3.89
71455,FAA,330,Making Sustainable Design,DS,ST,120241,"Taylor, Mark",1,18,3,1,4,0,1,1,0,0,0,0,1,0,3.56
73011,FAA,431,Capstone Studio,SD,ST,120241,"Benson, Eric",0,11,3,3,2,0,2,4,1,0,0,1,0,0,3.19
32518,FIN,221,Corporate Finance,AL1,ONL,120241,"Raskie, Sterling",1,250,45,12,19,5,2,2,0,0,1,0,1,2,3.81
51083,FIN,221,Corporate Finance,AL3,LEC,120241,"Mendelson, James E",4,134,38,20,32,5,5,6,3,2,2,0,2,2,3.56
60404,FIN,221,Corporate Finance,ONL,ONL,120241,"Raskie, Sterling",0,195,52,25,18,11,6,6,2,3,1,0,2,2,3.65
69274,FIN,230,Introduction to Insurance,ONL,ONL,120241,"McChristian, Lynne P",0,74,64,8,8,2,1,2,2,0,0,0,0,0,3.71
46691,FIN,230,Introduction to Insurance,P,LCD,120241,"McChristian, Lynne P",6,45,40,16,12,17,6,1,1,1,2,0,2,1,3.4
43820,FIN,241,Fundamentals of Real Estate,D,LCD,120241,"Perkins, Scott E",3,32,4,2,11,0,0,0,0,0,0,0,0,0,3.74
43819,FIN,241,Fundamentals of Real Estate,M1,LCD,120241,"Mendelson, James E",0,21,7,3,1,1,0,1,0,0,0,0,0,0,3.75
43818,FIN,241,Fundamentals of Real Estate,ONL,ONL,120241,"Perkins, Scott E",0,115,12,2,3,1,0,0,0,0,0,0,0,0,3.93
32594,FIN,300,Financial Markets,C,LCD,120241,"Peters, Stephen R",4,1,2,4,3,0,4,2,1,0,0,0,1,1,2.94
32598,FIN,300,Financial Markets,C1,LCD,120241,"Peters, Stephen R",5,1,3,2,1,0,2,2,4,1,4,2,2,0,2.3
32593,FIN,300,Financial Markets,D,LCD,120241,"Peters, Stephen R",4,3,2,0,4,4,0,3,2,1,1,0,1,1,2.79
39481,FIN,300,Financial Markets,P1,LCD,120241,"Marcinkowski, Matthew M",1,7,9,4,10,2,2,1,0,0,1,0,0,0,3.28
49208,FIN,300,Financial Markets,S,LCD,120241,"Marcinkowski, Matthew M",6,14,11,14,6,8,5,2,1,0,0,0,0,0,3.34
40884,FIN,321,Advanced Corporate Finance,C,LCD,120241,"Fonseca, Julia",4,17,11,3,10,4,2,3,0,0,0,0,0,0,3.44
32613,FIN,321,Advanced Corporate Finance,F,LCD,120241,"Smith, Mark K",1,15,8,8,4,2,6,2,1,0,0,0,1,2,3.27
32611,FIN,321,Advanced Corporate Finance,T,LCD,120241,"Smith, Mark K",0,8,4,7,7,2,6,1,2,0,0,0,0,0,3.13
74427,FIN,380,Entrepreneurship Thru Acquistn,ETA,LCD,120241,"Smith, Mark K",18,9,1,3,1,1,1,0,0,0,1,0,2,0,3.53
71623,FIN,393,Risk Management Academy,RMA,LCD,120241,"Beigie, David P",0,46,0,0,0,0,1,0,0,0,0,0,0,0,3.96
55576,FIN,411,Investment & Portfolio Mngt,D,LCD,120241,"Spencer, Xiangyi X",2,2,4,5,6,3,1,0,2,0,0,0,1,3,3.04
39563,FIN,412,Options and Futures Markets,E,LCD,120241,"Excell, Richard O",3,10,10,12,3,1,0,1,0,0,0,0,0,0,3.56
75505,FIN,418,Financial Modeling,FM3,LCD,120241,"Brobst, Charles",4,7,4,2,3,1,0,1,1,0,0,0,0,0,3.51
53200,FIN,418,Financial Modeling,RE,LCD,120241,"Grimsley, Carolyn L",3,3,3,6,2,3,0,0,1,0,0,0,0,0,3.37
32617,FIN,423,Entrepreneurial Finance,F2,LCD,120241,"Krueger, George J",17,36,6,0,0,1,0,0,0,0,0,0,0,0,3.94
32619,FIN,423,Entrepreneurial Finance,MSF,LCD,120241,"Krueger, George J",23,30,2,1,1,0,0,0,0,0,0,0,0,1,3.96
40378,FIN,432,Managing Market Risks for Fin,FR1,LCD,120241,"Brobst, Charles",1,12,5,6,3,0,1,1,0,0,0,0,0,0,3.57
51223,FIN,434,Employee Benefit Plans,R3,LCD,120241,"Raskie, Sterling",0,63,2,1,0,0,0,0,0,0,0,0,0,0,3.98
55583,FIN,435,Personal Wealth Management,ONL,ONL,120241,"Brown, Darwin F",0,35,7,12,10,5,1,2,2,0,0,0,0,0,3.5
63568,FIN,435,Personal Wealth Management,P,LCD,120241,"Raskie, Sterling",0,21,25,15,1,0,1,0,0,0,0,0,0,1,3.67
46750,FIN,443,Legal Issues in Real Estate,P3,LCD,120241,"Perkins, Scott E",1,24,4,2,8,0,1,0,0,0,0,0,0,0,3.69
62391,FIN,445,Real Estate Investment,D3,LCD,120241,"Grimsley, Carolyn L",6,20,12,3,0,0,1,2,2,1,0,0,0,0,3.6
63631,FIN,446,Real Estate Financial Markets,AR1,LCD,120241,"Rendak, Arthur H",14,10,11,11,7,2,3,3,0,1,0,0,0,0,3.45
44466,FIN,461,Banking and Financial Reg,L,LCD,120241,"Manouchehri Ira, Rustom D",0,18,7,11,5,0,0,0,0,0,0,0,0,0,3.64
65036,FIN,463,Investment Banking,B1,LCD,120241,"Bertram, James M",0,14,7,0,2,0,1,1,0,0,0,0,0,0,3.68
74073,FIN,463,Investment Banking,B2,LCD,120241,"Bertram, James M",0,14,6,0,2,1,0,1,0,0,0,0,0,0,3.7
61873,FIN,464,Applied Financial Analysis,U2,LCD,120241,"Vitek, Michael A",4,16,5,2,1,0,0,0,0,0,0,0,0,0,3.86
71632,FIN,500,Introduction to Finance,IMB,ONL,120241,"Widdicks, Martin",0,127,25,12,9,11,2,4,4,1,1,0,12,0,3.45
53227,FIN,500,Introduction to Finance,MSP,LCD,120241,"Marcinkowski, Matthew M",4,23,8,1,2,1,0,0,0,0,0,0,0,0,3.83
71633,FIN,500,Introduction to Finance,ONL,ONL,120241,"Widdicks, Martin",0,15,3,4,4,3,1,0,0,0,0,0,4,0,3.14
71624,FIN,501,Financial Economics,M1,LCD,120241,"Alston, Mackenzie J",0,32,11,9,2,2,1,0,0,0,0,0,0,0,3.72
71630,FIN,502,Quantitative Finance,QA,LCD,120241,"Pae, Yuntaek",2,3,9,1,3,5,2,0,0,0,0,0,0,0,3.33
71622,FIN,504,Accounting for Fin Analysis,FA1,LCD,120241,"Vitek, Michael A",10,15,0,1,0,0,0,0,0,0,0,0,0,0,3.97
70495,FIN,511,Investments,IMB,ONL,120241,"Spencer, Xiangyi X",69,294,60,49,46,5,1,1,0,0,0,0,3,1,3.77
40486,FIN,511,Investments,Y1,LCD,120241,"Spencer, Xiangyi X",4,4,9,5,6,3,7,1,0,2,0,0,0,0,3.14
40794,FIN,512,Financial Derivatives,SF,LCD,120241,"Kargar, Mahyar",1,1,6,4,5,7,4,2,0,0,0,0,0,0,3.01
43777,FIN,515,Fixed Income Portfolios,F,LCD,120241,"Kargar, Mahyar",2,5,6,3,5,7,3,1,1,0,0,0,0,0,3.16
62374,FIN,518,Financial Modeling,FM2,LCD,120241,"Brobst, Charles",2,11,6,3,4,0,0,0,0,0,0,0,0,0,3.69
75506,FIN,518,Financial Modeling,FM4,LCD,120241,"Brobst, Charles",5,20,3,0,1,0,0,0,0,0,0,0,0,0,3.93
49206,FIN,521,Advanced Corporate Finance,F,LCD,120241,"Spencer, Xiangyi X",1,6,4,4,0,4,1,3,4,0,1,0,0,0,2.95
74064,FIN,526,Investment Banking,B2,LCD,120241,"Bertram, James M",0,7,5,4,2,1,1,1,0,0,0,0,0,0,3.46
65672,FIN,527,Mergers & Acquisitions Topics,C,LCD,120241,"Almeida, Heitor",4,16,3,7,11,5,0,6,0,0,0,0,2,0,3.2
74074,FIN,529,Applied Financial Analysis,G1,LCD,120241,"Vitek, Michael A",9,17,7,4,1,0,0,0,0,0,0,0,0,0,3.84
74075,FIN,529,Applied Financial Analysis,G2,LCD,120241,"Vitek, Michael A",13,9,5,1,0,0,0,0,0,0,0,0,0,0,3.92
74070,FIN,537,Financial Risk Management,C,LCD,120241,"Pearson, Neil D",4,14,16,3,10,0,0,0,0,0,0,0,0,0,3.63
74071,FIN,537,Financial Risk Management,D,LCD,120241,"Pearson, Neil D",2,6,10,16,4,2,0,0,0,0,0,0,0,0,3.48
74065,FIN,550,Big Data Analytics in Finance,BA1,LCD,120241,"Gao, Xing",2,4,7,8,3,4,0,0,0,0,0,0,0,0,3.43
74066,FIN,550,Big Data Analytics in Finance,BA2,LCD,120241,"Gao, Xing",7,15,18,17,3,0,0,0,0,0,0,0,0,0,3.66
71626,FIN,555,Financial Innovation,T1,LCD,120241,"Thanos, Monique K",13,18,10,5,0,0,0,0,0,0,0,0,0,0,3.86
74140,FIN,557,Financial Data Mgt. & Analysis,FD1,LCD,120241,"Gao, Xing",5,25,15,18,4,1,0,0,0,0,0,0,0,0,3.67
74141,FIN,557,Financial Data Mgt. & Analysis,FD2,LCD,120241,"Gao, Xing",8,23,14,10,7,2,0,0,0,0,0,0,0,0,3.67
75521,FIN,559,Adv. Data Sci & Python for Fin,P2,LCD,120241,"Pae, Yuntaek",5,9,4,4,7,2,1,0,0,0,0,0,0,0,3.52
74062,FIN,570,Corporate Finance,IMB,ONL,120241,"Almeida, Heitor",51,159,117,65,74,27,14,10,3,3,0,1,5,2,3.48
73008,FIN,571,Money and Banking,IMB,ONL,120241,"Manouchehri Ira, Rustom D",4,143,94,66,45,5,4,2,1,0,1,0,0,0,3.61
73009,FIN,571,Money and Banking,ONL,ONL,120241,"Manouchehri Ira, Rustom D",0,11,12,3,2,1,0,1,0,0,0,0,2,1,3.4
74408,FIN,573,Investment Banking Concepts,IMB,ONL,120241,"Metzger, Robert L",148,44,11,5,6,0,1,0,0,0,0,0,0,0,3.93
74807,FIN,574,Microeconomics for Business,IMB,ONL,120241,"Miller, Nolan H",26,203,72,55,44,25,12,5,4,2,3,0,12,1,3.48
74808,FIN,574,Microeconomics for Business,ONL,ONL,120241,"Miller, Nolan H",0,20,10,10,3,1,1,0,1,1,0,0,6,0,3.15
74144,FIN,589,Applied Portfolio Management,P2,LCD,120241,"Excell, Richard O",0,8,9,9,3,2,0,0,0,0,0,0,0,0,3.53
75194,FR,156,Exploring Paris,A,LCD,120241,"Maroun, Daniel N",66,51,4,2,0,0,1,0,0,0,0,0,3,0,3.87
50089,FR,418,Language&Minorities in Europe,1U,PKG,120241,"Fagyal, Zsuzsanna",11,8,5,4,0,0,1,1,0,0,0,0,0,0,3.73
32983,FSHN,101,The Science of Food,ONL,ONL,120241,"Gist, Toni M",5,192,0,0,29,0,0,8,0,0,4,0,0,0,3.76
32987,FSHN,120,Contemporary Nutrition,A,LCD,120241,"Gist, Toni M",18,118,0,0,32,0,0,4,0,0,2,0,0,0,3.74
57561,FSHN,120,Contemporary Nutrition,ONL,ONL,120241,"Gist, Toni M",31,423,0,0,70,0,0,17,0,0,7,0,4,0,3.74
70512,FSHN,175,Science of Fermented Foods,ONL,ONL,120241,"Miller, Michael J",5,81,18,6,9,4,1,0,0,0,0,0,1,0,3.76
74664,FSHN,193,Edible Entrepreneurialism,ONL,ONL,120241,"Bohn, Dawn M",6,29,0,2,0,0,1,1,0,1,0,0,0,0,3.81
60344,FSHN,232,Science of Food Preparation,AL1,OLC,120241,"Ma, Sihui",23,11,2,1,0,0,1,1,0,0,0,0,0,1,3.87
33027,FSHN,260,Raw Materials for Processing,A,LEC,120241,"Turasan Ozturk, Hazal",0,15,1,1,1,4,0,0,0,0,0,0,0,0,3.67
33030,FSHN,322,Nutrition and the Life Cycle,A,LCD,120241,"Karduck, Justine M",11,14,6,3,2,2,0,0,0,0,0,0,0,0,3.77
33016,FSHN,329,Communication in Nutrition,A,OLC,120241,"Karduck, Justine M",26,4,0,0,1,1,0,0,0,0,0,0,0,0,3.93
33029,FSHN,418,Food Analysis,A,LEC,120241,"Cadwallader, Keith R",7,19,0,0,4,0,0,1,0,0,0,0,1,0,3.69
64937,FSHN,426,Biochemical Nutrition I,A,LEC,120241,"Pan, Yuan-Xiang",3,19,0,0,1,0,0,1,0,0,0,0,0,0,3.88
33031,FSHN,427,Biochemical Nutrition II,UG,LEC,120241,"Chen, Hong",1,37,1,3,13,2,1,0,0,0,0,0,0,0,3.66
70280,FSHN,429,Nutrition Assessment & Therapy,A,LEC,120241,"Burton, Jennifer L",9,17,0,0,1,0,0,0,0,0,0,0,0,0,3.96
33039,FSHN,471,Food & Industrial Microbiology,L,LEC,120241,"Miller, Michael J",6,15,3,6,6,1,1,3,2,1,0,0,2,1,3.23
70272,FSHN,472,Applied Food Microbiology,A,LCD,120241,"Stasiewicz, Matthew J",15,9,1,1,1,3,0,0,0,0,1,0,1,0,3.59
72749,FSHN,481,Food Processing Unit Ops I,A,LEC,120241,"Xu, Changmou",0,29,5,1,4,3,1,0,1,0,0,0,0,0,3.67
41451,FSHN,595,Nutr Trtment Eating Disorder,ONL,ONL,120241,"Burton, Jennifer L",6,15,0,1,1,0,1,1,0,0,0,0,0,0,3.79
67173,FSHN,595,Water Relations in Foods,SS2,OLC,120241,"Schmidt, Shelly J",5,22,0,3,2,0,0,0,0,0,0,0,0,0,3.87
61954,GEOL,111,Emergence of Life,A,ONL,120241,"Cole, Todd M",23,26,14,14,10,7,7,1,3,2,1,1,17,0,2.94
59021,GEOL,117,The Oceans,ONL,ONL,120241,"Pettijohn, Justin C",25,88,55,17,26,15,8,7,4,3,5,1,13,1,3.29
58495,GEOL,118,Natural Disasters,ONL,ONL,120241,"Maguire, Ross R",1,77,87,43,38,14,8,8,0,0,2,0,2,0,3.44
75712,GEOL,432,Mineralogy and Mineral Optics,AL1,LEC,120241,"Stewart, Michael A",0,1,2,4,3,0,2,3,2,2,0,1,1,0,2.43
60015,GER,251,Grimm's Fairy Tales in Context,AD1,DIS,120241,"Cohen, Jared E",4,6,5,2,3,0,1,1,0,1,1,1,1,0,3.13
60018,GER,251,Grimm's Fairy Tales in Context,AD2,DIS,120241,"Cohen, Jared E",10,6,1,3,4,0,0,1,0,0,0,0,1,0,3.53
68654,GER,251,Grimm's Fairy Tales in Context,AD4,DIS,120241,"Cohen, Jared E",8,6,0,2,0,1,1,2,2,0,0,0,0,0,3.41
74129,GGIS,101,Global Development&Environment,ONL,ONL,120241,"Butcher, Sian C",147,74,10,8,8,1,1,6,0,1,0,0,1,0,3.85
74130,GGIS,204,Cities of the World,A,LCD,120241,"Butcher, Sian C",6,18,1,1,0,0,0,1,0,0,0,0,0,1,3.89
74174,GGIS,210,Social & Environmental Issues,ONL,ONL,120241,"Alvarado, Nikolai A",17,24,14,11,15,9,3,2,4,1,4,1,5,0,3.13
75629,GGIS,224,Environmental Data Science,AB3,LAB,120241,"Hall, Emma C",0,18,2,0,2,0,1,1,0,0,0,0,0,0,3.74
74179,GGIS,254,"People, Places & Env of the US",A,LCD,120241,"Wilson, David",0,45,0,1,7,0,0,3,0,0,0,0,0,0,3.76
74185,GGIS,379,Introduction to GIS,ONL,ONL,120241,"Minn, Michael J",0,32,20,14,12,2,1,2,1,0,0,0,1,0,3.5
74186,GGIS,380,Geographic Info Systems II,A,LBD,120241,"Minn, Michael J",0,8,7,2,8,0,0,1,1,0,0,0,0,0,3.41
74454,GGIS,407,CyberGIS & Geospatial Data Sci,ONL,ONL,120241,"Padmanabhan, Anand",0,19,2,1,0,0,0,0,0,0,0,0,1,0,3.77
75794,GGIS,439,Health Applications of GIS,A,LBD,120241,"Kolak, Marynia A",14,7,5,1,0,1,0,0,0,0,0,0,0,0,3.87
75613,GGIS,465,Transportation &Sustainability,U1,LCD,120241,"Cidell, Julie L",6,13,3,0,3,1,2,0,0,0,0,0,0,0,3.69
75617,GGIS,466,Environmental Policy,G,ONL,120241,"Lavey, Warren",1,12,11,5,2,0,0,1,0,0,0,0,0,0,3.67
75635,GGIS,477,Introduction to Remote Sensing,ONL,ONL,120241,"Diao, Chunyuan",0,7,4,7,2,0,0,0,0,0,1,0,0,0,3.48
52239,GLBL,100,Intro to Global Studies,A,LCD,120241,"Schrag, David M",8,11,2,2,1,1,0,1,0,0,0,0,1,1,3.62
57933,GLBL,100,Intro to Global Studies,B,LCD,120241,"Holmes, Joshua S",2,17,3,4,1,0,0,0,0,0,0,0,1,0,3.69
63491,GLBL,100,Intro to Global Studies,D,LCD,120241,"Holmes, Joshua S",2,12,7,3,1,0,0,0,0,0,0,0,0,0,3.79
58783,GLBL,200,Foundations of Research,A,LCD,120241,"Schrag, David M",12,11,0,0,1,0,0,0,0,0,0,0,0,0,3.96
58786,GLBL,250,Development,A,ONL,120241,"Bonatti, Valeria",13,6,1,1,2,0,1,0,0,0,0,0,1,0,3.65
56964,GLBL,392,Int Diplomacy and Negotiation,AL1,LEC,120241,"Wedig, Timothy E",5,4,3,3,2,0,0,1,0,1,1,0,5,0,2.69
70728,GS,102,Prep for 21st Cent Challenges,EE1,LCD,120241,"Williams, Nashea N",9,8,3,1,1,3,2,1,0,1,0,0,4,0,3.07
70730,GS,102,Prep for 21st Cent Challenges,EE2,LCD,120241,"Williams, Nashea N",14,5,1,1,0,2,1,0,2,0,2,0,7,0,2.74
71760,GSD,101,Intro to Game Studies & Design,AL,OLC,120241,"Starks, Katrina M",0,68,0,0,2,0,0,0,0,0,0,0,0,1,3.97
71759,GSD,103,The Basics of Game Design,AL,LEC,120241,"Butt, Emilie N",22,8,0,1,1,2,2,0,1,3,2,0,6,0,3
76025,GSD,202,The Role of Play in Life & Art,A,LCD,120241,"Wolf, Ava R",0,26,2,0,0,0,0,0,0,0,1,0,0,0,3.87
75016,GSD,390,2D Game Design with RPG Maker,RPG,LBD,120241,"Baird, Duncan R",19,0,0,0,0,1,0,0,0,0,0,1,1,0,3.61
71851,GSD,405,Intro Video Game Dev Process,A,LCD,120241,"Cermak, Daniel",0,20,8,2,1,0,0,0,0,0,0,0,0,0,3.84
52480,GWS,100,Intro Gender & Women's Studies,AD1,DIS,120241,"Gonzalez, Angelica",14,3,2,2,1,0,1,1,0,0,0,0,0,0,3.72
71805,GWS,201,"Race, Gender & Power",MK,LCD,120241,"Khan, Mahruq F",10,8,5,2,3,5,2,3,0,0,1,0,2,0,3.2
60005,GWS,255,"Queer Lives, Queer Politics",DVB,LCD,120241,"Vergara Bracamo, Damian",17,4,1,0,0,0,0,0,1,0,0,0,0,1,3.88
75607,GWS,275,The Politics of Fashion,AD6,DIS,120241,"Henningsen, Kadin J",18,1,3,0,0,0,0,0,0,0,0,0,1,0,3.78
61645,GWS,335,"Film, TV, and Gender",CN,OLC,120241,"Nadeau, Chantal",3,11,8,3,1,1,0,0,0,0,0,1,1,0,3.51
50084,GWS,350,Feminist & Gender Theory,MK,LCD,120241,"Kashani, Maryam",2,13,6,5,1,0,0,0,0,0,0,0,0,0,3.77
35001,GWS,380,Black Women Hist & Cultures,BS,LCD,120241,"Smith, Blair E",18,7,0,2,0,0,2,0,1,0,0,0,0,0,3.77
33663,HDFS,105,Intro to Human Development,AL1,OLC,120241,"Mitchell, Elissa T",0,184,0,0,33,0,0,10,0,0,3,0,3,0,3.68
71674,HDFS,105,Intro to Human Development,C1,ONL,120241,"Choi, Ha Young",50,13,4,1,4,0,0,0,0,0,0,0,0,0,3.92
70212,HDFS,105,Intro to Human Development,C2,ONL,120241,"Krishnaswamy, Madhulika",25,15,9,2,2,2,1,0,1,0,0,0,6,0,3.41
75588,HDFS,108,Grief/Loss Across the Lifespan,A,LCD,120241,"Hurth, Emily S",23,15,2,3,2,0,1,1,3,1,1,0,0,0,3.6
58550,HDFS,120,Intro to Family Studies,C,ONL,120241,"Gong, Qiujie",0,38,19,10,3,2,1,0,0,1,0,1,0,0,3.65
74091,HDFS,207,Self in Context,A,LCD,120241,"Hardesty, Jennifer L",19,15,5,3,1,0,1,0,1,0,0,0,0,0,3.81
68553,HDFS,208,Child and Family Inclusion,A,LCD,120241,"Hurth, Emily S",0,54,0,0,3,0,0,1,0,0,0,0,0,0,3.91
33807,HDFS,220,Families in Global Perspective,AL1,OLC,120241,"Adeniba, Tanitoluwa D",0,61,24,14,2,6,1,0,0,0,0,0,0,0,3.73
57315,HDFS,225,Close Relationships,A,LCD,120241,"Maniotes, Christopher R",11,20,1,5,6,0,1,2,0,0,1,0,1,0,3.53
44214,HDFS,290,Intro to Research Methods,AE1,LCD,120241,"Billington, Alyssa G",5,8,10,4,3,4,2,2,0,1,0,1,0,0,3.31
54385,HDFS,301,Infancy & Early Childhood,A,LEC,120241,"Yao, Linlin",0,54,0,0,2,0,0,0,0,0,0,0,0,0,3.96
39480,HDFS,305,Middle Childhood,A,LCD,120241,"Yao, Linlin",0,53,0,3,3,0,0,1,0,0,0,0,0,0,3.88
61533,HDFS,310,Adult Development,A,LCD,120241,"Mitchell, Elissa T",15,23,9,1,4,1,0,1,0,0,0,0,0,0,3.8
65153,HDFS,322,US Latina and Latino Families,A,LCD,120241,"Jimenez, Virnaliz",10,16,4,8,3,2,0,0,1,0,1,0,1,0,3.53
74666,HDFS,335,"Food, Identity, & Family Life",A,LCD,120241,"Oleschuk, Merin C",0,6,5,3,6,0,0,0,0,0,0,0,1,0,3.35
70279,HDFS,405,Adolescent Development,AL,LCD,120241,"Rivas-Koehl, Michael D",27,11,3,0,0,0,0,0,1,1,0,0,0,0,3.86
66795,HDFS,408,Hospitalized Children,AU2,LCD,120241,"Hurth, Emily S",15,18,9,10,1,1,0,0,0,0,0,0,0,0,3.78
33813,HDFS,420,Inequality Public Pol & US Fam,A,LCD,120241,"Lleras, Christy L",14,8,7,8,2,0,0,2,0,0,0,0,0,0,3.67
33826,HDFS,426,Family Conflict Management,A,DIS,120241,"Barton, Allen W",0,12,12,8,4,6,2,2,2,0,2,0,0,0,3.21
54517,HIST,100,Global History,AD9,DIS,120241,"Kumasenu, George X",0,8,3,4,3,1,0,0,0,0,0,0,2,0,3.24
52716,HIST,100,Global History,B,ONL,120241,"Liu, Lingyan",9,15,8,2,0,2,0,0,0,0,0,0,1,0,3.71
75219,HIST,104,Black Music,B,ONL,120241,"Vaughn, Taryn K",24,14,5,0,0,0,0,0,1,0,0,0,1,0,3.82
68698,HIST,105,Latin America to Independence,A,LCD,120241,"Brosseder, Claudia R",2,11,5,9,4,1,2,1,0,0,0,0,0,1,3.48
34048,HIST,171,US History to 1877,ADA,DIS,120241,"Eberhardt, Grace M",4,10,3,3,2,0,0,0,0,0,0,0,0,0,3.77
34063,HIST,172,US History Since 1877,ADB,DIS,120241,"Mandala, Ruth V",4,14,1,2,1,0,0,0,0,0,1,0,0,0,3.75
66671,HIST,203,Reacting to the Past,A,LCD,120241,"Reagan, Leslie J",0,10,4,0,4,1,0,0,0,0,0,0,4,0,3.02
47974,HIST,205,Lived Experience Latin America,A,LCD,120241,"Brosseder, Claudia R",8,4,4,6,3,1,0,0,0,1,0,0,0,0,3.54
71741,HIST,236,Madness and Modern Society,AD1,DIS,120241,"Runnels, Nathan",0,4,10,0,4,3,0,0,0,0,0,0,0,0,3.46
71742,HIST,236,Madness and Modern Society,AD2,DIS,120241,"Eagle, Jennie",0,10,10,0,2,0,0,0,0,0,0,0,0,0,3.76
71743,HIST,236,Madness and Modern Society,AD3,DIS,120241,"Runnels, Nathan",3,4,9,3,1,1,1,1,0,0,0,0,0,0,3.52
71744,HIST,236,Madness and Modern Society,AD4,DIS,120241,"Runnels, Nathan",1,5,10,2,2,1,1,0,0,0,0,0,0,0,3.56
71745,HIST,236,Madness and Modern Society,AD5,DIS,120241,"Eagle, Jennie",0,9,12,1,0,0,0,0,0,0,0,0,0,0,3.79
71746,HIST,236,Madness and Modern Society,AD6,DIS,120241,"Eagle, Jennie",0,11,10,1,0,1,0,1,0,0,0,0,0,0,3.7
34134,HIST,251,Warfare Milit Insts & Soc,A,LCD,120241,"Lynn, John A",1,2,3,2,9,6,1,5,0,0,0,0,0,0,2.93
56800,HIST,252,The Holocaust,B,LCD,120241,"Fritzsche, Peter A",1,4,6,3,1,5,0,1,2,0,0,0,2,0,2.95
74147,HIST,263,US History of Medicine,AD1,DIS,120241,"Stec, Andrew J",0,10,2,6,4,0,0,1,0,0,0,0,0,0,3.54
74550,HIST,263,US History of Medicine,AD5,DIS,120241,"Stec, Andrew J",1,10,5,1,3,1,0,0,1,0,0,0,0,0,3.59
63376,HIST,264,Technology in Western Society,A,LCD,120241,"Sepkoski, David C",0,7,10,2,3,0,1,0,1,0,0,0,0,0,3.52
66665,HIST,269,Jewish History Since 1700,B,ONL,120241,"Natale, Marisa G",3,7,4,3,2,2,2,2,3,1,1,1,6,0,2.5
60273,HIST,273,Illinois History,A,ONL,120241,"Kelley, Kurtis J",15,22,7,2,3,0,0,0,0,0,0,0,0,0,3.86
39398,HIST,276,Afro-American Hist Since 1877,A,LCD,120241,"Cha-Jua, Sundiata",8,0,9,0,1,1,0,1,0,0,0,0,2,0,3.3
68642,HIST,280,Caribbean Latina/o Migration,A,LCD,120241,"Burgos, Adrian",2,22,11,4,1,0,0,0,1,0,1,0,0,0,3.7
34127,HIST,283,Asian American History,A,LCD,120241,"Espiritu, Augusto F",3,8,2,2,3,2,3,0,1,0,0,0,1,0,3.24
50041,HIST,285,US Gender History to 1877,A,LEC,120241,"Asaka, Ikuko",4,27,8,2,1,1,0,1,0,1,1,0,1,0,3.62
