CRN,Course Subject,Course Number,Course Title,Course Section,Sched Type,Term,Primary Instructor,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade
31915,CI,420,Found of Early Childhood Educ,AE,PR,120241,"Smith, Stephanie C",0,16,5,0,0,1,0,0,0,0,0,0,0,0,3.86
63326,CI,432,Invest Approach Elem Math Inst,C3,LCD,120241,"Poetzel, Adam R",0,20,0,1,0,0,0,0,0,0,0,0,0,0,3.97
68567,CI,443,Mathematics Early Childhood Ed,A,LCD,120241,"Altshuler, Mari R",4,15,2,1,0,0,0,0,0,0,0,0,0,0,3.94
75962,CI,447,Early Ch Ed Sci Cnt & Method,A,ONL,120241,"Stalter, Kristina N",0,20,2,0,2,0,0,0,0,0,0,0,0,0,3.89
63334,CI,451,Tchg Elem Science II,C3,LCD,120241,"D'Angelo, Cynthia M",0,19,1,0,1,0,0,0,0,0,0,0,0,0,3.94
75961,CI,453,Profssnl Learning Community I,A,ONL,120241,"Pradzinski, Anne M",0,17,4,0,3,0,0,0,0,0,0,0,0,0,3.82
56816,CI,473,Disciplinary Literacy,BL2,LEC,120241,"Filkins, Scott R",24,64,4,2,1,0,0,1,0,0,0,0,0,0,3.94
31965,CI,473,Disciplinary Literacy,CL1,LEC,120241,"Filkins, Scott R",13,29,9,1,4,1,0,0,0,0,0,0,0,0,3.85
63340,CI,475,Teach Elem Rdg & Lang Arts I,C3,LCD,120241,"Zhang, Jiadi",13,6,0,0,2,0,0,0,0,0,0,0,0,0,3.9
31985,CI,501,Curr Dev for the 21st Century,A,ONL,120241,"McMillian, Rachel D",23,2,1,0,0,1,0,1,0,0,0,0,0,0,3.87
70175,CLCV,102,Medical Terms-GRK & LAT Roots,ON1,ONL,120241,"Warnement, Sophia I",61,14,12,5,4,1,2,0,0,0,0,0,2,0,3.76
70176,CLCV,102,Medical Terms-GRK & LAT Roots,ON2,ONL,120241,"Warnement, Sophia I",34,15,5,3,3,2,0,2,1,1,0,0,1,1,3.67
31318,CLCV,111,Mythology of Greece and Rome,A,LEC,120241,"Solomon, Jon",0,20,1,2,8,1,1,1,1,1,0,5,0,0,3.11
31319,CLCV,115,Mythology of Greece and Rome,ADA,DIS,120241,"Yost, Franziska M",2,21,2,0,2,0,0,0,1,0,0,0,0,0,3.82
31321,CLCV,115,Mythology of Greece and Rome,ADC,DIS,120241,"Gregory, Jackson T",0,15,1,4,4,0,1,2,0,0,1,0,2,0,3.21
31322,CLCV,115,Mythology of Greece and Rome,ADD,DIS,120241,"Yost, Franziska M",0,21,0,1,6,0,0,0,0,0,0,0,2,1,3.51
31323,CLCV,115,Mythology of Greece and Rome,ADE,DIS,120241,"Gregory, Jackson T",1,18,2,1,3,1,0,0,0,1,0,0,0,0,3.69
31324,CLCV,115,Mythology of Greece and Rome,ADF,DIS,120241,"Fenton, Vaughn H",1,8,3,1,8,1,1,1,0,0,0,0,1,0,3.25
31325,CLCV,115,Mythology of Greece and Rome,ADG,DIS,120241,"Sotiroudis, Panagiotis",2,24,1,0,2,0,0,1,0,0,1,0,1,0,3.65
31327,CLCV,115,Mythology of Greece and Rome,ADI,DIS,120241,"Reymann, Emma F",1,13,1,2,4,0,0,0,1,0,0,0,0,0,3.64
31328,CLCV,115,Mythology of Greece and Rome,ADJ,DIS,120241,"Yost, Franziska M",2,9,5,0,5,2,1,3,0,0,0,0,1,0,3.25
31329,CLCV,115,Mythology of Greece and Rome,ADK,DIS,120241,"Mylli, Eleonora",1,7,3,0,5,1,1,2,0,0,1,0,2,1,2.96
38766,CLCV,115,Mythology of Greece and Rome,ADM,DIS,120241,"Fenton, Vaughn H",0,17,1,2,2,1,0,2,0,0,0,0,2,1,3.37
38767,CLCV,115,Mythology of Greece and Rome,ADN,DIS,120241,"Gregory, Jackson T",0,19,1,1,3,0,0,3,0,0,0,0,0,0,3.63
52436,CLCV,115,Mythology of Greece and Rome,ADP,DIS,120241,"Taavon, Modje",0,22,2,1,4,0,0,1,0,0,0,0,1,0,3.63
31331,CLCV,116,Intro Ancient Roman Culture,A,LEC,120241,"Walters, Brian C",6,49,17,5,8,5,1,3,0,1,1,1,2,0,3.51
58508,CLCV,132,"Class Archaeology, Rome-Italy",B,LCD,120241,"Bevis, Elizabeth A",4,8,3,2,5,1,0,1,0,0,0,2,2,0,3.1
31333,CLCV,220,Gre-Ro Antiq in Nativ Amer Lit,B,LCD,120241,"Williams, Craig A",2,2,4,2,1,3,0,2,3,4,1,0,1,0,2.55
45762,CLCV,220,Exploring Greek & Roman World,G,LCD,120241,"Tzanetou, Angeliki",3,13,3,3,0,2,0,0,2,0,0,0,0,1,3.6
71774,CLCV,224,Greco-RomanAntiquityUSMinority,A10,DIS,120241,"Martinez, Jeffery D",0,31,0,0,0,1,0,0,0,0,0,0,0,0,3.96
70184,CLCV,224,Greco-RomanAntiquityUSMinority,AD2,DIS,120241,"McQueen, Kelli A",1,28,1,0,0,1,0,0,0,0,0,0,0,0,3.95
70186,CLCV,224,Greco-RomanAntiquityUSMinority,AD4,DIS,120241,"Martinez, Jeffery D",0,30,1,0,1,0,0,0,0,0,0,0,0,0,3.96
70187,CLCV,224,Greco-RomanAntiquityUSMinority,AD5,DIS,120241,"Hay, Brenden",5,21,2,0,1,0,0,1,0,0,0,0,0,0,3.88
70188,CLCV,224,Greco-RomanAntiquityUSMinority,AD6,DIS,120241,"Fedjanina, Marija",5,21,0,1,1,0,0,0,0,0,0,0,1,0,3.8
71771,CLCV,224,Greco-RomanAntiquityUSMinority,AD7,DIS,120241,"Fedjanina, Marija",8,18,0,2,0,0,0,1,0,0,1,0,0,0,3.79
71772,CLCV,224,Greco-RomanAntiquityUSMinority,AD8,DIS,120241,"McQueen, Kelli A",0,25,0,0,5,0,0,0,0,1,0,0,0,0,3.75
71773,CLCV,224,Greco-RomanAntiquityUSMinority,AD9,DIS,120241,"Stratton, Trevor R",0,31,0,0,1,0,0,0,0,0,0,0,0,0,3.97
31342,CLCV,231,Development of Ancient Cities,A,OLC,120241,"Kaufman, Brett S",21,69,15,3,7,1,0,1,0,0,1,0,0,0,3.83
40328,CLCV,444,The Archaeology of Italy,A,LCD,120241,"Bevis, Elizabeth A",5,12,1,4,1,0,1,1,0,0,0,0,2,0,3.42
50462,CMN,101,Public Speaking,A1,LCD,120241,"Balester, Nathan",0,10,5,1,3,1,0,0,1,0,0,0,0,1,3.57
50465,CMN,101,Public Speaking,B2,LCD,120241,"Balester, Nathan",2,9,5,1,2,0,1,1,0,0,0,0,3,0,3.17
50466,CMN,101,Public Speaking,B3,LCD,120241,"McGowan, Kathleen L",0,8,3,2,7,0,0,1,0,0,0,1,2,0,3.06
50469,CMN,101,Public Speaking,C2,LCD,120241,"Mulvaney, Adan",1,11,1,2,3,2,1,1,1,0,0,1,0,0,3.31
50470,CMN,101,Public Speaking,C3,LCD,120241,"St John, Jeremiah",2,11,3,0,4,1,1,1,0,0,0,0,1,0,3.42
50471,CMN,101,Public Speaking,C4,LCD,120241,"Stewart, Nathaniel M",5,6,1,0,3,0,0,0,0,0,1,1,6,0,2.54
50479,CMN,101,Public Speaking,C5,LCD,120241,"Gailey, Benjamin J",0,12,1,4,1,2,0,0,0,0,1,0,0,0,3.54
50527,CMN,101,Public Speaking,C6,LCD,120241,"McGowan, Kathleen L",0,10,1,5,4,0,0,2,0,1,0,0,0,0,3.38
50482,CMN,101,Public Speaking,D2,LCD,120241,"St John, Jeremiah",1,12,1,1,4,3,0,0,0,0,0,0,0,0,3.59
50484,CMN,101,Public Speaking,D4,LCD,120241,"Stewart, Nathaniel M",4,12,1,0,3,1,1,0,1,0,0,0,0,0,3.62
50486,CMN,101,Public Speaking,E1,LCD,120241,"Caddell, Mackenzie E",2,10,3,2,4,1,0,0,0,0,0,0,1,0,3.49
58528,CMN,101,Public Speaking,E2,LCD,120241,"Okegbe, Samantha I",3,7,6,0,1,2,1,0,0,0,0,0,1,0,3.46
58531,CMN,101,Public Speaking,E3,LCD,120241,"Morrow, Ethan",0,9,0,1,4,2,0,2,2,0,1,0,0,0,3.1
50489,CMN,101,Public Speaking,E4,LCD,120241,"Boelkow, Meghan M",2,10,0,3,2,2,1,1,0,0,1,0,0,0,3.39
50490,CMN,101,Public Speaking,F1,LCD,120241,"Faussane, Eleanor",0,5,5,5,4,0,1,0,0,0,1,0,1,0,3.2
58532,CMN,101,Public Speaking,F3,LCD,120241,"Okegbe, Samantha I",6,7,3,1,1,1,1,1,1,0,0,0,0,0,3.55
50498,CMN,101,Public Speaking,F4,LCD,120241,"Morrow, Ethan",1,3,2,4,8,1,0,2,0,0,1,0,0,1,3.11
50497,CMN,101,Public Speaking,F5,LCD,120241,"Gailey, Benjamin J",0,15,5,1,1,0,0,0,0,0,0,0,0,0,3.85
50506,CMN,101,Public Speaking,G1,LCD,120241,"Choudhry, Bisma N",2,17,0,0,4,1,0,0,0,0,0,0,0,0,3.78
58492,CMN,101,Public Speaking,H1,LCD,120241,"Faussane, Eleanor",1,11,2,3,5,1,0,0,0,0,0,0,0,0,3.61
50501,CMN,101,Public Speaking,M1,LCD,120241,"Alberti, George L",4,18,1,0,1,0,0,0,0,0,0,0,0,0,3.94
50502,CMN,101,Public Speaking,M2,LCD,120241,"Allegretti, Anne E",2,10,7,1,2,1,0,0,0,0,0,0,1,1,3.57
50503,CMN,101,Public Speaking,M3,LCD,120241,"Unruh, Margret",1,13,5,3,0,0,0,1,0,0,0,0,0,0,3.75
50505,CMN,101,Public Speaking,P1,LCD,120241,"Da Silva, Oxala",3,11,3,1,4,1,0,0,0,0,0,0,1,0,3.54
58529,CMN,101,Public Speaking,P2,LCD,120241,"Allegretti, Anne E",3,14,2,0,0,1,2,0,0,0,0,0,0,1,3.76
50511,CMN,101,Public Speaking,Q1,LCD,120241,"Alberti, George L",0,21,0,1,2,0,0,0,0,0,0,0,0,0,3.89
50518,CMN,101,Public Speaking,Q3,LCD,120241,"Persad-Maharaj, Tamara",2,12,2,2,1,1,1,0,0,0,0,0,0,0,3.71
50519,CMN,101,Public Speaking,Q5,LCD,120241,"Da Silva, Oxala",1,10,2,3,3,0,1,3,0,0,0,0,1,0,3.28
50520,CMN,101,Public Speaking,R1,LCD,120241,"Bishop, Mardia J",1,16,0,2,1,2,1,0,0,0,0,0,0,0,3.71
50521,CMN,101,Public Speaking,R2,LCD,120241,"Gallo, Franklin",4,9,7,2,0,0,1,0,0,0,0,0,0,0,3.77
51547,CMN,101,Public Speaking,S1,LCD,120241,"Alberti, George L",3,16,2,2,1,0,0,0,0,0,0,0,0,0,3.88
50528,CMN,102,Introduction to Communication,AL1,LEC,120241,"Quick, Brian L",29,21,21,7,11,17,13,12,9,4,6,1,7,0,2.91
50545,CMN,112,Oral & Written Comm II,C2,LCD,120241,"Murphy, Margaret A",0,16,4,1,0,0,0,1,0,0,0,0,0,0,3.82
50548,CMN,112,Oral & Written Comm II,D1,LCD,120241,"Sanders, Jacob D",0,22,0,0,0,0,0,1,0,0,0,0,0,0,3.91
50549,CMN,112,Oral & Written Comm II,D2,LCD,120241,"Murphy, Margaret A",0,19,2,0,1,0,0,1,0,0,0,0,0,0,3.84
50551,CMN,112,Oral & Written Comm II,E1,LCD,120241,"Sanders, Jacob D",0,19,1,0,2,0,0,0,0,0,0,0,0,0,3.89
50552,CMN,112,Oral & Written Comm II,E2,LCD,120241,"Murphy, Kathleen B",0,19,2,2,0,0,0,0,0,0,0,0,0,0,3.91
50553,CMN,112,Oral & Written Comm II,E3,LCD,120241,"Kolson, Erica R",0,12,4,2,1,3,0,0,0,0,0,0,0,0,3.65
50554,CMN,112,Oral & Written Comm II,F1,LCD,120241,"Kolson, Erica R",0,18,2,0,0,1,0,0,0,0,0,0,0,0,3.91
50555,CMN,112,Oral & Written Comm II,F2,LCD,120241,"Murphy, Kathleen B",0,17,4,1,0,0,1,0,0,0,0,0,0,0,3.84
50557,CMN,112,Oral & Written Comm II,L1,LCD,120241,"Wright, Anna M",0,18,2,0,1,0,0,0,0,0,0,0,0,0,3.92
50560,CMN,112,Oral & Written Comm II,M2,LCD,120241,"Han, Junhyung",0,16,4,1,0,0,0,0,0,0,0,0,0,0,3.91
50563,CMN,112,Oral & Written Comm II,P1,LCD,120241,"Rahman, Mrittika A",0,19,2,0,1,1,0,0,0,0,0,0,0,0,3.87
50566,CMN,112,Oral & Written Comm II,Q1,LCD,120241,"Rahman, Mrittika A",0,14,4,0,0,2,0,0,0,0,1,0,0,0,3.67
50567,CMN,112,Oral & Written Comm II,Q2,LCD,120241,"McGuire, Maeve O",0,14,3,1,0,1,0,0,1,0,1,0,1,0,3.44
70202,CMN,210,Public Comm in Everyday Life,1,LCD,120241,"Farrar, Cassidy L",3,7,6,5,4,1,0,1,0,0,1,1,0,0,3.35
70203,CMN,210,Public Comm in Everyday Life,2,LCD,120241,"Farrar, Cassidy L",1,8,4,2,5,2,3,0,0,1,0,0,0,0,3.31
53252,CMN,211,Business and Professional Comm,2,LCD,120241,"Cunningham, Leanne M",3,8,4,2,2,1,0,0,1,0,0,0,0,0,3.6
52898,CMN,211,Business and Professional Comm,3,LCD,120241,"Cunningham, Leanne M",1,8,4,2,4,1,1,1,0,0,0,0,0,0,3.47
50583,CMN,211,Business and Professional Comm,4,LCD,120241,"Bunch, Caroline M",1,11,2,2,4,0,0,0,0,0,0,0,1,0,3.52
65215,CMN,212,Intro to Organizational Comm,1,ONL,120241,"Kim, Min Kyung",1,6,5,2,6,5,2,0,0,0,0,1,1,0,3.09
50686,CMN,212,Intro to Organizational Comm,2,LCD,120241,"Kim, Min Kyung",3,10,8,2,2,1,1,0,0,0,1,0,0,0,3.57
65071,CMN,213,Small Group Communication,1,LCD,120241,"Macswain, Chandler J",2,4,4,6,2,0,0,2,0,0,1,2,0,0,3.09
71775,CMN,214,Org Comm & Diversity,1,LCD,120241,"Fields, Victoria T",7,5,1,2,2,2,0,1,0,1,0,0,2,0,3.17
71776,CMN,214,Org Comm & Diversity,2,LCD,120241,"Fields, Victoria T",14,6,1,3,5,1,1,1,1,1,0,0,1,0,3.39
50587,CMN,220,Communicating Public Policy,1,LCD,120241,"Klajbor, Michael F",0,17,1,1,2,0,0,0,0,0,0,0,2,0,3.52
50588,CMN,220,Communicating Public Policy,2,LCD,120241,"Golding, Wallace S",0,15,0,0,4,2,0,0,1,0,0,1,0,0,3.46
50599,CMN,230,Intro to Interpersonal Comm,AL1,LEC,120241,"Guntzviller, Lisa",17,31,13,7,9,2,1,2,0,2,0,1,2,0,3.51
50601,CMN,232,Intro to Intercultural Comm,1,LCD,120241,"Eberline, Ana Lisa P",0,17,1,1,1,0,1,2,2,0,0,0,0,0,3.51
69097,CMN,232,Intro to Intercultural Comm,2,LCD,120241,"Eberline, Ana Lisa P",0,20,2,0,1,1,1,1,0,0,0,0,0,0,3.74
60053,CMN,232,Intro to Intercultural Comm,3,ONL,120241,"Koven, Michele E",0,8,6,4,0,3,2,0,2,0,0,0,0,0,3.33
75568,CMN,250,Social Movement Communication,1,LCD,120241,"Cisneros, Josue D",0,24,4,4,2,0,1,0,0,0,0,0,0,0,3.78
75567,CMN,250,Social Movement Communication,2,LCD,120241,"Khanam, Shaimaa",0,18,1,1,4,3,0,2,0,0,0,0,0,0,3.55
70366,CMN,250,Social Movement Communication,3,LCD,120241,"Khanam, Shaimaa",1,11,1,1,7,2,0,0,1,0,0,0,0,0,3.46
50602,CMN,260,Intro to Health Communication,3,LCD,120241,"Hartman, Daniel",2,2,5,0,7,4,1,0,2,2,0,2,1,0,2.7
65216,CMN,260,Intro to Health Communication,4,LCD,120241,"Hartman, Daniel",2,3,6,0,4,3,2,1,3,0,0,0,3,1,2.73
50603,CMN,260,Intro to Health Communication,5,LCD,120241,"Babu, Sara",0,4,5,6,4,2,2,1,0,0,0,1,0,0,3.16
74271,CMN,260,Intro to Health Communication,6,LCD,120241,"Babu, Sara",6,6,3,1,3,2,0,3,1,0,0,0,0,0,3.37
50613,CMN,277,Intro to Mediated Comm,AL,LEC,120241,"Coles, Stewart M",8,6,5,8,5,1,3,1,2,0,0,0,3,0,3.12
50625,CMN,321,Strategies of Persuasion,1,LCD,120241,"Murphy, John M",0,6,3,1,12,5,2,3,2,0,1,0,2,0,2.78
50631,CMN,323,Argumentation,A,LCD,120241,"Murphy, John M",0,10,2,2,3,0,1,2,1,0,0,0,1,1,3.23
50633,CMN,323,Argumentation,C,LCD,120241,"Tscholl, Gabriela",0,11,4,2,4,0,0,0,0,0,0,0,1,0,3.52
54557,CMN,326,Mass Media and the Audience,1,LCD,120241,"Fujimoto, Elinor M",1,6,1,1,5,2,1,2,3,0,1,0,2,0,2.71
56848,CMN,326,Mass Media and the Audience,2,LCD,120241,"Fujimoto, Elinor M",1,5,2,1,5,0,2,5,1,0,2,0,4,0,2.43
74683,CMN,326,Mass Media and the Audience,5,ONL,120241,"Schneider, Abigail M",5,6,8,5,2,3,0,1,0,0,0,0,0,0,3.53
74684,CMN,326,Mass Media and the Audience,6,ONL,120241,"Schneider, Abigail M",9,9,2,1,1,1,1,1,0,0,2,0,0,0,3.51
75537,CMN,327,Comm and Public Opinion,1,LCD,120241,"Van Duyn, Emily E",0,7,3,3,2,3,3,1,2,0,0,0,0,0,3.14
75538,CMN,328,Social Media and Politics,1,LCD,120241,"Van Duyn, Emily E",0,15,4,6,4,1,2,1,0,0,0,0,0,0,3.51
60185,CMN,336,Family Communication,1,LCD,120241,"Ramey, Mary E",7,16,1,1,3,0,1,5,0,0,0,0,1,0,3.44
60184,CMN,336,Family Communication,2,LCD,120241,"Ramey, Mary E",11,11,0,2,3,0,0,6,0,0,0,0,0,0,3.5
64998,CMN,345,Visual Media Effects,1,LCD,120241,"Bigsby, Elisabeth",1,5,6,6,5,2,1,3,1,0,0,0,1,0,3.11
74272,CMN,345,Visual Media Effects,2,LCD,120241,"Bigsby, Elisabeth",1,6,9,4,7,2,1,1,2,2,0,0,0,0,3.17
74718,CMN,361,Storytelling as Oral Comm,2,LCD,120241,"Bishop, Mardia J",5,13,2,2,2,0,1,1,0,0,0,0,0,0,3.71
54389,CMN,368,Sexual Communication,AL1,LEC,120241,"Ramey, Mary E",22,81,7,1,25,4,0,7,0,0,0,0,1,0,3.65
52635,CMN,375,The American Family,GG,LEC,120241,"Giorgio, Grace A",0,60,13,11,12,2,0,1,0,0,0,0,0,0,3.71
50638,CMN,396,Comm & Digital Culture,C,LCD,120241,"Gipson, Brooklyne J",7,1,3,2,2,1,0,3,1,1,0,0,1,0,3.06
50639,CMN,396,Media and Crime,E,DIS,120241,"Coles, Stewart M",3,2,8,3,4,0,1,0,0,0,0,0,0,0,3.51
50646,CMN,396,Leading Nonprofits,F,LCD,120241,"Guyette, Rebecca A",3,14,6,1,0,0,0,1,0,0,0,0,0,0,3.81
50643,CMN,396,Communication & Leadership,G,LCD,120241,"Jones Barbour, Jennifer L",3,14,2,2,1,1,3,1,1,0,1,0,1,0,3.31
52643,CMN,410,Workplace Comm Technology,GR,LCD,120241,"Barley, William",0,11,8,2,5,2,2,1,2,0,0,0,0,0,3.35
50660,CMN,432,Gender Communication,1,LCD,120241,"Melendez, Tanya",0,3,1,4,6,0,1,8,0,0,0,1,2,0,2.54
54585,CMN,432,Gender Communication,2,LCD,120241,"Giorgio, Grace A",4,11,10,2,1,0,0,0,0,0,0,0,0,0,3.8
52656,CMN,462,Interpersonal Health Comm,1GR,LCD,120241,"Thompson, Charee M",0,12,5,3,4,1,2,1,1,0,0,0,0,0,3.43
67917,CMN,595,e-Health,EB1,ONL,120241,"Bigsby, Elisabeth",7,8,0,1,2,0,0,1,0,0,1,0,2,0,3.29
71645,CPSC,113,"Environment, Agric, & Society",A,LCD,120241,"Rayburn, A L",3,50,0,0,15,9,0,2,0,0,0,0,4,0,3.43
48193,CPSC,116,The Global Food Production Web,A,LCD,120241,"Bohn, Martin O",0,121,0,0,11,0,0,1,0,0,2,0,0,1,3.86
34188,CPSC,180,Medicinal Plants and Herbology,A,LCD,120241,"Riggins, Chance",13,8,0,0,0,0,0,2,0,0,0,0,1,0,3.67
71661,CPSC,212,Intro to Plant Protection,AL1,LEC,120241,"Schroeder, Nathan E",1,17,1,2,10,0,1,9,0,1,4,0,2,0,2.87
31547,CPSC,418,Crop Growth and Management,A,ONL,120241,"Villamil, Maria B",38,10,0,5,2,0,0,2,0,0,0,0,1,0,3.77
31539,CPSC,431,Plants and Global Change,A,LCD,120241,"Leakey, Andrew",1,13,7,6,12,0,2,2,0,0,0,0,1,0,3.33
75935,CPSC,481,Cannabis Flower Production,OLP,Onl,120241,"Lee, DoKyoung",0,20,0,2,11,0,0,1,0,0,0,0,6,0,3.04
57618,CPSC,499,Plant Nutrition,EH,ONL,120241,"Heaton, Emily A",0,12,2,3,2,0,1,0,0,0,0,0,3,0,3.2
71656,CPSC,540,Applied Statistical Methods II,AL1,LEC,120241,"Klimasmith, Isaac M",1,12,6,1,1,1,0,0,1,1,0,0,0,0,3.58
31018,CS,101,Intro Computing: Engrg & Sci,AL1,LEC,120241,"Beckman, Mattox A",156,211,67,28,23,20,10,7,2,3,6,2,3,0,3.68
31127,CS,105,Intro Computing: Non-Tech,AL1,LEC,120241,"Lewis, Colleen M",6,70,35,23,32,30,19,18,12,6,14,8,20,8,2.77
71571,CS,124,Intro to Computer Science I,AL1,OLC,120241,"Challen, Geoffrey W",0,362,64,33,50,20,13,14,9,0,23,0,25,9,3.41
71594,CS,128,Intro to Computer Science II,AL1,OLC,120241,"Nowak, Michael",0,690,50,33,28,21,9,7,6,0,8,0,28,6,3.69
39311,CS,173,Discrete Structures,AL1,LEC,120241,"Cosman, Benjamin L",27,77,51,34,21,23,6,10,5,7,6,2,8,3,3.25
31187,CS,173,Discrete Structures,AL3,LEC,120241,"Cosman, Benjamin L",16,79,43,37,34,16,7,17,6,8,4,4,2,2,3.24
50093,CS,173,Discrete Structures,BL2,LEC,120241,"Balepur, Naina",15,71,36,37,34,27,14,11,6,3,7,1,5,4,3.18
31200,CS,199,Even More Practice 128,E28,LEC,120241,"Schatz, Jule",0,36,0,0,0,0,0,0,0,0,0,0,1,0,3.89
31205,CS,210,Ethical & Professional Issues,AL1,LCD,120241,"Cunningham, Ryan M",4,16,4,2,4,0,1,0,0,0,0,0,0,0,3.73
71616,CS,211,Ethical & Professional Conduct,EPC,LCD,120241,"Cunningham, Ryan M",8,84,27,12,19,3,1,2,2,0,0,0,1,0,3.66
71617,CS,222,Software Design Lab,SDL,LBD,120241,"Woodley, Michael J",0,244,47,24,17,5,5,2,0,1,2,0,4,2,3.74
31208,CS,225,Data Structures,AL1,LEC,120241,"Evans, Graham C",2,404,77,50,70,34,26,31,16,16,12,7,34,5,3.29
68283,CS,225,Data Structures,ZJ1,LBD,120241,"Kindratenko, Volodymyr",15,34,13,5,7,6,6,2,3,1,2,0,2,0,3.37
61689,CS,233,Computer Architecture,AL1,LEC,120241,"Herman, Geoffrey L",17,124,4,1,14,2,1,5,0,1,3,0,4,1,3.67
61827,CS,233,Computer Architecture,BL1,OLC,120241,"Herman, Geoffrey L",14,54,6,1,12,1,0,4,0,0,3,0,3,1,3.54
74116,CS,277,Algo & Data Stru for Data Sci,AL1,LEC,120241,"Solomon, Brad R",29,28,16,9,7,1,2,2,0,0,0,1,1,0,3.64
71618,CS,307,Model & Learning in Data Sci,AL1,LEC,120241,"Dalpiaz, David M",12,13,2,0,2,1,0,0,0,0,0,0,0,0,3.87
74117,CS,340,Intro to Computer Systems,ICS,LEC,120241,"Tychonievich, Luther A",34,80,29,13,6,10,6,9,3,2,4,1,3,0,3.47
74118,CS,341,System Programming,AL1,LEC,120241,"Angrave, Lawrence",47,161,44,32,16,6,4,1,2,2,2,4,1,0,3.68
61476,CS,357,Numerical Methods I,M,OLC,120241,"Silva, Mariana T",10,100,25,18,23,13,7,5,2,4,3,2,2,0,3.43
50106,CS,357,Numerical Methods I,N,LCD,120241,"Silva, Mariana T",20,90,21,10,14,9,10,7,3,0,1,1,0,0,3.55
65082,CS,361,Prob & Stat for Computer Sci,AL1,LEC,120241,"Liu, Hongye",109,54,33,29,13,10,9,5,6,2,0,1,8,0,3.51
65088,CS,374,Intro to Algs & Models of Comp,AL1,LEC,120241,"Mehta, Ruta",37,62,53,60,52,49,29,37,20,16,7,2,4,1,2.99
67005,CS,374,Intro to Algs & Models of Comp,BL1,LEC,120241,"Umrawal, Abhishek Kumar",27,72,30,58,32,0,25,22,7,5,2,2,2,0,3.24
46258,CS,410,Text Information Systems,B3,LEC,120241,"Robles Granda, Pablo D",130,14,1,2,1,0,1,0,0,0,0,0,3,0,3.9
67992,CS,411,Database Systems,DSO,ONL,120241,"Chang, Kevin C",99,128,11,6,6,5,0,1,1,0,0,0,3,4,3.86
31352,CS,411,Database Systems,N3,LCD,120241,"Alawini, Abdussalam A",19,348,61,16,10,9,2,5,2,1,0,1,1,1,3.84
65867,CS,412,Introduction to Data Mining,DSO,ONL,120241,"Han, Jiawei",17,58,29,25,19,7,0,0,0,0,0,0,7,1,3.49
63461,CS,412,Introduction to Data Mining,P3,LCD,120241,"Tahboub, Ruby",36,105,29,9,5,0,2,1,0,0,0,0,1,0,3.85
74906,CS,415,Game Development,GDU,Onl,120241,"Shaffer, Eric G",5,217,43,14,18,7,2,6,2,1,4,0,4,0,3.69
31375,CS,421,Progrmg Languages & Compilers,B3,LCD,120241,"Gunter, Elsa",81,185,38,38,37,21,15,10,8,4,2,4,0,0,3.56
48194,CS,421,Progrmg Languages & Compilers,D3,LCD,120241,"Gunter, Elsa",6,16,4,1,4,0,3,1,1,2,1,2,0,0,3.27
31384,CS,425,Distributed Systems,TU,LCD,120241,"Mittal, Radhika",6,21,36,32,37,20,4,2,4,4,1,1,2,1,3.19
31393,CS,431,Embedded Systems,AL3,LEC,120241,"Sha, Lui R",4,10,1,8,6,0,2,2,0,0,0,0,0,0,3.43
31405,CS,433,Computer System Organization,S3,LCD,120241,"Ghose, Saugata",4,12,6,10,8,2,4,3,2,0,1,0,1,0,3.2
75571,CS,435,Cloud Networking,CNU,ONL,120241,"Godfrey, Philip B",10,59,6,5,1,0,0,1,0,0,1,0,2,0,3.77
75662,CS,435,Cloud Networking,DSO,ONL,120241,"Godfrey, Philip B",5,31,16,3,2,3,0,1,3,0,0,0,0,0,3.65
73195,CS,437,Topics in Internet of Things,DSO,ONL,120241,"Caesar, Matthew C",32,22,1,1,0,0,0,2,0,0,0,0,0,0,3.91
73193,CS,437,Topics in Internet of Things,IT3,ONL,120241,"Caesar, Matthew C",37,34,11,2,0,1,0,0,1,0,2,0,0,0,3.84
31410,CS,438,Communication Networks,R3,LCD,120241,"Vasisht, Deepak",13,51,30,20,25,5,1,0,0,0,0,0,0,0,3.62
31423,CS,440,Artificial Intelligence,Q3,LCD,120241,"Hasegawa-Johnso, Mark A",86,195,77,43,13,7,4,10,3,2,0,2,1,0,3.72
73207,CS,441,Applied Machine Learning,DSO,ONL,120241,"Morales Aguirre, Marco An",20,176,25,5,6,2,0,1,0,0,0,0,2,1,3.87
73205,CS,441,Applied Machine Learning,MLU,LCD,120241,"Hoiem, Derek W",264,87,10,3,3,2,0,1,1,0,0,0,6,0,3.91
74871,CS,443,Reinforcement Learning,RLU,LEC,120241,"Jiang, Nan",6,15,10,9,4,7,8,5,3,3,0,1,0,1,3.12
73329,CS,444,Deep Learning for Compt Visn,CVU,LCD,120241,"Lazebnik, Svetlana",83,149,5,4,23,2,4,7,0,0,1,0,4,0,3.77
68994,CS,445,Computational Photography,C3,ONL,120241,"Wang, Yuxiong",38,42,28,6,7,3,1,2,2,1,0,1,5,1,3.57
70855,CS,445,Computational Photography,DSO,ONL,120241,"Wang, Yuxiong",9,16,15,1,2,0,0,0,2,0,1,2,1,1,3.47
